TIMESTAMP,EURT_OPEN_PRICE_USD,EURT_HIGH_PRICE_USD,EURT_LOW_PRICE_USD,EURT_CLOSE_PRICE_USD,EURT_VOLUME_USD,EURT_DIVIDENDS_USD,EURT_STOCK_SPLITS_USD
2021-07-27 00:00:00+00:00,1.1827629804611206,1.1829739809036255,1.1820429563522339,1.1827640533447266,2692,0.0,0.0
2021-07-28 00:00:00+00:00,1.1827590465545654,1.1845879554748535,1.177489995956421,1.1843149662017822,620,0.0,0.0
2021-07-29 00:00:00+00:00,1.1841950416564941,1.1891930103302002,1.1837769746780396,1.1886229515075684,0,0.0,0.0
2021-07-30 00:00:00+00:00,1.1888450384140015,1.1904350519180298,1.1851530075073242,1.1879669427871704,2436,0.0,0.0
2021-07-31 00:00:00+00:00,1.1879669427871704,1.1881099939346313,1.1879220008850098,1.1880650520324707,52,0.0,0.0
2021-08-01 00:00:00+00:00,1.1880650520324707,1.1902270317077637,1.1880650520324707,1.18961501121521,90,0.0,0.0
2021-08-02 00:00:00+00:00,1.1897369623184204,1.19084894657135,1.1864789724349976,1.1872279644012451,16531,0.0,0.0
2021-08-03 00:00:00+00:00,1.1873140335083008,1.1899880170822144,1.1867090463638306,1.1882179975509644,162,0.0,0.0
2021-08-04 00:00:00+00:00,1.1881120204925537,1.1912070512771606,1.183266043663025,1.184993028640747,246,0.0,0.0
2021-08-05 00:00:00+00:00,1.184993028640747,1.1852359771728516,1.181751012802124,1.1841189861297607,6087,0.0,0.0
2021-08-06 00:00:00+00:00,1.1841850280761719,1.1844710111618042,1.1756869554519653,1.1780790090560913,4689,0.0,0.0
2021-08-07 00:00:00+00:00,1.1780790090560913,1.1780790090560913,1.1762909889221191,1.1762909889221191,146,0.0,0.0
2021-08-08 00:00:00+00:00,1.1762909889221191,1.1868849992752075,1.176061987876892,1.1865769624710083,0,0.0,0.0
2021-08-09 00:00:00+00:00,1.1866949796676636,1.1868040561676025,1.1737430095672607,1.175331950187683,13052,0.0,0.0
2021-08-10 00:00:00+00:00,1.1752909421920776,1.1858359575271606,1.1689809560775757,1.1734750270843506,301974,0.0,0.0
2021-08-11 00:00:00+00:00,1.174083948135376,1.185829997062683,1.1687430143356323,1.1790759563446045,331611,0.0,0.0
2021-08-12 00:00:00+00:00,1.177435040473938,1.1881070137023926,1.170485019683838,1.1775389909744263,152699,0.0,0.0
