TIMESTAMP,OGD_OPEN_PRICE_USD,OGD_HIGH_PRICE_USD,OGD_LOW_PRICE_USD,OGD_CLOSE_PRICE_USD,OGD_VOLUME_USD,OGD_DIVIDENDS_USD,OGD_STOCK_SPLITS_USD
2023-09-07 00:00:00+00:00,,,,0.0,58179,0.0,0.0
2023-09-08 00:00:00+00:00,,,,0.0,15798,0.0,0.0
2023-09-09 00:00:00+00:00,,,,0.0,8297,0.0,0.0
2023-09-10 00:00:00+00:00,,,,0.0,2553,0.0,0.0
2023-09-11 00:00:00+00:00,,,,0.0,2428,0.0,0.0
2023-09-12 00:00:00+00:00,,,,0.0,1809,0.0,0.0
2023-09-13 00:00:00+00:00,,,,0.0,5595,0.0,0.0
2023-09-14 00:00:00+00:00,,,,0.0,6143,0.0,0.0
2023-09-15 00:00:00+00:00,,,,0.0,2198,0.0,0.0
2023-09-16 00:00:00+00:00,,,,0.0,1807,0.0,0.0
2023-09-17 00:00:00+00:00,,,,0.0,991,0.0,0.0
2023-09-21 00:00:00+00:00,,,,0.0,287,0.0,0.0
2023-09-22 00:00:00+00:00,,,,0.0,136,0.0,0.0
2023-09-23 00:00:00+00:00,,,,0.0,348,0.0,0.0
2023-09-24 00:00:00+00:00,,,,0.0,119,0.0,0.0
2023-09-25 00:00:00+00:00,,,,0.0,155,0.0,0.0
2023-09-26 00:00:00+00:00,,,,0.0,304,0.0,0.0
2023-09-27 00:00:00+00:00,,,,0.0,32,0.0,0.0
2023-09-28 00:00:00+00:00,,,,0.0,1985,0.0,0.0
2023-09-29 00:00:00+00:00,,,,0.0,14880,0.0,0.0
2023-09-30 00:00:00+00:00,,,,0.0,482,0.0,0.0
2023-10-01 00:00:00+00:00,,,,0.0,95,0.0,0.0
2023-10-02 00:00:00+00:00,,,,0.0,312,0.0,0.0
2023-10-03 00:00:00+00:00,,,,0.0,183,0.0,0.0
2023-10-04 00:00:00+00:00,,,,0.0,151,0.0,0.0
2023-10-05 00:00:00+00:00,,,,0.0,493,0.0,0.0
2023-10-06 00:00:00+00:00,,,,0.0,47,0.0,0.0
2023-10-07 00:00:00+00:00,,,,0.0,75,0.0,0.0
2023-10-08 00:00:00+00:00,,,,0.0,580,0.0,0.0
2023-10-09 00:00:00+00:00,,,,0.0,231,0.0,0.0
2023-10-10 00:00:00+00:00,,,,0.0,148,0.0,0.0
2023-10-11 00:00:00+00:00,,,,0.0,148,0.0,0.0
2023-10-12 00:00:00+00:00,,,,0.0,27,0.0,0.0
2023-10-13 00:00:00+00:00,,,,0.0,167,0.0,0.0
2023-10-14 00:00:00+00:00,,,,0.0,490,0.0,0.0
2023-10-15 00:00:00+00:00,,,,0.0,73,0.0,0.0
2023-10-16 00:00:00+00:00,,,,0.0,98,0.0,0.0
2023-10-17 00:00:00+00:00,,,,0.0,141,0.0,0.0
2023-10-18 00:00:00+00:00,,,,0.0,364,0.0,0.0
2023-10-19 00:00:00+00:00,,,,0.0,115,0.0,0.0
2023-10-20 00:00:00+00:00,,,,0.0,18,0.0,0.0
2023-10-21 00:00:00+00:00,,,,0.0,257,0.0,0.0
2023-10-22 00:00:00+00:00,,,,0.0,65,0.0,0.0
2023-10-23 00:00:00+00:00,,,,0.0,130,0.0,0.0
2023-10-24 00:00:00+00:00,,,,0.0,171,0.0,0.0
2023-10-25 00:00:00+00:00,,,,0.0,939,0.0,0.0
2023-10-26 00:00:00+00:00,,,,0.0,87,0.0,0.0
2023-10-27 00:00:00+00:00,,,,0.0,25,0.0,0.0
2023-10-28 00:00:00+00:00,,,,0.0,8,0.0,0.0
2023-10-29 00:00:00+00:00,,,,0.0,68,0.0,0.0
2023-10-30 00:00:00+00:00,,,,0.0,146,0.0,0.0
2023-10-31 00:00:00+00:00,,,,0.0,64,0.0,0.0
2023-11-01 00:00:00+00:00,,,,0.0,183,0.0,0.0
2023-11-02 00:00:00+00:00,,,,0.0,229,0.0,0.0
2023-11-03 00:00:00+00:00,,,,0.0,47,0.0,0.0
2023-11-04 00:00:00+00:00,,,,0.0,139,0.0,0.0
2023-11-05 00:00:00+00:00,,,,0.0,50,0.0,0.0
2023-11-06 00:00:00+00:00,,,,0.0,389,0.0,0.0
2023-11-07 00:00:00+00:00,,,,0.0,50,0.0,0.0
2023-11-08 00:00:00+00:00,,,,0.0,389,0.0,0.0
2023-11-09 00:00:00+00:00,,,,0.0,167,0.0,0.0
2023-11-10 00:00:00+00:00,,,,0.0,7,0.0,0.0
2023-11-11 00:00:00+00:00,,,,0.0,268,0.0,0.0
2023-11-12 00:00:00+00:00,,,,0.0,130,0.0,0.0
2023-11-13 00:00:00+00:00,,,,0.0,86,0.0,0.0
2023-11-14 00:00:00+00:00,,,,0.0,15,0.0,0.0
2023-11-15 00:00:00+00:00,,,,0.0,135,0.0,0.0
2023-11-16 00:00:00+00:00,,,,0.0,180,0.0,0.0
2023-11-17 00:00:00+00:00,,,,0.0,131,0.0,0.0
2023-11-18 00:00:00+00:00,,,,0.0,158,0.0,0.0
2023-11-19 00:00:00+00:00,,,,0.0,73,0.0,0.0
2023-11-20 00:00:00+00:00,,,,0.0,45,0.0,0.0
2023-11-21 00:00:00+00:00,,,,0.0,142,0.0,0.0
2023-11-22 00:00:00+00:00,,,,0.0,249,0.0,0.0
2023-11-23 00:00:00+00:00,,,,0.0,37,0.0,0.0
2023-11-24 00:00:00+00:00,,,,0.0,139,0.0,0.0
2023-11-26 00:00:00+00:00,,,,0.0,137,0.0,0.0
2023-11-27 00:00:00+00:00,,,,0.0,165,0.0,0.0
2023-11-28 00:00:00+00:00,,,,0.0,132,0.0,0.0
2023-11-29 00:00:00+00:00,,,,0.0,86,0.0,0.0
2023-11-30 00:00:00+00:00,,,,0.0,141,0.0,0.0
2023-12-01 00:00:00+00:00,,,,0.0,56,0.0,0.0
2023-12-02 00:00:00+00:00,,,,0.0,171,0.0,0.0
2023-12-03 00:00:00+00:00,,,,0.0,124,0.0,0.0
2023-12-04 00:00:00+00:00,,,,0.0,131,0.0,0.0
2023-12-05 00:00:00+00:00,,,,0.0,37,0.0,0.0
2023-12-06 00:00:00+00:00,,,,0.0,163,0.0,0.0
2023-12-07 00:00:00+00:00,,,,0.0,127,0.0,0.0
2023-12-08 00:00:00+00:00,,,,0.0,129,0.0,0.0
2023-12-09 00:00:00+00:00,,,,0.0,3,0.0,0.0
2023-12-10 00:00:00+00:00,,,,0.0,138,0.0,0.0
2023-12-11 00:00:00+00:00,,,,0.0,179,0.0,0.0
2023-12-12 00:00:00+00:00,,,,0.0,21,0.0,0.0
2023-12-13 00:00:00+00:00,,,,0.0,10,0.0,0.0
2023-12-14 00:00:00+00:00,,,,0.0,14,0.0,0.0
2023-12-15 00:00:00+00:00,,,,0.0,159,0.0,0.0
2023-12-16 00:00:00+00:00,,,,0.0,2,0.0,0.0
2023-12-17 00:00:00+00:00,,,,0.0,5,0.0,0.0
2023-12-18 00:00:00+00:00,,,,0.0,23,0.0,0.0
2023-12-19 00:00:00+00:00,,,,0.0,41,0.0,0.0
2023-12-20 00:00:00+00:00,,,,0.0,28,0.0,0.0
2023-12-21 00:00:00+00:00,,,,0.0,159,0.0,0.0
2023-12-22 00:00:00+00:00,,,,0.0,184,0.0,0.0
2023-12-23 00:00:00+00:00,,,,0.0,6,0.0,0.0
2023-12-24 00:00:00+00:00,,,,0.0,103,0.0,0.0
2023-12-26 00:00:00+00:00,,,,0.0,66,0.0,0.0
2023-12-27 00:00:00+00:00,,,,0.0,148,0.0,0.0
2023-12-28 00:00:00+00:00,,,,0.0,6,0.0,0.0
2023-12-29 00:00:00+00:00,,,,0.0,1,0.0,0.0
2023-12-30 00:00:00+00:00,,,,0.0,116,0.0,0.0
2023-12-31 00:00:00+00:00,,,,0.0,141,0.0,0.0
2024-01-01 00:00:00+00:00,,,,0.0,113,0.0,0.0
2024-01-02 00:00:00+00:00,,,,0.0,2,0.0,0.0
2024-01-04 00:00:00+00:00,,,,0.0,125,0.0,0.0
2024-01-05 00:00:00+00:00,,,,0.0,147,0.0,0.0
2024-01-06 00:00:00+00:00,,,,0.0,4,0.0,0.0
2024-01-07 00:00:00+00:00,,,,0.0,113,0.0,0.0
2024-01-08 00:00:00+00:00,,,,0.0,182,0.0,0.0
2024-01-09 00:00:00+00:00,,,,0.0,24,0.0,0.0
2024-01-10 00:00:00+00:00,,,,0.0,110,0.0,0.0
2024-01-11 00:00:00+00:00,,,,0.0,162,0.0,0.0
2024-01-12 00:00:00+00:00,,,,0.0,113,0.0,0.0
2024-01-13 00:00:00+00:00,,,,0.0,109,0.0,0.0
2024-01-14 00:00:00+00:00,,,,0.0,129,0.0,0.0
2024-01-15 00:00:00+00:00,,,,0.0,191,0.0,0.0
2024-01-16 00:00:00+00:00,,,,0.0,116,0.0,0.0
2024-01-17 00:00:00+00:00,,,,0.0,114,0.0,0.0
2024-01-18 00:00:00+00:00,,,,0.0,114,0.0,0.0
2024-01-19 00:00:00+00:00,,,,0.0,223,0.0,0.0
2024-01-20 00:00:00+00:00,,,,0.0,115,0.0,0.0
2024-01-21 00:00:00+00:00,,,,0.0,20,0.0,0.0
2024-01-22 00:00:00+00:00,,,,0.0,116,0.0,0.0
2024-01-23 00:00:00+00:00,,,,0.0,113,0.0,0.0
2024-01-24 00:00:00+00:00,,,,0.0,109,0.0,0.0
2024-01-25 00:00:00+00:00,,,,0.0,5,0.0,0.0
2024-01-26 00:00:00+00:00,,,,0.0,159,0.0,0.0
2024-01-27 00:00:00+00:00,,,,0.0,111,0.0,0.0
2024-01-28 00:00:00+00:00,,,,0.0,112,0.0,0.0
2024-01-29 00:00:00+00:00,,,,0.0,113,0.0,0.0
