TIMESTAMP,WWW_OPEN_PRICE_USD,WWW_HIGH_PRICE_USD,WWW_LOW_PRICE_USD,WWW_CLOSE_PRICE_USD,WWW_VOLUME_USD,WWW_DIVIDENDS_USD,WWW_STOCK_SPLITS_USD
2024-12-18 00:00:00+00:00,0.0014359999913722277,0.0015650000423192978,0.0011520000407472253,0.0011620000004768372,165043,0.0,0.0
2024-12-19 00:00:00+00:00,0.0011620000004768372,0.0011889999732375145,0.0006859999848529696,0.0007440000190399587,342524,0.0,0.0
2024-12-20 00:00:00+00:00,0.0007440000190399587,0.0009899999713525176,0.0007009999826550484,0.0008559999987483025,94351,0.0,0.0
2024-12-21 00:00:00+00:00,0.0008559999987483025,0.0009410000056959689,0.0006890000076964498,0.0007590000168420374,73377,0.0,0.0
2024-12-22 00:00:00+00:00,0.0007590000168420374,0.0007849999819882214,0.0005910000181756914,0.0005920000257901847,96618,0.0,0.0
2024-12-23 00:00:00+00:00,0.0005920000257901847,0.0006939999875612557,0.0005370000144466758,0.0005840000230818987,105033,0.0,0.0
2024-12-24 00:00:00+00:00,0.0005840000230818987,0.0006370000191964209,0.0005019999807700515,0.0005319999763742089,69784,0.0,0.0
2024-12-25 00:00:00+00:00,0.0005319999763742089,0.0009340000106021762,0.0005189999938011169,0.0006370000191964209,198637,0.0,0.0
2024-12-26 00:00:00+00:00,0.0006370000191964209,0.0008580000139772892,0.0006060000159777701,0.0006189999985508621,89539,0.0,0.0
2024-12-27 00:00:00+00:00,0.0006189999985508621,0.0006799999973736703,0.0005549999768845737,0.0006280000088736415,58415,0.0,0.0
2024-12-28 00:00:00+00:00,0.0006280000088736415,0.0007820000173524022,0.0005849999724887311,0.0006689999718219042,60651,0.0,0.0
2024-12-29 00:00:00+00:00,0.0006689999718219042,0.0007520000217482448,0.0006210000137798488,0.0006389999762177467,74385,0.0,0.0
2024-12-30 00:00:00+00:00,0.0006389999762177467,0.0007379999733529985,0.0005779999773949385,0.0006380000268109143,82285,0.0,0.0
2024-12-31 00:00:00+00:00,0.0006380000268109143,0.0007719999994151294,0.0006179999909363687,0.0006709999870508909,68622,0.0,0.0
2025-01-01 00:00:00+00:00,0.0006709999870508909,0.0011660000309348106,0.0006380000268109143,0.000914999982342124,122242,0.0,0.0
2025-01-02 00:00:00+00:00,0.000914999982342124,0.0013800000306218863,0.0008660000166855752,0.0011620000004768372,219219,0.0,0.0
2025-01-03 00:00:00+00:00,0.0011620000004768372,0.0012329999590292573,0.0008040000102482736,0.0008399999933317304,124215,0.0,0.0
2025-01-04 00:00:00+00:00,0.0008399999933317304,0.0008740000193938613,0.0007350000087171793,0.000742000003810972,65273,0.0,0.0
2025-01-05 00:00:00+00:00,0.000742000003810972,0.0008500000112690032,0.0007210000185295939,0.0008210000232793391,36364,0.0,0.0
2025-01-06 00:00:00+00:00,0.0008210000232793391,0.0008909999742172658,0.0007580000092275441,0.0007830000249668956,51091,0.0,0.0
