TIMESTAMP,MNZ_OPEN_PRICE_USD,MNZ_HIGH_PRICE_USD,MNZ_LOW_PRICE_USD,MNZ_CLOSE_PRICE_USD,MNZ_VOLUME_USD,MNZ_DIVIDENDS_USD,MNZ_STOCK_SPLITS_USD
2022-07-06 00:00:00+00:00,0.016847999766469002,0.03852200135588646,0.010851999744772911,0.01694599911570549,4151448,0.0,0.0
2022-07-07 00:00:00+00:00,0.01694599911570549,0.01694599911570549,0.008898000232875347,0.010437999852001667,4246576,0.0,0.0
2022-07-08 00:00:00+00:00,0.010437999852001667,0.01079699955880642,0.007841000333428383,0.008000999689102173,1008738,0.0,0.0
2022-07-09 00:00:00+00:00,0.00800199992954731,0.008634000085294247,0.007739999797195196,0.008441999554634094,294983,0.0,0.0
2022-07-10 00:00:00+00:00,0.008441999554634094,0.008441999554634094,0.007845000363886356,0.008057000115513802,193192,0.0,0.0
2022-07-11 00:00:00+00:00,0.008057000115513802,0.008129999972879887,0.0072730001993477345,0.007418000139296055,169947,0.0,0.0
2022-07-12 00:00:00+00:00,0.007418000139296055,0.008003000169992447,0.007207000162452459,0.007761000189930201,246834,0.0,0.0
2022-07-13 00:00:00+00:00,0.007761000189930201,0.012004000134766102,0.0077229999005794525,0.011785999871790409,606014,0.0,0.0
2022-07-14 00:00:00+00:00,0.011785999871790409,0.013651000335812569,0.011301999911665916,0.011873999610543251,577070,0.0,0.0
2022-07-15 00:00:00+00:00,0.011873000301420689,0.01196100004017353,0.010747999884188175,0.011256000027060509,271557,0.0,0.0
2022-07-16 00:00:00+00:00,0.011256000027060509,0.012395000085234642,0.01093200035393238,0.011029000394046307,261286,0.0,0.0
2022-07-17 00:00:00+00:00,0.011029000394046307,0.011289999820291996,0.010919000022113323,0.011272000148892403,232014,0.0,0.0
2022-07-18 00:00:00+00:00,0.011272000148892403,0.011303000152111053,0.010285000316798687,0.01071999967098236,240311,0.0,0.0
2022-07-19 00:00:00+00:00,0.01071999967098236,0.010972999967634678,0.010613000020384789,0.010781999677419662,320818,0.0,0.0
2022-07-20 00:00:00+00:00,0.0107810003682971,0.011074000038206577,0.008488999679684639,0.00861900020390749,374588,0.0,0.0
2022-07-21 00:00:00+00:00,0.00861900020390749,0.008972999639809132,0.008564000017940998,0.008905000053346157,175340,0.0,0.0
2022-07-22 00:00:00+00:00,0.008905000053346157,0.009827000088989735,0.00864300038665533,0.0097850002348423,269250,0.0,0.0
2022-07-23 00:00:00+00:00,0.009783999994397163,0.010215000249445438,0.009383000433444977,0.009541000239551067,324300,0.0,0.0
2022-07-24 00:00:00+00:00,0.009541000239551067,0.009549999609589577,0.008833999745547771,0.009215000085532665,280120,0.0,0.0
2022-07-25 00:00:00+00:00,0.009215000085532665,0.009418999776244164,0.008851000107824802,0.008957000449299812,247244,0.0,0.0
2022-07-26 00:00:00+00:00,0.008957000449299812,0.008957000449299812,0.008527000434696674,0.008541000075638294,241190,0.0,0.0
2022-07-27 00:00:00+00:00,0.008541000075638294,0.008550000376999378,0.007583000231534243,0.007790000177919865,259941,0.0,0.0
2022-07-28 00:00:00+00:00,0.007790000177919865,0.00803299993276596,0.007385999895632267,0.007888000458478928,301046,0.0,0.0
