TIMESTAMP,MCONTENT_OPEN_PRICE_USD,MCONTENT_HIGH_PRICE_USD,MCONTENT_LOW_PRICE_USD,MCONTENT_CLOSE_PRICE_USD,MCONTENT_VOLUME_USD,MCONTENT_DIVIDENDS_USD,MCONTENT_STOCK_SPLITS_USD
2021-07-19 00:00:00+00:00,,,,0.0,622108,0.0,0.0
2021-07-20 00:00:00+00:00,,,,0.0,587177,0.0,0.0
2021-07-21 00:00:00+00:00,,,,0.0,641057,0.0,0.0
2021-07-22 00:00:00+00:00,,,,0.0,619226,0.0,0.0
2021-07-23 00:00:00+00:00,,,,0.0,1139041,0.0,0.0
2021-07-24 00:00:00+00:00,,,,0.0,1140108,0.0,0.0
2021-07-25 00:00:00+00:00,,,,0.0,1148393,0.0,0.0
2021-07-26 00:00:00+00:00,,,,0.0,1083318,0.0,0.0
2021-07-27 00:00:00+00:00,,,,0.0,1586405,0.0,0.0
2021-07-28 00:00:00+00:00,,,,0.0,1312132,0.0,0.0
2021-07-29 00:00:00+00:00,,,,0.0,747807,0.0,0.0
2021-07-30 00:00:00+00:00,,,,0.0,698450,0.0,0.0
2021-07-31 00:00:00+00:00,,,,0.0,816852,0.0,0.0
2021-08-01 00:00:00+00:00,,,,0.0,705304,0.0,0.0
2021-08-02 00:00:00+00:00,,,,0.0,690948,0.0,0.0
2021-08-03 00:00:00+00:00,,,,0.0,625128,0.0,0.0
2021-08-04 00:00:00+00:00,,,,0.0,792193,0.0,0.0
2021-08-05 00:00:00+00:00,,,,0.0,851733,0.0,0.0
2021-08-06 00:00:00+00:00,,,,0.0,639672,0.0,0.0
2021-08-07 00:00:00+00:00,,,,0.0,623843,0.0,0.0
2021-08-08 00:00:00+00:00,,,,0.0,616297,0.0,0.0
2021-08-09 00:00:00+00:00,,,,0.0,697460,0.0,0.0
2021-08-10 00:00:00+00:00,,,,0.0,701490,0.0,0.0
2021-08-11 00:00:00+00:00,,,,0.0,716027,0.0,0.0
2021-08-12 00:00:00+00:00,,,,0.0,575066,0.0,0.0
2021-08-13 00:00:00+00:00,,,,0.0,619271,0.0,0.0
2021-08-14 00:00:00+00:00,,,,0.0,714627,0.0,0.0
2021-08-15 00:00:00+00:00,,,,0.0,619315,0.0,0.0
2021-08-16 00:00:00+00:00,,,,0.0,611966,0.0,0.0
2021-08-17 00:00:00+00:00,,,,0.0,1001942,0.0,0.0
2021-08-18 00:00:00+00:00,,,,0.0,1040010,0.0,0.0
2021-08-19 00:00:00+00:00,,,,0.0,898533,0.0,0.0
2021-08-20 00:00:00+00:00,,,,0.0,876717,0.0,0.0
2021-08-21 00:00:00+00:00,,,,0.0,987200,0.0,0.0
2021-08-22 00:00:00+00:00,,,,0.0,995359,0.0,0.0
2021-08-23 00:00:00+00:00,,,,0.0,1155802,0.0,0.0
2021-08-24 00:00:00+00:00,,,,0.0,1813381,0.0,0.0
2021-08-25 00:00:00+00:00,,,,0.0,2016321,0.0,0.0
2021-08-26 00:00:00+00:00,,,,0.0,1852214,0.0,0.0
2021-08-27 00:00:00+00:00,,,,0.0,1855236,0.0,0.0
2021-08-28 00:00:00+00:00,,,,0.0,1809866,0.0,0.0
2021-08-29 00:00:00+00:00,,,,0.0,1563763,0.0,0.0
2021-08-30 00:00:00+00:00,,,,0.0,1401466,0.0,0.0
2021-08-31 00:00:00+00:00,,,,0.0,1182489,0.0,0.0
2021-09-01 00:00:00+00:00,,,,0.0,1447208,0.0,0.0
2021-09-02 00:00:00+00:00,,,,0.0,1365871,0.0,0.0
2021-09-03 00:00:00+00:00,,,,0.0,1502608,0.0,0.0
2021-09-04 00:00:00+00:00,,,,0.0,1327964,0.0,0.0
2021-09-05 00:00:00+00:00,,,,0.0,1002375,0.0,0.0
2021-09-06 00:00:00+00:00,,,,0.0,1064439,0.0,0.0
2021-09-07 00:00:00+00:00,,,,0.0,1314248,0.0,0.0
2021-09-08 00:00:00+00:00,,,,0.0,1520290,0.0,0.0
2021-09-09 00:00:00+00:00,,,,0.0,1480531,0.0,0.0
2021-09-10 00:00:00+00:00,,,,0.0,1100256,0.0,0.0
2021-09-11 00:00:00+00:00,,,,0.0,631466,0.0,0.0
2021-09-12 00:00:00+00:00,,,,0.0,596111,0.0,0.0
2021-09-13 00:00:00+00:00,,,,0.0,483533,0.0,0.0
2021-09-14 00:00:00+00:00,,,,0.0,590950,0.0,0.0
2021-09-15 00:00:00+00:00,,,,0.0,940823,0.0,0.0
2021-09-16 00:00:00+00:00,,,,0.0,1600767,0.0,0.0
2021-09-17 00:00:00+00:00,,,,0.0,1774620,0.0,0.0
2021-09-18 00:00:00+00:00,,,,0.0,1721890,0.0,0.0
2021-09-19 00:00:00+00:00,,,,0.0,1617633,0.0,0.0
2021-09-20 00:00:00+00:00,,,,0.0,1598048,0.0,0.0
2021-09-21 00:00:00+00:00,,,,0.0,1576633,0.0,0.0
2021-09-22 00:00:00+00:00,,,,0.0,1473868,0.0,0.0
2021-09-23 00:00:00+00:00,,,,0.0,1687945,0.0,0.0
2021-09-24 00:00:00+00:00,,,,0.0,1214452,0.0,0.0
2021-09-25 00:00:00+00:00,,,,0.0,1209126,0.0,0.0
2021-09-26 00:00:00+00:00,,,,0.0,1646015,0.0,0.0
2021-09-27 00:00:00+00:00,,,,0.0,2228305,0.0,0.0
2021-09-28 00:00:00+00:00,,,,0.0,897648,0.0,0.0
2021-09-29 00:00:00+00:00,,,,0.0,882813,0.0,0.0
2021-09-30 00:00:00+00:00,,,,0.0,830283,0.0,0.0
2021-10-01 00:00:00+00:00,,,,0.0,1217703,0.0,0.0
2021-10-02 00:00:00+00:00,,,,0.0,1021977,0.0,0.0
2021-10-03 00:00:00+00:00,,,,0.0,402931,0.0,0.0
2021-10-04 00:00:00+00:00,,,,0.0,382693,0.0,0.0
2021-10-05 00:00:00+00:00,,,,0.0,389600,0.0,0.0
2021-10-06 00:00:00+00:00,,,,0.0,376025,0.0,0.0
2021-10-07 00:00:00+00:00,,,,0.0,569172,0.0,0.0
2021-10-08 00:00:00+00:00,,,,0.0,769048,0.0,0.0
2021-10-09 00:00:00+00:00,,,,0.0,768442,0.0,0.0
2021-10-10 00:00:00+00:00,,,,0.0,981069,0.0,0.0
2021-10-11 00:00:00+00:00,,,,0.0,1030712,0.0,0.0
2021-10-12 00:00:00+00:00,,,,0.0,918394,0.0,0.0
2021-10-13 00:00:00+00:00,,,,0.0,1025034,0.0,0.0
2021-10-14 00:00:00+00:00,,,,0.0,1396141,0.0,0.0
2021-10-15 00:00:00+00:00,,,,0.0,1208273,0.0,0.0
2021-10-16 00:00:00+00:00,,,,0.0,977559,0.0,0.0
2021-10-17 00:00:00+00:00,,,,0.0,1373449,0.0,0.0
2021-10-18 00:00:00+00:00,,,,0.0,1558654,0.0,0.0
2021-10-19 00:00:00+00:00,,,,0.0,1196935,0.0,0.0
2021-10-20 00:00:00+00:00,,,,0.0,820589,0.0,0.0
2021-10-21 00:00:00+00:00,,,,0.0,831678,0.0,0.0
2021-10-22 00:00:00+00:00,,,,0.0,217590,0.0,0.0
2021-10-23 00:00:00+00:00,,,,0.0,162679,0.0,0.0
2021-10-24 00:00:00+00:00,,,,0.0,196056,0.0,0.0
2021-10-25 00:00:00+00:00,,,,0.0,192614,0.0,0.0
2021-10-26 00:00:00+00:00,,,,0.0,178510,0.0,0.0
2021-10-27 00:00:00+00:00,,,,0.0,219309,0.0,0.0
2021-10-28 00:00:00+00:00,,,,0.0,313985,0.0,0.0
2021-10-29 00:00:00+00:00,,,,0.0,463867,0.0,0.0
2021-10-30 00:00:00+00:00,,,,0.0,490438,0.0,0.0
2021-10-31 00:00:00+00:00,,,,0.0,397512,0.0,0.0
2021-11-01 00:00:00+00:00,,,,0.0,363581,0.0,0.0
2021-11-02 00:00:00+00:00,,,,0.0,658990,0.0,0.0
2021-11-03 00:00:00+00:00,,,,0.0,453415,0.0,0.0
