TIMESTAMP,PORNROCKET_OPEN_PRICE_USD,PORNROCKET_HIGH_PRICE_USD,PORNROCKET_LOW_PRICE_USD,PORNROCKET_CLOSE_PRICE_USD,PORNROCKET_VOLUME_USD,PORNROCKET_DIVIDENDS_USD,PORNROCKET_STOCK_SPLITS_USD
2021-05-31 00:00:00+00:00,,,,0.0,2135795,0.0,0.0
2021-06-01 00:00:00+00:00,,,,0.0,5144020,0.0,0.0
2021-06-02 00:00:00+00:00,,,,0.0,8811908,0.0,0.0
2021-06-03 00:00:00+00:00,,,,0.0,9260189,0.0,0.0
2021-06-04 00:00:00+00:00,,,,0.0,6218911,0.0,0.0
2021-06-05 00:00:00+00:00,,,,0.0,4199705,0.0,0.0
2021-06-06 00:00:00+00:00,,,,0.0,7001636,0.0,0.0
2021-06-07 00:00:00+00:00,,,,0.0,14745548,0.0,0.0
2021-06-08 00:00:00+00:00,,,,0.0,14444096,0.0,0.0
2021-06-09 00:00:00+00:00,,,,0.0,8036348,0.0,0.0
2021-06-10 00:00:00+00:00,,,,0.0,6393522,0.0,0.0
2021-06-11 00:00:00+00:00,,,,0.0,5769098,0.0,0.0
2021-06-12 00:00:00+00:00,,,,0.0,5388896,0.0,0.0
2021-06-13 00:00:00+00:00,,,,0.0,4405355,0.0,0.0
2021-06-14 00:00:00+00:00,,,,0.0,2480670,0.0,0.0
2021-06-15 00:00:00+00:00,,,,0.0,3190295,0.0,0.0
2021-06-16 00:00:00+00:00,,,,0.0,3976884,0.0,0.0
2021-06-17 00:00:00+00:00,,,,0.0,4055907,0.0,0.0
2021-06-18 00:00:00+00:00,,,,0.0,3966123,0.0,0.0
2021-06-19 00:00:00+00:00,,,,0.0,1521042,0.0,0.0
2021-06-20 00:00:00+00:00,,,,0.0,1334794,0.0,0.0
2021-06-21 00:00:00+00:00,,,,0.0,1639188,0.0,0.0
2021-06-22 00:00:00+00:00,,,,0.0,1630264,0.0,0.0
2021-06-23 00:00:00+00:00,,,,0.0,1527682,0.0,0.0
2021-06-24 00:00:00+00:00,,,,0.0,1617897,0.0,0.0
2021-06-25 00:00:00+00:00,,,,0.0,2337431,0.0,0.0
2021-06-26 00:00:00+00:00,,,,0.0,1256970,0.0,0.0
2021-06-27 00:00:00+00:00,,,,0.0,1313332,0.0,0.0
2021-06-28 00:00:00+00:00,,,,0.0,1239832,0.0,0.0
2021-06-29 00:00:00+00:00,,,,0.0,995041,0.0,0.0
2021-06-30 00:00:00+00:00,,,,0.0,962073,0.0,0.0
2021-07-01 00:00:00+00:00,,,,0.0,1034217,0.0,0.0
2021-07-02 00:00:00+00:00,,,,0.0,1095790,0.0,0.0
2021-07-03 00:00:00+00:00,,,,0.0,1138101,0.0,0.0
2021-07-04 00:00:00+00:00,,,,0.0,1442688,0.0,0.0
2021-07-05 00:00:00+00:00,,,,0.0,2188520,0.0,0.0
2021-07-06 00:00:00+00:00,,,,0.0,2283799,0.0,0.0
2021-07-07 00:00:00+00:00,,,,0.0,1044639,0.0,0.0
2021-07-08 00:00:00+00:00,,,,0.0,1296055,0.0,0.0
2021-07-09 00:00:00+00:00,,,,0.0,1325901,0.0,0.0
2021-07-10 00:00:00+00:00,,,,0.0,1022763,0.0,0.0
2021-07-11 00:00:00+00:00,,,,0.0,988988,0.0,0.0
2021-07-12 00:00:00+00:00,,,,0.0,1028897,0.0,0.0
2021-07-13 00:00:00+00:00,,,,0.0,1446180,0.0,0.0
2021-07-14 00:00:00+00:00,,,,0.0,1505879,0.0,0.0
2021-07-15 00:00:00+00:00,,,,0.0,1391729,0.0,0.0
2021-07-16 00:00:00+00:00,,,,0.0,1296301,0.0,0.0
2021-07-17 00:00:00+00:00,,,,0.0,1094837,0.0,0.0
2021-07-18 00:00:00+00:00,,,,0.0,886298,0.0,0.0
2021-07-19 00:00:00+00:00,,,,0.0,764826,0.0,0.0
2021-07-20 00:00:00+00:00,,,,0.0,900843,0.0,0.0
2021-07-21 00:00:00+00:00,,,,0.0,873190,0.0,0.0
2021-07-22 00:00:00+00:00,,,,0.0,757183,0.0,0.0
2021-07-23 00:00:00+00:00,,,,0.0,743204,0.0,0.0
2021-07-24 00:00:00+00:00,,,,0.0,781551,0.0,0.0
2021-07-25 00:00:00+00:00,,,,0.0,714254,0.0,0.0
2021-07-26 00:00:00+00:00,,,,0.0,817216,0.0,0.0
2021-07-27 00:00:00+00:00,,,,0.0,707944,0.0,0.0
2021-07-28 00:00:00+00:00,,,,0.0,824086,0.0,0.0
2021-07-29 00:00:00+00:00,,,,0.0,795607,0.0,0.0
2021-07-30 00:00:00+00:00,,,,0.0,764225,0.0,0.0
2021-07-31 00:00:00+00:00,,,,0.0,901334,0.0,0.0
2021-08-01 00:00:00+00:00,,,,0.0,1527375,0.0,0.0
2021-08-02 00:00:00+00:00,,,,0.0,1097742,0.0,0.0
2021-08-03 00:00:00+00:00,,,,0.0,780104,0.0,0.0
2021-08-04 00:00:00+00:00,,,,0.0,1451745,0.0,0.0
2021-08-05 00:00:00+00:00,,,,0.0,1573719,0.0,0.0
2021-08-06 00:00:00+00:00,,,,0.0,2964717,0.0,0.0
2021-08-07 00:00:00+00:00,,,,0.0,3804032,0.0,0.0
2021-08-08 00:00:00+00:00,,,,0.0,4020099,0.0,0.0
2021-08-09 00:00:00+00:00,,,,0.0,4775422,0.0,0.0
2021-08-10 00:00:00+00:00,,,,0.0,3830642,0.0,0.0
2021-08-11 00:00:00+00:00,,,,0.0,8103149,0.0,0.0
2021-08-12 00:00:00+00:00,,,,0.0,9072890,0.0,0.0
2021-08-13 00:00:00+00:00,,,,0.0,7542146,0.0,0.0
2021-08-14 00:00:00+00:00,,,,0.0,5839084,0.0,0.0
2021-08-15 00:00:00+00:00,,,,0.0,3422224,0.0,0.0
2021-08-16 00:00:00+00:00,,,,0.0,2437998,0.0,0.0
2021-08-17 00:00:00+00:00,,,,0.0,2056741,0.0,0.0
