TIMESTAMP,GMFAM_OPEN_PRICE_USD,GMFAM_HIGH_PRICE_USD,GMFAM_LOW_PRICE_USD,GMFAM_CLOSE_PRICE_USD,GMFAM_VOLUME_USD,GMFAM_DIVIDENDS_USD,GMFAM_STOCK_SPLITS_USD
2023-05-25 00:00:00+00:00,,,,0.0,742834,0.0,0.0
2023-05-26 00:00:00+00:00,,,,0.0,2455835,0.0,0.0
2023-05-27 00:00:00+00:00,,,,0.0,774861,0.0,0.0
2023-05-28 00:00:00+00:00,,,,0.0,629102,0.0,0.0
2023-05-29 00:00:00+00:00,,,,0.0,587474,0.0,0.0
2023-05-30 00:00:00+00:00,,,,0.0,525295,0.0,0.0
2023-05-31 00:00:00+00:00,,,,0.0,183325,0.0,0.0
2023-06-01 00:00:00+00:00,,,,0.0,275272,0.0,0.0
2023-06-02 00:00:00+00:00,,,,0.0,223993,0.0,0.0
2023-06-03 00:00:00+00:00,,,,0.0,131484,0.0,0.0
2023-06-04 00:00:00+00:00,,,,0.0,31589,0.0,0.0
2023-06-05 00:00:00+00:00,,,,0.0,96360,0.0,0.0
2023-06-06 00:00:00+00:00,,,,0.0,204424,0.0,0.0
2023-06-07 00:00:00+00:00,,,,0.0,140070,0.0,0.0
2023-06-08 00:00:00+00:00,,,,0.0,62574,0.0,0.0
2023-06-09 00:00:00+00:00,,,,0.0,127518,0.0,0.0
2023-06-10 00:00:00+00:00,,,,0.0,75141,0.0,0.0
2023-06-11 00:00:00+00:00,,,,0.0,21942,0.0,0.0
2023-06-12 00:00:00+00:00,,,,0.0,22833,0.0,0.0
2023-06-13 00:00:00+00:00,,,,0.0,17524,0.0,0.0
2023-06-14 00:00:00+00:00,,,,0.0,92776,0.0,0.0
2023-06-15 00:00:00+00:00,,,,0.0,129000,0.0,0.0
2023-06-16 00:00:00+00:00,,,,0.0,107324,0.0,0.0
2023-06-17 00:00:00+00:00,,,,0.0,110834,0.0,0.0
2023-06-18 00:00:00+00:00,,,,0.0,88891,0.0,0.0
2023-06-19 00:00:00+00:00,,,,0.0,120147,0.0,0.0
2023-06-20 00:00:00+00:00,,,,0.0,143146,0.0,0.0
2023-06-21 00:00:00+00:00,,,,0.0,132822,0.0,0.0
2023-06-22 00:00:00+00:00,,,,0.0,151378,0.0,0.0
2023-06-23 00:00:00+00:00,,,,0.0,180658,0.0,0.0
2023-06-24 00:00:00+00:00,,,,0.0,147704,0.0,0.0
2023-06-25 00:00:00+00:00,,,,0.0,150209,0.0,0.0
2023-06-26 00:00:00+00:00,,,,0.0,151213,0.0,0.0
2023-06-27 00:00:00+00:00,,,,0.0,138755,0.0,0.0
2023-06-28 00:00:00+00:00,,,,0.0,114705,0.0,0.0
2023-06-29 00:00:00+00:00,,,,0.0,124567,0.0,0.0
2023-06-30 00:00:00+00:00,,,,0.0,94468,0.0,0.0
2023-07-01 00:00:00+00:00,,,,0.0,109259,0.0,0.0
2023-07-02 00:00:00+00:00,,,,0.0,110753,0.0,0.0
2023-07-03 00:00:00+00:00,,,,0.0,116251,0.0,0.0
2023-07-04 00:00:00+00:00,,,,0.0,106027,0.0,0.0
2023-07-05 00:00:00+00:00,,,,0.0,103548,0.0,0.0
2023-07-06 00:00:00+00:00,,,,0.0,98454,0.0,0.0
2023-07-07 00:00:00+00:00,,,,0.0,105330,0.0,0.0
2023-07-08 00:00:00+00:00,,,,0.0,94749,0.0,0.0
2023-07-09 00:00:00+00:00,,,,0.0,93604,0.0,0.0
2023-07-10 00:00:00+00:00,,,,0.0,89786,0.0,0.0
2023-07-11 00:00:00+00:00,,,,0.0,10655,0.0,0.0
2023-07-12 00:00:00+00:00,,,,0.0,21586,0.0,0.0
2023-07-13 00:00:00+00:00,,,,0.0,47884,0.0,0.0
2023-07-14 00:00:00+00:00,,,,0.0,304829,0.0,0.0
2023-07-15 00:00:00+00:00,,,,0.0,17896,0.0,0.0
2023-07-16 00:00:00+00:00,,,,0.0,24802,0.0,0.0
2023-07-17 00:00:00+00:00,,,,0.0,73969,0.0,0.0
2023-07-18 00:00:00+00:00,,,,0.0,11750,0.0,0.0
2023-07-19 00:00:00+00:00,,,,0.0,1029,0.0,0.0
2023-07-20 00:00:00+00:00,,,,0.0,5052,0.0,0.0
2023-07-21 00:00:00+00:00,,,,0.0,5505,0.0,0.0
2023-07-22 00:00:00+00:00,,,,0.0,4225,0.0,0.0
2023-07-23 00:00:00+00:00,,,,0.0,4458,0.0,0.0
2023-07-24 00:00:00+00:00,,,,0.0,12121,0.0,0.0
2023-07-25 00:00:00+00:00,,,,0.0,2080,0.0,0.0
2023-07-26 00:00:00+00:00,,,,0.0,7468,0.0,0.0
2023-07-27 00:00:00+00:00,,,,0.0,4242,0.0,0.0
2023-07-28 00:00:00+00:00,,,,0.0,955,0.0,0.0
2023-07-29 00:00:00+00:00,,,,0.0,971,0.0,0.0
2023-07-30 00:00:00+00:00,,,,0.0,6605,0.0,0.0
2023-07-31 00:00:00+00:00,,,,0.0,3300,0.0,0.0
2023-08-01 00:00:00+00:00,,,,0.0,4933,0.0,0.0
2023-08-02 00:00:00+00:00,,,,0.0,25422,0.0,0.0
2023-08-03 00:00:00+00:00,,,,0.0,3907,0.0,0.0
2023-08-04 00:00:00+00:00,,,,0.0,4550,0.0,0.0
2023-08-05 00:00:00+00:00,,,,0.0,510,0.0,0.0
2023-08-06 00:00:00+00:00,,,,0.0,333,0.0,0.0
2023-08-07 00:00:00+00:00,,,,0.0,659,0.0,0.0
2023-08-08 00:00:00+00:00,,,,0.0,6663,0.0,0.0
2023-08-09 00:00:00+00:00,,,,0.0,8441,0.0,0.0
2023-08-10 00:00:00+00:00,,,,0.0,3293,0.0,0.0
2023-08-11 00:00:00+00:00,,,,0.0,2500,0.0,0.0
2023-08-12 00:00:00+00:00,,,,0.0,886,0.0,0.0
2023-08-13 00:00:00+00:00,,,,0.0,1253,0.0,0.0
2023-08-14 00:00:00+00:00,,,,0.0,10768,0.0,0.0
2023-08-15 00:00:00+00:00,,,,0.0,1233,0.0,0.0
2023-08-16 00:00:00+00:00,,,,0.0,208,0.0,0.0
2023-08-17 00:00:00+00:00,,,,0.0,8141,0.0,0.0
2023-08-18 00:00:00+00:00,,,,0.0,3150,0.0,0.0
2023-08-19 00:00:00+00:00,,,,0.0,124,0.0,0.0
2023-08-20 00:00:00+00:00,,,,0.0,80,0.0,0.0
2023-08-21 00:00:00+00:00,,,,0.0,11618,0.0,0.0
2023-08-22 00:00:00+00:00,,,,0.0,1610,0.0,0.0
2023-08-23 00:00:00+00:00,,,,0.0,956,0.0,0.0
2023-08-24 00:00:00+00:00,,,,0.0,7947,0.0,0.0
2023-08-25 00:00:00+00:00,,,,0.0,11917,0.0,0.0
2023-08-26 00:00:00+00:00,,,,0.0,7922,0.0,0.0
2023-08-27 00:00:00+00:00,,,,0.0,10835,0.0,0.0
2023-08-28 00:00:00+00:00,,,,0.0,6261,0.0,0.0
2023-08-29 00:00:00+00:00,,,,0.0,2460,0.0,0.0
2023-08-30 00:00:00+00:00,,,,0.0,2712,0.0,0.0
2023-08-31 00:00:00+00:00,,,,0.0,13970,0.0,0.0
2023-09-01 00:00:00+00:00,,,,0.0,1695,0.0,0.0
2023-09-02 00:00:00+00:00,,,,0.0,1465,0.0,0.0
2023-09-03 00:00:00+00:00,,,,0.0,1314,0.0,0.0
2023-09-04 00:00:00+00:00,,,,0.0,614,0.0,0.0
2023-09-05 00:00:00+00:00,,,,0.0,406,0.0,0.0
2023-09-06 00:00:00+00:00,,,,0.0,31,0.0,0.0
2023-09-07 00:00:00+00:00,,,,0.0,398,0.0,0.0
