TIMESTAMP,ROAR32137_OPEN_PRICE_USD,ROAR32137_HIGH_PRICE_USD,ROAR32137_LOW_PRICE_USD,ROAR32137_CLOSE_PRICE_USD,ROAR32137_VOLUME_USD,ROAR32137_DIVIDENDS_USD,ROAR32137_STOCK_SPLITS_USD
2024-07-08 00:00:00+00:00,0.0022819999139755964,0.0023189999628812075,0.0021440000273287296,0.0021440000273287296,61797,0.0,0.0
2024-07-09 00:00:00+00:00,0.0021440000273287296,0.0022529999259859324,0.002111000008881092,0.0022009999956935644,58233,0.0,0.0
2024-07-10 00:00:00+00:00,0.0022009999956935644,0.0025259999092668295,0.0022009999956935644,0.00241499999538064,91219,0.0,0.0
2024-07-11 00:00:00+00:00,0.00241499999538064,0.00254400004632771,0.0014809999847784638,0.002002999885007739,119188,0.0,0.0
2024-07-12 00:00:00+00:00,0.002002999885007739,0.002078999998047948,0.001981999957934022,0.002004999900236726,58964,0.0,0.0
2024-07-13 00:00:00+00:00,0.002004999900236726,0.002004999900236726,0.0019359999569132924,0.001943000010214746,55975,0.0,0.0
2024-07-14 00:00:00+00:00,0.001943000010214746,0.001973999897018075,0.001765000051818788,0.0018420000560581684,68202,0.0,0.0
2024-07-15 00:00:00+00:00,0.0018420000560581684,0.002001000102609396,0.001841000048443675,0.0019499999471008778,60340,0.0,0.0
2024-07-16 00:00:00+00:00,0.0019499999471008778,0.0019509999547153711,0.0015610000118613243,0.0016129999421536922,87502,0.0,0.0
2024-07-17 00:00:00+00:00,0.0016129999421536922,0.002174000022932887,0.0016129999421536922,0.0018149999668821692,91231,0.0,0.0
2024-07-18 00:00:00+00:00,0.0018149999668821692,0.0022879999596625566,0.0018139999592676759,0.0021059999708086252,76191,0.0,0.0
2024-07-19 00:00:00+00:00,0.0021059999708086252,0.0025289999321103096,0.0021059999708086252,0.002498999936506152,75387,0.0,0.0
2024-07-20 00:00:00+00:00,0.002498999936506152,0.0027540000155568123,0.002474999986588955,0.0027409999165683985,66437,0.0,0.0
2024-07-21 00:00:00+00:00,0.0027409999165683985,0.0027459999546408653,0.0024389999452978373,0.0024629998952150345,61511,0.0,0.0
2024-07-22 00:00:00+00:00,0.0024629998952150345,0.0024759999942034483,0.0021379999816417694,0.0022009999956935644,60068,0.0,0.0
2024-07-23 00:00:00+00:00,0.0022009999956935644,0.002274000085890293,0.0021379999816417694,0.0022700000554323196,58393,0.0,0.0
2024-07-24 00:00:00+00:00,0.0022700000554323196,0.0022700000554323196,0.001816999982111156,0.0021039999555796385,76314,0.0,0.0
2024-07-25 00:00:00+00:00,0.0021039999555796385,0.002104999963194132,0.001930000027641654,0.002093000104650855,57897,0.0,0.0
2024-07-26 00:00:00+00:00,0.002093000104650855,0.0025470000691711903,0.002093000104650855,0.0024500000290572643,78315,0.0,0.0
2024-07-27 00:00:00+00:00,0.0024500000290572643,0.0024580000899732113,0.002225999953225255,0.0022670000325888395,71966,0.0,0.0
2024-07-28 00:00:00+00:00,0.0022670000325888395,0.002268000040203333,0.0022100000642240047,0.0022440000902861357,68928,0.0,0.0
2024-07-29 00:00:00+00:00,0.0022440000902861357,0.0023360000923275948,0.0022090000566095114,0.002220999915152788,72117,0.0,0.0
2024-07-30 00:00:00+00:00,0.002220999915152788,0.0023590000346302986,0.0021810000762343407,0.0023590000346302986,78103,0.0,0.0
2024-07-31 00:00:00+00:00,0.0023590000346302986,0.002437999937683344,0.002345999935641885,0.0023560000117868185,76144,0.0,0.0
2024-08-01 00:00:00+00:00,0.0023560000117868185,0.002377999946475029,0.0021619999315589666,0.0021959999576210976,76506,0.0,0.0
2024-08-02 00:00:00+00:00,0.0021959999576210976,0.0023640000727027655,0.0021959999576210976,0.0022559999488294125,77147,0.0,0.0
2024-08-03 00:00:00+00:00,0.0022559999488294125,0.002256999956443906,0.0019330000504851341,0.0019330000504851341,70337,0.0,0.0
2024-08-04 00:00:00+00:00,0.0019330000504851341,0.0019330000504851341,0.001690999954007566,0.0017890000017359853,47061,0.0,0.0
2024-08-05 00:00:00+00:00,0.0017740000039339066,0.0017740000039339066,0.0013909999979659915,0.0015719999792054296,81792,0.0,0.0
2024-08-06 00:00:00+00:00,0.0015719999792054296,0.0020570000633597374,0.0015719999792054296,0.002053000032901764,79905,0.0,0.0
2024-08-07 00:00:00+00:00,0.00203699991106987,0.002099999925121665,0.001832999987527728,0.0018420000560581684,77616,0.0,0.0
2024-08-08 00:00:00+00:00,0.0018420000560581684,0.002059000078588724,0.0018319999799132347,0.0020469999872148037,71696,0.0,0.0
2024-08-09 00:00:00+00:00,0.002053000032901764,0.002136999974027276,0.0020280000753700733,0.0021069999784231186,76262,0.0,0.0
2024-08-10 00:00:00+00:00,0.0021069999784231186,0.002128999913111329,0.0019499999471008778,0.0019499999471008778,70392,0.0,0.0
2024-08-11 00:00:00+00:00,0.0019499999471008778,0.0019710001070052385,0.0015310000162571669,0.0016929999692365527,93236,0.0,0.0
2024-08-12 00:00:00+00:00,0.0016929999692365527,0.0018759999657049775,0.001597000053152442,0.001597000053152442,81728,0.0,0.0
2024-08-13 00:00:00+00:00,0.001597000053152442,0.0017010000301524997,0.0014639999717473984,0.0017010000301524997,68149,0.0,0.0
2024-08-14 00:00:00+00:00,0.0017010000301524997,0.0018720000516623259,0.0016899999463930726,0.0018449999624863267,68770,0.0,0.0
2024-08-15 00:00:00+00:00,0.0018500000005587935,0.001888000057078898,0.00184299994725734,0.001851000008173287,50102,0.0,0.0
2024-08-16 00:00:00+00:00,0.001863999990746379,0.0018649999983608723,0.0017810000572353601,0.0018260000506415963,71030,0.0,0.0
2024-08-17 00:00:00+00:00,0.001820000004954636,0.0018370000179857016,0.001800999976694584,0.0018360000103712082,69573,0.0,0.0
2024-08-18 00:00:00+00:00,0.0018309999722987413,0.001888000057078898,0.0018070000223815441,0.0018309999722987413,72010,0.0,0.0
2024-08-19 00:00:00+00:00,0.0018309999722987413,0.0018899999558925629,0.0017610000213608146,0.0017770000267773867,75262,0.0,0.0
2024-08-20 00:00:00+00:00,0.0017709999810904264,0.0018050000071525574,0.001496999990195036,0.0016220000106841326,81934,0.0,0.0
2024-08-21 00:00:00+00:00,0.0016199999954551458,0.0017740000039339066,0.0015559999737888575,0.001744000008329749,76704,0.0,0.0
2024-08-22 00:00:00+00:00,0.0017450000159442425,0.0017509999452158809,0.0015660000499337912,0.0016710000345483422,75376,0.0,0.0
