TIMESTAMP,TX_OPEN_PRICE_USD,TX_HIGH_PRICE_USD,TX_LOW_PRICE_USD,TX_CLOSE_PRICE_USD,TX_VOLUME_USD,TX_DIVIDENDS_USD,TX_STOCK_SPLITS_USD
2017-11-09 00:00:00+00:00,2.093640089035034,2.1469099521636963,1.989169955253601,2.0296499729156494,463248,0.0,0.0
2017-11-10 00:00:00+00:00,2.03548002243042,2.096359968185425,1.6296299695968628,1.7608599662780762,330381,0.0,0.0
2017-11-11 00:00:00+00:00,1.7530499696731567,1.8481299877166748,1.5856499671936035,1.6272300481796265,189778,0.0,0.0
2017-11-12 00:00:00+00:00,1.6260099411010742,1.6626900434494019,1.257789969444275,1.4645999670028687,226434,0.0,0.0
2017-11-13 00:00:00+00:00,1.4660199880599976,1.7492200136184692,1.4658399820327759,1.6325700283050537,237550,0.0,0.0
2017-11-14 00:00:00+00:00,1.6324000358581543,1.6991499662399292,1.5794800519943237,1.6569199562072754,136741,0.0,0.0
2017-11-15 00:00:00+00:00,1.6603000164031982,1.8195300102233887,1.6255500316619873,1.7135100364685059,240224,0.0,0.0
2017-11-16 00:00:00+00:00,1.7210899591445923,1.8694900274276733,1.6808700561523438,1.7537599802017212,179986,0.0,0.0
2017-11-17 00:00:00+00:00,1.751389980316162,1.8336900472640991,1.5629899501800537,1.5842100381851196,155037,0.0,0.0
2017-11-18 00:00:00+00:00,1.589460015296936,1.8247100114822388,1.5664700269699097,1.8136199712753296,271618,0.0,0.0
2017-11-19 00:00:00+00:00,1.812690019607544,1.8748500347137451,1.6888400316238403,1.8101999759674072,173928,0.0,0.0
2017-11-20 00:00:00+00:00,1.8095099925994873,2.1386098861694336,1.8048299551010132,1.9176000356674194,442600,0.0,0.0
2017-11-21 00:00:00+00:00,1.8950300216674805,1.9418400526046753,1.7782700061798096,1.8617600202560425,213464,0.0,0.0
2017-11-22 00:00:00+00:00,1.8699100017547607,1.915079951286316,1.8308900594711304,1.8882299661636353,209935,0.0,0.0
