TIMESTAMP,ALONE_OPEN_PRICE_USD,ALONE_HIGH_PRICE_USD,ALONE_LOW_PRICE_USD,ALONE_CLOSE_PRICE_USD,ALONE_VOLUME_USD,ALONE_DIVIDENDS_USD,ALONE_STOCK_SPLITS_USD
2025-04-24 00:00:00+00:00,0.0010290000354871154,0.002119000069797039,0.0008900000248104334,0.001167000038549304,3579746,0.0,0.0
2025-04-25 00:00:00+00:00,0.0011660000309348106,0.001193000003695488,4.600000102072954e-05,4.8999998398358e-05,1266511,0.0,0.0
2025-04-26 00:00:00+00:00,4.8999998398358e-05,5.0999999075429514e-05,2.700000004551839e-05,2.9000000722589903e-05,23776,0.0,0.0
2025-04-27 00:00:00+00:00,2.9000000722589903e-05,3.400000059627928e-05,2.5999999706982635e-05,2.700000004551839e-05,5721,0.0,0.0
2025-04-28 00:00:00+00:00,2.700000004551839e-05,3.400000059627928e-05,2.5999999706982635e-05,2.8000000384054147e-05,11611,0.0,0.0
2025-04-29 00:00:00+00:00,2.8000000384054147e-05,2.9999999242136255e-05,2.499999936844688e-05,2.8000000384054147e-05,17573,0.0,0.0
2025-04-30 00:00:00+00:00,2.8000000384054147e-05,3.600000127335079e-05,2.700000004551839e-05,2.8000000384054147e-05,13717,0.0,0.0
2025-05-01 00:00:00+00:00,2.8000000384054147e-05,2.8000000384054147e-05,1.700000029813964e-05,1.9999999494757503e-05,0,0.0,0.0
2025-05-02 00:00:00+00:00,1.9999999494757503e-05,2.099999983329326e-05,1.8999999156221747e-05,1.8999999156221747e-05,0,0.0,0.0
2025-05-03 00:00:00+00:00,1.8999999156221747e-05,1.9999999494757503e-05,1.700000029813964e-05,1.8000000636675395e-05,959,0.0,0.0
2025-05-04 00:00:00+00:00,1.8000000636675395e-05,1.8000000636675395e-05,1.700000029813964e-05,1.700000029813964e-05,225,0.0,0.0
2025-05-05 00:00:00+00:00,1.700000029813964e-05,1.8000000636675395e-05,1.700000029813964e-05,1.8000000636675395e-05,0,0.0,0.0
2025-05-06 00:00:00+00:00,1.8000000636675395e-05,1.8000000636675395e-05,1.700000029813964e-05,1.700000029813964e-05,0,0.0,0.0
2025-05-07 00:00:00+00:00,1.700000029813964e-05,1.700000029813964e-05,1.700000029813964e-05,1.700000029813964e-05,0,0.0,0.0
2025-05-08 00:00:00+00:00,1.700000029813964e-05,1.8999999156221747e-05,1.700000029813964e-05,1.8999999156221747e-05,0,0.0,0.0
2025-05-09 00:00:00+00:00,1.8999999156221747e-05,1.9999999494757503e-05,1.8000000636675395e-05,1.8999999156221747e-05,0,0.0,0.0
2025-05-10 00:00:00+00:00,1.8999999156221747e-05,1.9999999494757503e-05,1.8999999156221747e-05,1.8999999156221747e-05,292,0.0,0.0
2025-05-11 00:00:00+00:00,1.8999999156221747e-05,1.9999999494757503e-05,1.8999999156221747e-05,1.8999999156221747e-05,0,0.0,0.0
2025-05-12 00:00:00+00:00,1.8999999156221747e-05,1.8999999156221747e-05,1.8000000636675395e-05,1.8000000636675395e-05,0,0.0,0.0
2025-05-13 00:00:00+00:00,1.8000000636675395e-05,1.8000000636675395e-05,1.700000029813964e-05,1.8000000636675395e-05,0,0.0,0.0
2025-05-14 00:00:00+00:00,1.8000000636675395e-05,1.8999999156221747e-05,1.8000000636675395e-05,1.8000000636675395e-05,0,0.0,0.0
2025-05-15 00:00:00+00:00,1.8000000636675395e-05,1.8000000636675395e-05,1.700000029813964e-05,1.700000029813964e-05,0,0.0,0.0
2025-05-16 00:00:00+00:00,1.700000029813964e-05,1.8000000636675395e-05,1.700000029813964e-05,1.700000029813964e-05,0,0.0,0.0
2025-05-17 00:00:00+00:00,1.700000029813964e-05,1.700000029813964e-05,1.700000029813964e-05,1.700000029813964e-05,0,0.0,0.0
2025-05-18 00:00:00+00:00,1.700000029813964e-05,1.8000000636675395e-05,1.700000029813964e-05,1.8000000636675395e-05,0,0.0,0.0
2025-05-19 00:00:00+00:00,1.8000000636675395e-05,1.8000000636675395e-05,1.700000029813964e-05,1.700000029813964e-05,0,0.0,0.0
2025-05-20 00:00:00+00:00,1.700000029813964e-05,1.700000029813964e-05,1.700000029813964e-05,1.700000029813964e-05,0,0.0,0.0
2025-05-21 00:00:00+00:00,1.700000029813964e-05,1.700000029813964e-05,1.700000029813964e-05,1.700000029813964e-05,0,0.0,0.0
