TIMESTAMP,PEEZY31719_OPEN_PRICE_USD,PEEZY31719_HIGH_PRICE_USD,PEEZY31719_LOW_PRICE_USD,PEEZY31719_CLOSE_PRICE_USD,PEEZY31719_VOLUME_USD,PEEZY31719_DIVIDENDS_USD,PEEZY31719_STOCK_SPLITS_USD
2024-06-10 00:00:00+00:00,,,,0.0,266801,0.0,0.0
2024-06-11 00:00:00+00:00,,,,0.0,166582,0.0,0.0
2024-06-12 00:00:00+00:00,,,,0.0,377322,0.0,0.0
2024-06-13 00:00:00+00:00,,,,0.0,899981,0.0,0.0
2024-06-14 00:00:00+00:00,,,,0.0,256596,0.0,0.0
2024-06-15 00:00:00+00:00,,,,0.0,132876,0.0,0.0
2024-06-16 00:00:00+00:00,,,,0.0,308668,0.0,0.0
2024-06-17 00:00:00+00:00,,,,0.0,565066,0.0,0.0
2024-06-18 00:00:00+00:00,,,,0.0,292564,0.0,0.0
2024-06-19 00:00:00+00:00,,,,0.0,290433,0.0,0.0
2024-06-20 00:00:00+00:00,,,,0.0,148373,0.0,0.0
2024-06-21 00:00:00+00:00,,,,0.0,131342,0.0,0.0
2024-06-22 00:00:00+00:00,,,,0.0,124186,0.0,0.0
2024-06-23 00:00:00+00:00,,,,0.0,88016,0.0,0.0
2024-06-24 00:00:00+00:00,,,,0.0,78873,0.0,0.0
2024-06-25 00:00:00+00:00,,,,0.0,190547,0.0,0.0
2024-06-26 00:00:00+00:00,,,,0.0,87112,0.0,0.0
2024-06-27 00:00:00+00:00,,,,0.0,80422,0.0,0.0
2024-06-28 00:00:00+00:00,,,,0.0,71401,0.0,0.0
2024-06-29 00:00:00+00:00,,,,0.0,51338,0.0,0.0
2024-06-30 00:00:00+00:00,,,,0.0,189438,0.0,0.0
2024-07-01 00:00:00+00:00,,,,0.0,132729,0.0,0.0
2024-07-02 00:00:00+00:00,,,,0.0,113214,0.0,0.0
2024-07-03 00:00:00+00:00,,,,0.0,50512,0.0,0.0
2024-07-04 00:00:00+00:00,,,,0.0,69540,0.0,0.0
2024-07-05 00:00:00+00:00,,,,0.0,61833,0.0,0.0
2024-07-06 00:00:00+00:00,,,,0.0,27743,0.0,0.0
