TIMESTAMP,WEB4_OPEN_PRICE_USD,WEB4_HIGH_PRICE_USD,WEB4_LOW_PRICE_USD,WEB4_CLOSE_PRICE_USD,WEB4_VOLUME_USD,WEB4_DIVIDENDS_USD,WEB4_STOCK_SPLITS_USD
2023-03-07 00:00:00+00:00,,,,0.0,203743,0.0,0.0
2023-03-08 00:00:00+00:00,,,,0.0,432333,0.0,0.0
2023-03-09 00:00:00+00:00,,,,0.0,341160,0.0,0.0
2023-03-10 00:00:00+00:00,,,,0.0,138521,0.0,0.0
2023-03-11 00:00:00+00:00,,,,0.0,127472,0.0,0.0
2023-03-12 00:00:00+00:00,,,,0.0,63201,0.0,0.0
2023-03-13 00:00:00+00:00,,,,0.0,86901,0.0,0.0
2023-03-14 00:00:00+00:00,,,,0.0,62265,0.0,0.0
2023-03-15 00:00:00+00:00,,,,0.0,46601,0.0,0.0
2023-03-16 00:00:00+00:00,,,,0.0,39791,0.0,0.0
2023-03-17 00:00:00+00:00,,,,0.0,27386,0.0,0.0
2023-03-18 00:00:00+00:00,,,,0.0,14331,0.0,0.0
2023-03-19 00:00:00+00:00,,,,0.0,71920,0.0,0.0
2023-03-20 00:00:00+00:00,,,,0.0,39989,0.0,0.0
2023-03-21 00:00:00+00:00,,,,0.0,19536,0.0,0.0
2023-03-22 00:00:00+00:00,,,,0.0,12543,0.0,0.0
2023-03-23 00:00:00+00:00,,,,0.0,21196,0.0,0.0
2023-03-24 00:00:00+00:00,,,,0.0,14555,0.0,0.0
2023-03-25 00:00:00+00:00,,,,0.0,8671,0.0,0.0
2023-03-26 00:00:00+00:00,,,,0.0,6153,0.0,0.0
2023-03-27 00:00:00+00:00,,,,0.0,34174,0.0,0.0
2023-03-28 00:00:00+00:00,,,,0.0,12648,0.0,0.0
2023-03-29 00:00:00+00:00,,,,0.0,7023,0.0,0.0
2023-03-30 00:00:00+00:00,,,,0.0,39922,0.0,0.0
2023-03-31 00:00:00+00:00,,,,0.0,12407,0.0,0.0
2023-04-01 00:00:00+00:00,,,,0.0,7354,0.0,0.0
2023-04-02 00:00:00+00:00,,,,0.0,18303,0.0,0.0
2023-04-03 00:00:00+00:00,,,,0.0,8750,0.0,0.0
2023-04-04 00:00:00+00:00,,,,0.0,6056,0.0,0.0
2023-04-05 00:00:00+00:00,,,,0.0,12336,0.0,0.0
2023-04-06 00:00:00+00:00,,,,0.0,12000,0.0,0.0
2023-04-07 00:00:00+00:00,,,,0.0,6240,0.0,0.0
2023-04-08 00:00:00+00:00,,,,0.0,14128,0.0,0.0
2023-04-09 00:00:00+00:00,,,,0.0,17790,0.0,0.0
2023-04-10 00:00:00+00:00,,,,0.0,20007,0.0,0.0
2023-04-11 00:00:00+00:00,,,,0.0,9093,0.0,0.0
2023-04-12 00:00:00+00:00,,,,0.0,17372,0.0,0.0
2023-04-13 00:00:00+00:00,,,,0.0,15853,0.0,0.0
2023-04-14 00:00:00+00:00,,,,0.0,8341,0.0,0.0
2023-04-15 00:00:00+00:00,,,,0.0,9169,0.0,0.0
2023-04-16 00:00:00+00:00,,,,0.0,4296,0.0,0.0
2023-04-17 00:00:00+00:00,,,,0.0,3852,0.0,0.0
2023-04-18 00:00:00+00:00,,,,0.0,12651,0.0,0.0
2023-04-19 00:00:00+00:00,,,,0.0,45640,0.0,0.0
2023-04-20 00:00:00+00:00,,,,0.0,112023,0.0,0.0
2023-04-21 00:00:00+00:00,,,,0.0,40047,0.0,0.0
2023-04-22 00:00:00+00:00,,,,0.0,14211,0.0,0.0
2023-04-23 00:00:00+00:00,,,,0.0,9258,0.0,0.0
2023-04-24 00:00:00+00:00,,,,0.0,10238,0.0,0.0
2023-04-25 00:00:00+00:00,,,,0.0,11269,0.0,0.0
2023-04-26 00:00:00+00:00,,,,0.0,12996,0.0,0.0
2023-04-27 00:00:00+00:00,,,,0.0,9024,0.0,0.0
2023-04-28 00:00:00+00:00,,,,0.0,9543,0.0,0.0
2023-04-29 00:00:00+00:00,,,,0.0,6782,0.0,0.0
2023-04-30 00:00:00+00:00,,,,0.0,7660,0.0,0.0
2023-05-01 00:00:00+00:00,,,,0.0,10088,0.0,0.0
2023-05-02 00:00:00+00:00,,,,0.0,4522,0.0,0.0
2023-05-03 00:00:00+00:00,,,,0.0,2685,0.0,0.0
2023-05-04 00:00:00+00:00,,,,0.0,20145,0.0,0.0
2023-05-05 00:00:00+00:00,,,,0.0,6022,0.0,0.0
2023-05-06 00:00:00+00:00,,,,0.0,27479,0.0,0.0
2023-05-07 00:00:00+00:00,,,,0.0,3792,0.0,0.0
2023-05-08 00:00:00+00:00,,,,0.0,11546,0.0,0.0
2023-05-09 00:00:00+00:00,,,,0.0,3504,0.0,0.0
2023-05-10 00:00:00+00:00,,,,0.0,7866,0.0,0.0
2023-05-11 00:00:00+00:00,,,,0.0,3953,0.0,0.0
2023-05-12 00:00:00+00:00,,,,0.0,6778,0.0,0.0
