TIMESTAMP,AINBNB_OPEN_PRICE_USD,AINBNB_HIGH_PRICE_USD,AINBNB_LOW_PRICE_USD,AINBNB_CLOSE_PRICE_USD,AINBNB_VOLUME_USD,AINBNB_DIVIDENDS_USD,AINBNB_STOCK_SPLITS_USD
2025-05-08 00:00:00+00:00,0.00241499999538064,0.0024220000486820936,0.001601999974809587,0.0018350000027567148,638600,0.0,0.0
2025-05-09 00:00:00+00:00,0.0018350000027567148,0.001943000010214746,0.00036800000816583633,0.0007190000033006072,224065,0.0,0.0
2025-05-10 00:00:00+00:00,0.0007190000033006072,0.0007280000136233866,0.0004720000142697245,0.0004870000120718032,28236,0.0,0.0
2025-05-11 00:00:00+00:00,0.0004870000120718032,0.0004959999932907522,0.0004349999944679439,0.00044299999717622995,2981,0.0,0.0
2025-05-12 00:00:00+00:00,0.00044299999717622995,0.00044999999227002263,0.0003009999927598983,0.00036800000816583633,0,0.0,0.0
2025-05-13 00:00:00+00:00,0.00036800000816583633,0.0005119999987073243,0.00033999999868683517,0.000446999998530373,14456,0.0,0.0
2025-05-14 00:00:00+00:00,0.000446999998530373,0.0010019999463111162,0.0004440000047907233,0.0009330000029876828,94810,0.0,0.0
2025-05-15 00:00:00+00:00,0.0009330000029876828,0.0009360000258311629,0.00039000000106170774,0.00039000000106170774,0,0.0,0.0
2025-05-16 00:00:00+00:00,0.00039000000106170774,0.00039000000106170774,4.999999873689376e-06,7.000000096013537e-06,36587,0.0,0.0
2025-05-17 00:00:00+00:00,7.000000096013537e-06,1.2999999853491317e-05,7.000000096013537e-06,9.999999747378752e-06,0,0.0,0.0
2025-05-18 00:00:00+00:00,9.999999747378752e-06,9.999999747378752e-06,7.000000096013537e-06,7.000000096013537e-06,2361,0.0,0.0
2025-05-19 00:00:00+00:00,7.000000096013537e-06,7.999999979801942e-06,6.000000212225132e-06,6.000000212225132e-06,0,0.0,0.0
2025-05-20 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,6.000000212225132e-06,6.000000212225132e-06,0,0.0,0.0
2025-05-21 00:00:00+00:00,6.000000212225132e-06,7.000000096013537e-06,6.000000212225132e-06,7.000000096013537e-06,0,0.0,0.0
2025-05-22 00:00:00+00:00,7.000000096013537e-06,7.000000096013537e-06,7.000000096013537e-06,7.000000096013537e-06,0,0.0,0.0
2025-05-23 00:00:00+00:00,7.000000096013537e-06,7.000000096013537e-06,6.000000212225132e-06,6.000000212225132e-06,58,0.0,0.0
2025-05-24 00:00:00+00:00,6.000000212225132e-06,7.999999979801942e-06,6.000000212225132e-06,7.000000096013537e-06,348,0.0,0.0
2025-05-25 00:00:00+00:00,7.000000096013537e-06,7.999999979801942e-06,7.000000096013537e-06,7.000000096013537e-06,0,0.0,0.0
2025-05-26 00:00:00+00:00,7.000000096013537e-06,9.000000318337698e-06,7.000000096013537e-06,9.000000318337698e-06,579,0.0,0.0
2025-05-27 00:00:00+00:00,9.000000318337698e-06,9.000000318337698e-06,7.999999979801942e-06,7.999999979801942e-06,0,0.0,0.0
2025-05-28 00:00:00+00:00,7.999999979801942e-06,7.999999979801942e-06,7.999999979801942e-06,7.999999979801942e-06,0,0.0,0.0
2025-05-29 00:00:00+00:00,7.999999979801942e-06,7.999999979801942e-06,7.000000096013537e-06,7.000000096013537e-06,0,0.0,0.0
2025-05-30 00:00:00+00:00,7.000000096013537e-06,9.999999747378752e-06,7.000000096013537e-06,7.000000096013537e-06,0,0.0,0.0
2025-05-31 00:00:00+00:00,7.000000096013537e-06,7.000000096013537e-06,7.000000096013537e-06,7.000000096013537e-06,0,0.0,0.0
2025-06-01 00:00:00+00:00,6.819567261118209e-06,6.8233662204875145e-06,6.762144039385021e-06,6.8233662204875145e-06,27,0.0,0.0
