,XMR
RLC,3.3771485237561336e-10
STEEM,0.0013293523072911825
SYS,0.0267039048850242
XRP,0.04988975954719324
QTUM,0.05756702535484105
MIOTA,0.08492678080367863
BTC,0.0878077657272629
DGB,0.11643235776595384
ETC,0.16060472145226967
GNO,0.17726770466478134
SC,0.27142131443291756
ZEN,0.2722209918835356
DOGE,0.2757796087819305
ANT,0.32442176620427576
LUNC,0.32693497477917854
XEM,0.35478590302279167
WAVES,0.3552553345942736
ZEC,0.4035731921571602
LSK,0.41775327419693975
DASH,0.42010776787191745
GAS,0.42640003009726546
KMD,0.4578698271919305
PIVX,0.46489024913174465
BTS,0.5162837235688765
FIRO,0.52919647068351
DCR,0.5777363614351245
ETH,0.6000020229263403
ARK,0.6963307267551124
XLM,0.7212987149810937
LTC,0.8021798723968346
BAT,0.8400928050152249
