TIMESTAMP,ICELAND_OPEN_PRICE_USD,ICELAND_HIGH_PRICE_USD,ICELAND_LOW_PRICE_USD,ICELAND_CLOSE_PRICE_USD,ICELAND_VOLUME_USD,ICELAND_DIVIDENDS_USD,ICELAND_STOCK_SPLITS_USD
2024-07-17 00:00:00+00:00,,,,0.0,128789,0.0,0.0
2024-07-18 00:00:00+00:00,,,,0.0,183191,0.0,0.0
2024-07-19 00:00:00+00:00,,,,0.0,91371,0.0,0.0
2024-07-20 00:00:00+00:00,,,,0.0,92057,0.0,0.0
2024-07-21 00:00:00+00:00,,,,0.0,153263,0.0,0.0
2024-07-22 00:00:00+00:00,,,,0.0,92140,0.0,0.0
2024-07-23 00:00:00+00:00,,,,0.0,113357,0.0,0.0
2024-07-24 00:00:00+00:00,,,,0.0,131325,0.0,0.0
2024-07-25 00:00:00+00:00,,,,0.0,100212,0.0,0.0
2024-07-26 00:00:00+00:00,,,,0.0,103300,0.0,0.0
2024-07-27 00:00:00+00:00,,,,0.0,100234,0.0,0.0
2024-07-28 00:00:00+00:00,,,,0.0,101038,0.0,0.0
2024-07-29 00:00:00+00:00,,,,0.0,108191,0.0,0.0
2024-07-30 00:00:00+00:00,,,,0.0,111843,0.0,0.0
2024-07-31 00:00:00+00:00,,,,0.0,82599,0.0,0.0
2024-08-01 00:00:00+00:00,,,,0.0,93770,0.0,0.0
2024-08-02 00:00:00+00:00,,,,0.0,95979,0.0,0.0
2024-08-03 00:00:00+00:00,,,,0.0,91469,0.0,0.0
2024-08-04 00:00:00+00:00,,,,0.0,104068,0.0,0.0
2024-08-05 00:00:00+00:00,,,,0.0,107943,0.0,0.0
2024-08-06 00:00:00+00:00,,,,0.0,107586,0.0,0.0
2024-08-07 00:00:00+00:00,,,,0.0,102054,0.0,0.0
2024-08-08 00:00:00+00:00,,,,0.0,102882,0.0,0.0
2024-08-09 00:00:00+00:00,,,,0.0,96118,0.0,0.0
2024-08-10 00:00:00+00:00,,,,0.0,92236,0.0,0.0
2024-08-11 00:00:00+00:00,,,,0.0,110593,0.0,0.0
2024-08-12 00:00:00+00:00,,,,0.0,71419,0.0,0.0
2024-08-13 00:00:00+00:00,,,,0.0,113428,0.0,0.0
2024-08-14 00:00:00+00:00,,,,0.0,83392,0.0,0.0
2024-08-15 00:00:00+00:00,,,,0.0,103498,0.0,0.0
2024-08-16 00:00:00+00:00,,,,0.0,103303,0.0,0.0
2024-08-17 00:00:00+00:00,,,,0.0,86952,0.0,0.0
2024-08-18 00:00:00+00:00,,,,0.0,81478,0.0,0.0
2024-08-19 00:00:00+00:00,,,,0.0,91052,0.0,0.0
2024-08-20 00:00:00+00:00,,,,0.0,93710,0.0,0.0
2024-08-21 00:00:00+00:00,,,,0.0,78857,0.0,0.0
2024-08-22 00:00:00+00:00,,,,0.0,51354,0.0,0.0
2024-08-23 00:00:00+00:00,,,,0.0,84550,0.0,0.0
2024-08-24 00:00:00+00:00,,,,0.0,82854,0.0,0.0
2024-08-25 00:00:00+00:00,,,,0.0,86522,0.0,0.0
2024-08-26 00:00:00+00:00,,,,0.0,112373,0.0,0.0
2024-08-27 00:00:00+00:00,,,,0.0,72484,0.0,0.0
2024-08-28 00:00:00+00:00,,,,0.0,82478,0.0,0.0
2024-08-29 00:00:00+00:00,,,,0.0,83011,0.0,0.0
2024-08-30 00:00:00+00:00,,,,0.0,90532,0.0,0.0
2024-08-31 00:00:00+00:00,,,,0.0,82092,0.0,0.0
2024-09-01 00:00:00+00:00,,,,0.0,77680,0.0,0.0
2024-09-02 00:00:00+00:00,,,,0.0,90749,0.0,0.0
2024-09-03 00:00:00+00:00,,,,0.0,85544,0.0,0.0
2024-09-04 00:00:00+00:00,,,,0.0,79397,0.0,0.0
2024-09-05 00:00:00+00:00,,,,0.0,95717,0.0,0.0
2024-09-06 00:00:00+00:00,,,,0.0,83184,0.0,0.0
2024-09-07 00:00:00+00:00,,,,0.0,78528,0.0,0.0
2024-09-08 00:00:00+00:00,,,,0.0,86357,0.0,0.0
2024-09-09 00:00:00+00:00,,,,0.0,82314,0.0,0.0
2024-09-10 00:00:00+00:00,,,,0.0,88571,0.0,0.0
2024-09-11 00:00:00+00:00,,,,0.0,81354,0.0,0.0
2024-09-12 00:00:00+00:00,,,,0.0,111247,0.0,0.0
2024-09-13 00:00:00+00:00,,,,0.0,92868,0.0,0.0
2024-09-14 00:00:00+00:00,,,,0.0,130467,0.0,0.0
2024-09-15 00:00:00+00:00,,,,0.0,106353,0.0,0.0
2024-09-16 00:00:00+00:00,,,,0.0,113535,0.0,0.0
2024-09-17 00:00:00+00:00,,,,0.0,99810,0.0,0.0
2024-09-18 00:00:00+00:00,,,,0.0,98199,0.0,0.0
2024-09-19 00:00:00+00:00,,,,0.0,96417,0.0,0.0
2024-09-20 00:00:00+00:00,,,,0.0,96108,0.0,0.0
2024-09-21 00:00:00+00:00,,,,0.0,70370,0.0,0.0
2024-09-22 00:00:00+00:00,,,,0.0,92657,0.0,0.0
2024-09-23 00:00:00+00:00,,,,0.0,103963,0.0,0.0
2024-09-24 00:00:00+00:00,,,,0.0,86987,0.0,0.0
2024-09-25 00:00:00+00:00,,,,0.0,86290,0.0,0.0
2024-09-26 00:00:00+00:00,,,,0.0,129334,0.0,0.0
2024-09-27 00:00:00+00:00,,,,0.0,80604,0.0,0.0
2024-09-28 00:00:00+00:00,,,,0.0,90888,0.0,0.0
2024-09-29 00:00:00+00:00,,,,0.0,84851,0.0,0.0
2024-09-30 00:00:00+00:00,,,,0.0,143432,0.0,0.0
2024-10-01 00:00:00+00:00,,,,0.0,139316,0.0,0.0
2024-10-02 00:00:00+00:00,,,,0.0,91098,0.0,0.0
2024-10-03 00:00:00+00:00,,,,0.0,102192,0.0,0.0
2024-10-04 00:00:00+00:00,,,,0.0,98789,0.0,0.0
2024-10-05 00:00:00+00:00,,,,0.0,86931,0.0,0.0
2024-10-06 00:00:00+00:00,,,,0.0,84139,0.0,0.0
2024-10-07 00:00:00+00:00,,,,0.0,104961,0.0,0.0
2024-10-08 00:00:00+00:00,,,,0.0,71933,0.0,0.0
2024-10-09 00:00:00+00:00,,,,0.0,76248,0.0,0.0
2024-10-10 00:00:00+00:00,,,,0.0,79296,0.0,0.0
2024-10-11 00:00:00+00:00,,,,0.0,103477,0.0,0.0
2024-10-12 00:00:00+00:00,,,,0.0,106916,0.0,0.0
2024-10-13 00:00:00+00:00,,,,0.0,97942,0.0,0.0
2024-10-14 00:00:00+00:00,,,,0.0,85293,0.0,0.0
2024-10-15 00:00:00+00:00,,,,0.0,71956,0.0,0.0
2024-10-16 00:00:00+00:00,,,,0.0,159258,0.0,0.0
2024-10-17 00:00:00+00:00,,,,0.0,94871,0.0,0.0
2024-10-18 00:00:00+00:00,,,,0.0,74432,0.0,0.0
2024-10-19 00:00:00+00:00,,,,0.0,176369,0.0,0.0
2024-10-20 00:00:00+00:00,,,,0.0,85570,0.0,0.0
2024-10-21 00:00:00+00:00,,,,0.0,106239,0.0,0.0
2024-10-22 00:00:00+00:00,,,,0.0,32931,0.0,0.0
2024-10-23 00:00:00+00:00,,,,0.0,20029,0.0,0.0
2024-10-24 00:00:00+00:00,,,,0.0,6144,0.0,0.0
2024-10-25 00:00:00+00:00,,,,0.0,6911,0.0,0.0
2024-10-26 00:00:00+00:00,,,,0.0,2897,0.0,0.0
2024-10-27 00:00:00+00:00,,,,0.0,5372,0.0,0.0
2024-10-28 00:00:00+00:00,,,,0.0,3776,0.0,0.0
2024-10-29 00:00:00+00:00,,,,0.0,6111,0.0,0.0
2024-10-30 00:00:00+00:00,,,,0.0,9832,0.0,0.0
2024-10-31 00:00:00+00:00,,,,0.0,6890,0.0,0.0
2024-11-01 00:00:00+00:00,,,,0.0,12083,0.0,0.0
2024-11-02 00:00:00+00:00,,,,0.0,519,0.0,0.0
2024-11-03 00:00:00+00:00,,,,0.0,10599,0.0,0.0
2024-11-04 00:00:00+00:00,,,,0.0,542,0.0,0.0
2024-11-05 00:00:00+00:00,,,,0.0,2183,0.0,0.0
2024-11-06 00:00:00+00:00,,,,0.0,4227,0.0,0.0
2024-11-07 00:00:00+00:00,,,,0.0,4496,0.0,0.0
2024-11-08 00:00:00+00:00,,,,0.0,3095,0.0,0.0
2024-11-09 00:00:00+00:00,,,,0.0,7075,0.0,0.0
2024-11-10 00:00:00+00:00,,,,0.0,6468,0.0,0.0
2024-11-11 00:00:00+00:00,,,,0.0,6798,0.0,0.0
2024-11-12 00:00:00+00:00,,,,0.0,17141,0.0,0.0
2024-11-13 00:00:00+00:00,,,,0.0,12476,0.0,0.0
2024-11-14 00:00:00+00:00,,,,0.0,33526,0.0,0.0
2024-11-15 00:00:00+00:00,,,,0.0,25928,0.0,0.0
2024-11-16 00:00:00+00:00,,,,0.0,7055,0.0,0.0
2024-11-17 00:00:00+00:00,,,,0.0,9209,0.0,0.0
2024-11-18 00:00:00+00:00,,,,0.0,3997,0.0,0.0
2024-11-19 00:00:00+00:00,,,,0.0,14143,0.0,0.0
2024-11-20 00:00:00+00:00,,,,0.0,2194,0.0,0.0
2024-11-21 00:00:00+00:00,,,,0.0,1798,0.0,0.0
2024-11-22 00:00:00+00:00,,,,0.0,2814,0.0,0.0
2024-11-23 00:00:00+00:00,,,,0.0,3124,0.0,0.0
2024-11-24 00:00:00+00:00,,,,0.0,11333,0.0,0.0
2024-11-25 00:00:00+00:00,,,,0.0,1228,0.0,0.0
2024-11-26 00:00:00+00:00,,,,0.0,1244,0.0,0.0
2024-11-27 00:00:00+00:00,,,,0.0,6215,0.0,0.0
2024-11-28 00:00:00+00:00,,,,0.0,9109,0.0,0.0
2024-11-29 00:00:00+00:00,,,,0.0,8135,0.0,0.0
2024-11-30 00:00:00+00:00,,,,0.0,400,0.0,0.0
2024-12-01 00:00:00+00:00,,,,0.0,1709,0.0,0.0
2024-12-02 00:00:00+00:00,,,,0.0,5756,0.0,0.0
2024-12-03 00:00:00+00:00,,,,0.0,1547,0.0,0.0
2024-12-04 00:00:00+00:00,,,,0.0,7680,0.0,0.0
2024-12-05 00:00:00+00:00,,,,0.0,2116,0.0,0.0
2024-12-06 00:00:00+00:00,,,,0.0,1505,0.0,0.0
2024-12-07 00:00:00+00:00,,,,0.0,1732,0.0,0.0
2024-12-08 00:00:00+00:00,,,,0.0,12182,0.0,0.0
2024-12-09 00:00:00+00:00,,,,0.0,9931,0.0,0.0
2024-12-10 00:00:00+00:00,,,,0.0,13739,0.0,0.0
2024-12-11 00:00:00+00:00,,,,0.0,60981,0.0,0.0
2024-12-12 00:00:00+00:00,,,,0.0,79517,0.0,0.0
2024-12-13 00:00:00+00:00,,,,0.0,10104,0.0,0.0
2024-12-14 00:00:00+00:00,,,,0.0,29315,0.0,0.0
2024-12-15 00:00:00+00:00,,,,0.0,140134,0.0,0.0
2024-12-16 00:00:00+00:00,,,,0.0,94040,0.0,0.0
2024-12-17 00:00:00+00:00,,,,0.0,39293,0.0,0.0
2024-12-18 00:00:00+00:00,,,,0.0,24904,0.0,0.0
2024-12-19 00:00:00+00:00,,,,0.0,19992,0.0,0.0
2024-12-20 00:00:00+00:00,,,,0.0,11949,0.0,0.0
2024-12-21 00:00:00+00:00,,,,0.0,16888,0.0,0.0
2024-12-22 00:00:00+00:00,,,,0.0,9988,0.0,0.0
2024-12-23 00:00:00+00:00,,,,0.0,6919,0.0,0.0
2024-12-24 00:00:00+00:00,,,,0.0,42775,0.0,0.0
2024-12-25 00:00:00+00:00,,,,0.0,25837,0.0,0.0
2024-12-26 00:00:00+00:00,,,,0.0,5202,0.0,0.0
2024-12-27 00:00:00+00:00,,,,0.0,10729,0.0,0.0
2024-12-28 00:00:00+00:00,,,,0.0,758,0.0,0.0
2024-12-29 00:00:00+00:00,,,,0.0,10045,0.0,0.0
2024-12-30 00:00:00+00:00,,,,0.0,14041,0.0,0.0
2024-12-31 00:00:00+00:00,,,,0.0,8315,0.0,0.0
2025-01-01 00:00:00+00:00,,,,0.0,6852,0.0,0.0
2025-01-02 00:00:00+00:00,,,,0.0,6708,0.0,0.0
2025-01-03 00:00:00+00:00,,,,0.0,13097,0.0,0.0
2025-01-04 00:00:00+00:00,,,,0.0,1453,0.0,0.0
2025-01-05 00:00:00+00:00,,,,0.0,2568,0.0,0.0
2025-01-06 00:00:00+00:00,,,,0.0,939,0.0,0.0
2025-01-07 00:00:00+00:00,,,,0.0,3537,0.0,0.0
2025-01-08 00:00:00+00:00,,,,0.0,8928,0.0,0.0
2025-01-09 00:00:00+00:00,,,,0.0,5030,0.0,0.0
2025-01-10 00:00:00+00:00,,,,0.0,2970,0.0,0.0
2025-01-11 00:00:00+00:00,,,,0.0,2906,0.0,0.0
2025-01-12 00:00:00+00:00,,,,0.0,6104,0.0,0.0
2025-01-13 00:00:00+00:00,,,,0.0,5836,0.0,0.0
2025-01-14 00:00:00+00:00,,,,0.0,2645,0.0,0.0
2025-01-15 00:00:00+00:00,,,,0.0,27229,0.0,0.0
2025-01-16 00:00:00+00:00,,,,0.0,24617,0.0,0.0
2025-01-17 00:00:00+00:00,,,,0.0,8028,0.0,0.0
2025-01-18 00:00:00+00:00,,,,0.0,14183,0.0,0.0
2025-01-19 00:00:00+00:00,,,,0.0,4804,0.0,0.0
2025-01-20 00:00:00+00:00,,,,0.0,7996,0.0,0.0
2025-01-21 00:00:00+00:00,,,,0.0,3140,0.0,0.0
2025-01-22 00:00:00+00:00,,,,0.0,12846,0.0,0.0
2025-01-23 00:00:00+00:00,,,,0.0,4794,0.0,0.0
2025-01-24 00:00:00+00:00,,,,0.0,781,0.0,0.0
2025-01-25 00:00:00+00:00,,,,0.0,725,0.0,0.0
2025-01-26 00:00:00+00:00,,,,0.0,1680,0.0,0.0
2025-01-27 00:00:00+00:00,,,,0.0,3068,0.0,0.0
2025-01-28 00:00:00+00:00,,,,0.0,1402,0.0,0.0
2025-01-29 00:00:00+00:00,,,,0.0,2123,0.0,0.0
2025-01-30 00:00:00+00:00,,,,0.0,4287,0.0,0.0
2025-01-31 00:00:00+00:00,,,,0.0,3528,0.0,0.0
2025-02-01 00:00:00+00:00,,,,0.0,2055,0.0,0.0
2025-02-02 00:00:00+00:00,,,,0.0,1551,0.0,0.0
2025-02-03 00:00:00+00:00,,,,0.0,320,0.0,0.0
2025-02-04 00:00:00+00:00,,,,0.0,652,0.0,0.0
2025-02-05 00:00:00+00:00,,,,0.0,1,0.0,0.0
2025-02-06 00:00:00+00:00,,,,0.0,5370,0.0,0.0
2025-02-07 00:00:00+00:00,,,,0.0,1359,0.0,0.0
2025-02-08 00:00:00+00:00,,,,0.0,456,0.0,0.0
2025-02-09 00:00:00+00:00,,,,0.0,207,0.0,0.0
2025-02-11 00:00:00+00:00,,,,0.0,507,0.0,0.0
2025-02-12 00:00:00+00:00,,,,0.0,8156,0.0,0.0
2025-02-13 00:00:00+00:00,,,,0.0,7983,0.0,0.0
2025-02-14 00:00:00+00:00,,,,0.0,4753,0.0,0.0
2025-02-15 00:00:00+00:00,,,,0.0,4018,0.0,0.0
2025-02-16 00:00:00+00:00,,,,0.0,2208,0.0,0.0
2025-02-17 00:00:00+00:00,,,,0.0,7189,0.0,0.0
2025-02-18 00:00:00+00:00,,,,0.0,12382,0.0,0.0
2025-02-19 00:00:00+00:00,,,,0.0,91,0.0,0.0
2025-02-20 00:00:00+00:00,,,,0.0,1633,0.0,0.0
2025-02-22 00:00:00+00:00,,,,0.0,135,0.0,0.0
2025-02-23 00:00:00+00:00,,,,0.0,3416,0.0,0.0
2025-02-24 00:00:00+00:00,,,,0.0,4566,0.0,0.0
2025-02-25 00:00:00+00:00,,,,0.0,2883,0.0,0.0
2025-02-26 00:00:00+00:00,,,,0.0,10317,0.0,0.0
2025-02-27 00:00:00+00:00,,,,0.0,284,0.0,0.0
2025-02-28 00:00:00+00:00,,,,0.0,7429,0.0,0.0
2025-03-01 00:00:00+00:00,,,,0.0,966,0.0,0.0
2025-03-02 00:00:00+00:00,,,,0.0,8616,0.0,0.0
2025-03-03 00:00:00+00:00,,,,0.0,4479,0.0,0.0
2025-03-04 00:00:00+00:00,,,,0.0,321,0.0,0.0
2025-03-07 00:00:00+00:00,,,,0.0,4558,0.0,0.0
2025-03-09 00:00:00+00:00,,,,0.0,17777,0.0,0.0
2025-03-13 00:00:00+00:00,,,,0.0,2076,0.0,0.0
2025-03-26 00:00:00+00:00,,,,0.0,8370,0.0,0.0
2025-04-03 00:00:00+00:00,,,,0.0,23,0.0,0.0
2025-04-07 00:00:00+00:00,,,,0.0,528,0.0,0.0
2025-04-14 00:00:00+00:00,,,,0.0,429,0.0,0.0
2025-04-20 00:00:00+00:00,,,,0.0,548,0.0,0.0
2025-04-22 00:00:00+00:00,,,,0.0,145,0.0,0.0
2025-04-30 00:00:00+00:00,,,,0.0,957,0.0,0.0
2025-05-10 00:00:00+00:00,,,,0.0,9569,0.0,0.0
2025-05-18 00:00:00+00:00,,,,0.0,536,0.0,0.0
2025-05-28 00:00:00+00:00,,,,0.0,759,0.0,0.0
2025-06-01 00:00:00+00:00,5.837869077041091e-10,5.837869077041091e-10,5.515747858453324e-10,5.515747858453324e-10,594,0.0,0.0
