TIMESTAMP,MRST_OPEN_PRICE_USD,MRST_HIGH_PRICE_USD,MRST_LOW_PRICE_USD,MRST_CLOSE_PRICE_USD,MRST_VOLUME_USD,MRST_DIVIDENDS_USD,MRST_STOCK_SPLITS_USD
2022-11-14 00:00:00+00:00,0.05029299855232239,0.05622699856758118,0.050154998898506165,0.054294001311063766,160528,0.0,0.0
2022-11-15 00:00:00+00:00,0.054315000772476196,0.05518300086259842,0.051895998418331146,0.05389099940657616,120264,0.0,0.0
2022-11-16 00:00:00+00:00,0.05387600138783455,0.055771999061107635,0.05302799865603447,0.05437399819493294,99829,0.0,0.0
2022-11-17 00:00:00+00:00,0.05436500161886215,0.055778998881578445,0.05408800020813942,0.05461300164461136,76921,0.0,0.0
2022-11-18 00:00:00+00:00,0.05465799942612648,0.057367000728845596,0.05457799881696701,0.05600300058722496,76852,0.0,0.0
2022-11-19 00:00:00+00:00,0.05600300058722496,0.05883900076150894,0.05591199919581413,0.058788001537323,77994,0.0,0.0
2022-11-20 00:00:00+00:00,0.05877799913287163,0.05946499854326248,0.05664899945259094,0.05818700045347214,97635,0.0,0.0
2022-11-21 00:00:00+00:00,0.05819199979305267,0.07093899697065353,0.0572660006582737,0.06239699944853783,154989,0.0,0.0
2022-11-22 00:00:00+00:00,0.062463998794555664,0.06282000243663788,0.05362299829721451,0.05544300004839897,139435,0.0,0.0
2022-11-23 00:00:00+00:00,0.05545999854803085,0.05766399949789047,0.054044000804424286,0.05567700043320656,74613,0.0,0.0
2022-11-24 00:00:00+00:00,0.05568699911236763,0.05730000138282776,0.05452600121498108,0.05659500136971474,73554,0.0,0.0
2022-11-25 00:00:00+00:00,0.056602999567985535,0.05864100158214569,0.056421998888254166,0.05777899920940399,98943,0.0,0.0
2022-11-26 00:00:00+00:00,0.057785000652074814,0.05879199877381325,0.05704699829220772,0.057996999472379684,50863,0.0,0.0
2022-11-27 00:00:00+00:00,0.05802199989557266,0.05950000137090683,0.05769199877977371,0.057982999831438065,57800,0.0,0.0
2022-11-28 00:00:00+00:00,0.05804299935698509,0.06236099824309349,0.057627998292446136,0.0588809996843338,127105,0.0,0.0
2022-11-29 00:00:00+00:00,0.058917999267578125,0.060989998281002045,0.058079998940229416,0.05976499989628792,88391,0.0,0.0
2022-11-30 00:00:00+00:00,0.05969399958848953,0.05993799865245819,0.05859300121665001,0.058889999985694885,51597,0.0,0.0
2022-12-01 00:00:00+00:00,0.05893100053071976,0.059317998588085175,0.05485900118947029,0.05490599945187569,80358,0.0,0.0
2022-12-02 00:00:00+00:00,0.05488099902868271,0.057009000331163406,0.05488099902868271,0.0568929985165596,48764,0.0,0.0
2022-12-03 00:00:00+00:00,0.05686800181865692,0.05717099830508232,0.055771999061107635,0.05663599818944931,45279,0.0,0.0
2022-12-04 00:00:00+00:00,0.05662599951028824,0.056651998311281204,0.05116900056600571,0.053578998893499374,101137,0.0,0.0
2022-12-05 00:00:00+00:00,0.05362199991941452,0.05386599898338318,0.05190499871969223,0.052202001214027405,54798,0.0,0.0
2022-12-06 00:00:00+00:00,0.05221199989318848,0.052668001502752304,0.05021600052714348,0.050944000482559204,28774,0.0,0.0
2022-12-07 00:00:00+00:00,0.05099400132894516,0.05152000114321709,0.010695000179111958,0.046365998685359955,379917,0.0,0.0
2022-12-08 00:00:00+00:00,0.04557099938392639,0.046032000333070755,0.024824999272823334,0.03799299895763397,588761,0.0,0.0
2022-12-09 00:00:00+00:00,0.0379830002784729,0.03896699845790863,0.03406200185418129,0.037066999822854996,240000,0.0,0.0
2022-12-10 00:00:00+00:00,0.03707199916243553,0.03827299922704697,0.03622100129723549,0.03676699846982956,40955,0.0,0.0
2022-12-11 00:00:00+00:00,0.0367170013487339,0.03859199956059456,0.03619199991226196,0.037071000784635544,43965,0.0,0.0
2022-12-12 00:00:00+00:00,0.03706200048327446,0.042316000908613205,0.03659500181674957,0.039983998984098434,104085,0.0,0.0
2022-12-13 00:00:00+00:00,0.039983998984098434,0.04564100131392479,0.03913699835538864,0.043852999806404114,125122,0.0,0.0
2022-12-14 00:00:00+00:00,0.04384399950504303,0.06009700149297714,0.04380900040268898,0.053872000426054,581753,0.0,0.0
2022-12-15 00:00:00+00:00,0.05388899892568588,0.06970100104808807,0.047074999660253525,0.04889199882745743,336885,0.0,0.0
2022-12-16 00:00:00+00:00,0.048896998167037964,0.05011599883437157,0.04440600052475929,0.04440600052475929,80838,0.0,0.0
2022-12-17 00:00:00+00:00,0.044185999780893326,0.04419799894094467,0.03999200090765953,0.04013900086283684,35111,0.0,0.0
2022-12-18 00:00:00+00:00,0.040143001824617386,0.042890001088380814,0.0395050011575222,0.040623001754283905,21399,0.0,0.0
2022-12-19 00:00:00+00:00,0.04066900163888931,0.04489300027489662,0.037978000938892365,0.03869999945163727,56468,0.0,0.0
2022-12-20 00:00:00+00:00,0.03869999945163727,0.04039299860596657,0.037980999797582626,0.037992000579833984,50933,0.0,0.0
2022-12-21 00:00:00+00:00,0.037981998175382614,0.03845199942588806,0.03622499853372574,0.03644299879670143,46560,0.0,0.0
2022-12-22 00:00:00+00:00,0.036442000418901443,0.03776099905371666,0.03622199967503548,0.03624200075864792,61584,0.0,0.0
2022-12-23 00:00:00+00:00,0.03624200075864792,0.037615999579429626,0.03622100129723549,0.03623000159859657,41953,0.0,0.0
2022-12-24 00:00:00+00:00,0.03623000159859657,0.037689998745918274,0.03623000159859657,0.03727100044488907,31293,0.0,0.0
2022-12-25 00:00:00+00:00,0.037255000323057175,0.045148998498916626,0.03644999861717224,0.03706499934196472,97929,0.0,0.0
2022-12-26 00:00:00+00:00,0.03717099875211716,0.038314998149871826,0.026760999113321304,0.02733599953353405,163764,0.0,0.0
2022-12-27 00:00:00+00:00,0.027320999652147293,0.03864099830389023,0.02707899920642376,0.03424200043082237,335067,0.0,0.0
2022-12-28 00:00:00+00:00,0.034247998148202896,0.03581399843096733,0.025908000767230988,0.02638700045645237,255187,0.0,0.0
2022-12-29 00:00:00+00:00,0.02638999931514263,0.028297999873757362,0.02518399991095066,0.02556999959051609,71809,0.0,0.0
2022-12-30 00:00:00+00:00,0.02556600049138069,0.028147000819444656,0.02556600049138069,0.027269000187516212,84288,0.0,0.0
