TIMESTAMP,AKITA_OPEN_PRICE_USD,AKITA_HIGH_PRICE_USD,AKITA_LOW_PRICE_USD,AKITA_CLOSE_PRICE_USD,AKITA_VOLUME_USD,AKITA_DIVIDENDS_USD,AKITA_STOCK_SPLITS_USD
2021-02-02 00:00:00+00:00,,,,0.0,1902925,0.0,0.0
2021-02-03 00:00:00+00:00,,,,0.0,346672,0.0,0.0
2021-02-04 00:00:00+00:00,,,,0.0,135231,0.0,0.0
2021-02-05 00:00:00+00:00,,,,0.0,93183,0.0,0.0
2021-02-06 00:00:00+00:00,,,,0.0,44979,0.0,0.0
2021-02-07 00:00:00+00:00,,,,0.0,26922,0.0,0.0
2021-02-08 00:00:00+00:00,,,,0.0,169127,0.0,0.0
2021-02-09 00:00:00+00:00,,,,0.0,36922,0.0,0.0
2021-02-10 00:00:00+00:00,,,,0.0,29792,0.0,0.0
2021-02-11 00:00:00+00:00,,,,0.0,12037,0.0,0.0
2021-02-12 00:00:00+00:00,,,,0.0,17184,0.0,0.0
2021-02-13 00:00:00+00:00,,,,0.0,15561,0.0,0.0
2021-02-14 00:00:00+00:00,,,,0.0,3442,0.0,0.0
2021-02-15 00:00:00+00:00,,,,0.0,5332,0.0,0.0
2021-02-16 00:00:00+00:00,,,,0.0,6897,0.0,0.0
2021-02-17 00:00:00+00:00,,,,0.0,11594,0.0,0.0
2021-02-18 00:00:00+00:00,,,,0.0,1256,0.0,0.0
2021-02-19 00:00:00+00:00,,,,0.0,2913,0.0,0.0
2021-02-20 00:00:00+00:00,,,,0.0,1559,0.0,0.0
2021-02-21 00:00:00+00:00,,,,0.0,6398,0.0,0.0
2021-02-22 00:00:00+00:00,,,,0.0,3024,0.0,0.0
2021-02-23 00:00:00+00:00,,,,0.0,383,0.0,0.0
2021-02-24 00:00:00+00:00,,,,0.0,4495,0.0,0.0
2021-02-25 00:00:00+00:00,,,,0.0,6760,0.0,0.0
2021-02-26 00:00:00+00:00,,,,0.0,252,0.0,0.0
2021-02-27 00:00:00+00:00,,,,0.0,2107550,0.0,0.0
2021-02-28 00:00:00+00:00,,,,0.0,3781526,0.0,0.0
2021-03-01 00:00:00+00:00,,,,0.0,564511,0.0,0.0
2021-03-02 00:00:00+00:00,,,,0.0,155033,0.0,0.0
2021-03-03 00:00:00+00:00,,,,0.0,124563,0.0,0.0
2021-03-04 00:00:00+00:00,,,,0.0,178015,0.0,0.0
2021-03-05 00:00:00+00:00,,,,0.0,69119,0.0,0.0
2021-03-06 00:00:00+00:00,,,,0.0,92185,0.0,0.0
2021-03-07 00:00:00+00:00,,,,0.0,183911,0.0,0.0
2021-03-08 00:00:00+00:00,,,,0.0,89490,0.0,0.0
2021-03-09 00:00:00+00:00,,,,0.0,55543,0.0,0.0
2021-03-10 00:00:00+00:00,,,,0.0,22057,0.0,0.0
2021-03-11 00:00:00+00:00,,,,0.0,75034,0.0,0.0
2021-03-12 00:00:00+00:00,,,,0.0,10180,0.0,0.0
2021-03-13 00:00:00+00:00,,,,0.0,298085,0.0,0.0
2021-03-14 00:00:00+00:00,,,,0.0,455483,0.0,0.0
2021-03-15 00:00:00+00:00,,,,0.0,336326,0.0,0.0
2021-03-16 00:00:00+00:00,,,,0.0,160528,0.0,0.0
2021-03-17 00:00:00+00:00,,,,0.0,131826,0.0,0.0
2021-03-18 00:00:00+00:00,,,,0.0,92893,0.0,0.0
2021-03-19 00:00:00+00:00,,,,0.0,63612,0.0,0.0
2021-03-20 00:00:00+00:00,,,,0.0,16881,0.0,0.0
2021-03-21 00:00:00+00:00,,,,0.0,13875,0.0,0.0
2021-03-22 00:00:00+00:00,,,,0.0,21344,0.0,0.0
2021-03-23 00:00:00+00:00,,,,0.0,18502,0.0,0.0
2021-03-24 00:00:00+00:00,,,,0.0,14088,0.0,0.0
2021-03-25 00:00:00+00:00,,,,0.0,12668,0.0,0.0
2021-03-26 00:00:00+00:00,,,,0.0,42495,0.0,0.0
2021-03-27 00:00:00+00:00,,,,0.0,10260,0.0,0.0
2021-03-28 00:00:00+00:00,,,,0.0,19928,0.0,0.0
2021-03-29 00:00:00+00:00,,,,0.0,10437,0.0,0.0
2021-03-30 00:00:00+00:00,,,,0.0,6000,0.0,0.0
2021-03-31 00:00:00+00:00,,,,0.0,11219,0.0,0.0
2021-04-01 00:00:00+00:00,,,,0.0,16351,0.0,0.0
2021-04-02 00:00:00+00:00,,,,0.0,11373,0.0,0.0
2021-04-03 00:00:00+00:00,,,,0.0,65597,0.0,0.0
2021-04-04 00:00:00+00:00,,,,0.0,19293,0.0,0.0
2021-04-05 00:00:00+00:00,,,,0.0,31396,0.0,0.0
2021-04-06 00:00:00+00:00,,,,0.0,13335,0.0,0.0
2021-04-07 00:00:00+00:00,,,,0.0,11253,0.0,0.0
2021-04-08 00:00:00+00:00,,,,0.0,6280,0.0,0.0
2021-04-09 00:00:00+00:00,,,,0.0,7925,0.0,0.0
2021-04-10 00:00:00+00:00,,,,0.0,29693,0.0,0.0
2021-04-11 00:00:00+00:00,,,,0.0,96280,0.0,0.0
2021-04-12 00:00:00+00:00,,,,0.0,83307,0.0,0.0
2021-04-13 00:00:00+00:00,,,,0.0,285589,0.0,0.0
2021-04-14 00:00:00+00:00,,,,0.0,17552,0.0,0.0
2021-04-15 00:00:00+00:00,,,,0.0,111812,0.0,0.0
2021-04-16 00:00:00+00:00,,,,0.0,12148342,0.0,0.0
2021-04-17 00:00:00+00:00,0.0,1.9999999949504854e-06,0.0,9.999999974752427e-07,79688103,0.0,0.0
2021-04-18 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,33903999,0.0,0.0
2021-04-19 00:00:00+00:00,9.999999974752427e-07,3.999999989900971e-06,9.999999974752427e-07,3.999999989900971e-06,67665880,0.0,0.0
2021-04-20 00:00:00+00:00,3.999999989900971e-06,9.000000318337698e-06,3.000000106112566e-06,3.999999989900971e-06,359681439,0.0,0.0
2021-04-21 00:00:00+00:00,3.999999989900971e-06,3.999999989900971e-06,9.999999974752427e-07,1.9999999949504854e-06,97977494,0.0,0.0
2021-04-22 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,9.999999974752427e-07,1.9999999949504854e-06,45371641,0.0,0.0
2021-04-23 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,9.999999974752427e-07,9.999999974752427e-07,29735456,0.0,0.0
2021-04-24 00:00:00+00:00,9.999999974752427e-07,1.9999999949504854e-06,9.999999974752427e-07,1.9999999949504854e-06,28540461,0.0,0.0
2021-04-25 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,9.999999974752427e-07,9.999999974752427e-07,13492814,0.0,0.0
2021-04-26 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,8905493,0.0,0.0
2021-04-27 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,14214872,0.0,0.0
2021-04-28 00:00:00+00:00,9.999999974752427e-07,1.9999999949504854e-06,9.999999974752427e-07,9.999999974752427e-07,27193531,0.0,0.0
