TIMESTAMP,SSV_OPEN_PRICE_USD,SSV_HIGH_PRICE_USD,SSV_LOW_PRICE_USD,SSV_CLOSE_PRICE_USD,SSV_VOLUME_USD,SSV_DIVIDENDS_USD,SSV_STOCK_SPLITS_USD
2021-10-22 00:00:00+00:00,17.021955490112305,18.87652015686035,13.873292922973633,13.893401145935059,19528008,0.0,0.0
2021-10-23 00:00:00+00:00,13.98977279663086,15.4081392288208,13.246668815612793,14.721878051757812,6807308,0.0,0.0
2021-10-24 00:00:00+00:00,14.736017227172852,15.087363243103027,11.767705917358398,12.979288101196289,4583365,0.0,0.0
2021-10-25 00:00:00+00:00,12.970063209533691,15.021780014038086,11.95047378540039,13.857064247131348,4847128,0.0,0.0
2021-10-26 00:00:00+00:00,13.86677360534668,13.94289779663086,11.678364753723145,12.150884628295898,4373678,0.0,0.0
2021-10-27 00:00:00+00:00,12.128926277160645,12.243284225463867,9.073796272277832,9.183673858642578,5640774,0.0,0.0
2021-10-28 00:00:00+00:00,9.170166015625,11.719120025634766,9.082974433898926,10.196002006530762,4270983,0.0,0.0
2021-10-29 00:00:00+00:00,10.198513984680176,10.584842681884766,8.61367416381836,8.964837074279785,6295346,0.0,0.0
2021-10-30 00:00:00+00:00,8.95872688293457,9.198286056518555,7.8448967933654785,8.052810668945312,3499643,0.0,0.0
2021-10-31 00:00:00+00:00,8.08537769317627,8.530481338500977,7.691330909729004,7.840674877166748,2755266,0.0,0.0
2021-11-01 00:00:00+00:00,7.81319522857666,10.976534843444824,7.81319522857666,8.733119010925293,7982840,0.0,0.0
2021-11-02 00:00:00+00:00,8.73250675201416,14.84260082244873,8.624490737915039,13.364386558532715,12082581,0.0,0.0
2021-11-03 00:00:00+00:00,13.378143310546875,18.729679107666016,12.394780158996582,13.957573890686035,18373445,0.0,0.0
2021-11-04 00:00:00+00:00,13.987174034118652,16.08590316772461,12.015776634216309,13.490766525268555,6830120,0.0,0.0
2021-11-05 00:00:00+00:00,13.44407844543457,14.62995719909668,12.550963401794434,13.940467834472656,3963645,0.0,0.0
2021-11-06 00:00:00+00:00,13.905893325805664,13.905893325805664,11.963398933410645,12.450285911560059,2671958,0.0,0.0
2021-11-07 00:00:00+00:00,12.4215726852417,14.853659629821777,12.4215726852417,13.942790031433105,3377110,0.0,0.0
