TIMESTAMP,MMF_OPEN_PRICE_USD,MMF_HIGH_PRICE_USD,MMF_LOW_PRICE_USD,MMF_CLOSE_PRICE_USD,MMF_VOLUME_USD,MMF_DIVIDENDS_USD,MMF_STOCK_SPLITS_USD
2022-03-31 00:00:00+00:00,1.4995909929275513,1.5186599493026733,1.2847479581832886,1.446334958076477,413712,0.0,0.0
2022-04-01 00:00:00+00:00,1.4463039636611938,1.6036959886550903,1.3925460577011108,1.5872069597244263,109459185,0.0,0.0
2022-04-02 00:00:00+00:00,1.5863059759140015,1.6116600036621094,1.4410580396652222,1.5661389827728271,248111291,0.0,0.0
2022-04-03 00:00:00+00:00,1.5693800449371338,1.7479790449142456,1.5483989715576172,1.7071490287780762,193919581,0.0,0.0
2022-04-04 00:00:00+00:00,1.7078139781951904,1.7373460531234741,1.613500952720642,1.7033690214157104,166193297,0.0,0.0
2022-04-05 00:00:00+00:00,1.700181007385254,1.8230830430984497,1.6789590120315552,1.7119829654693604,104706532,0.0,0.0
2022-04-06 00:00:00+00:00,1.7120829820632935,1.7653980255126953,1.6545230150222778,1.717924952507019,116195457,0.0,0.0
2022-04-07 00:00:00+00:00,1.7143759727478027,1.8438620567321777,1.6998670101165771,1.7417850494384766,168765367,0.0,0.0
2022-04-08 00:00:00+00:00,1.7432819604873657,1.7563389539718628,1.3953510522842407,1.4707109928131104,274366219,0.0,0.0
2022-04-09 00:00:00+00:00,1.4717780351638794,1.6058720350265503,1.4717780351638794,1.559777021408081,118437905,0.0,0.0
2022-04-10 00:00:00+00:00,1.5625150203704834,1.6403980255126953,1.5288480520248413,1.565224051475525,109507266,0.0,0.0
2022-04-11 00:00:00+00:00,1.565690040588379,1.565690040588379,1.1742719411849976,1.185755968093872,140894899,0.0,0.0
2022-04-12 00:00:00+00:00,1.1846259832382202,1.4239579439163208,1.1830960512161255,1.3045639991760254,105251273,0.0,0.0
2022-04-13 00:00:00+00:00,1.2957179546356201,1.3489910364151,1.1170439720153809,1.167544960975647,109383185,0.0,0.0
2022-04-14 00:00:00+00:00,1.1679519414901733,1.2262380123138428,0.9016209840774536,0.9892969727516174,96151143,0.0,0.0
2022-04-15 00:00:00+00:00,0.9902060031890869,1.0234830379486084,0.6170740127563477,0.7527250051498413,158291934,0.0,0.0
2022-04-16 00:00:00+00:00,0.7525910139083862,1.066640019416809,0.6750810146331787,1.0655180215835571,195501169,0.0,0.0
2022-04-17 00:00:00+00:00,1.0656399726867676,1.1966179609298706,1.0003440380096436,1.0616660118103027,137865334,0.0,0.0
2022-04-18 00:00:00+00:00,1.0698280334472656,1.186540961265564,1.0118659734725952,1.1280250549316406,123564783,0.0,0.0
2022-04-19 00:00:00+00:00,1.1279059648513794,1.1569819450378418,1.0964750051498413,1.140889048576355,69496624,0.0,0.0
2022-04-20 00:00:00+00:00,1.140043020248413,1.2313059568405151,1.0696569681167603,1.121938943862915,88314618,0.0,0.0
2022-04-21 00:00:00+00:00,1.1219359636306763,1.1613390445709229,0.9390789866447449,0.9479860067367554,80168205,0.0,0.0
2022-04-22 00:00:00+00:00,0.9492470026016235,1.1129100322723389,0.917900025844574,1.0807000398635864,99643579,0.0,0.0
2022-04-23 00:00:00+00:00,1.0907429456710815,1.194234013557434,1.0397419929504395,1.112686038017273,126879668,0.0,0.0
2022-04-24 00:00:00+00:00,1.114508032798767,1.1304219961166382,1.018684983253479,1.0436619520187378,103666247,0.0,0.0
2022-04-25 00:00:00+00:00,1.0442060232162476,1.0531100034713745,0.9946359992027283,1.048346996307373,64926512,0.0,0.0
2022-04-26 00:00:00+00:00,1.047597050666809,1.0529539585113525,0.9184679985046387,0.9394800066947937,70406062,0.0,0.0
2022-04-27 00:00:00+00:00,0.9399549961090088,0.9741380214691162,0.8489590287208557,0.9069910049438477,87528483,0.0,0.0
2022-04-28 00:00:00+00:00,0.9070850014686584,0.9082769751548767,0.7432829737663269,0.8170660138130188,83167550,0.0,0.0
2022-04-29 00:00:00+00:00,0.8169580101966858,0.8197069764137268,0.5056959986686707,0.6084669828414917,68965336,0.0,0.0
2022-04-30 00:00:00+00:00,0.6092119812965393,0.7160360217094421,0.5359860062599182,0.5513489842414856,66148553,0.0,0.0
2022-05-01 00:00:00+00:00,0.5521270036697388,0.5991939902305603,0.42215099930763245,0.47341400384902954,71122026,0.0,0.0
2022-05-02 00:00:00+00:00,0.47425100207328796,0.5012149810791016,0.2852349877357483,0.32254698872566223,35859736,0.0,0.0
2022-05-03 00:00:00+00:00,0.32254600524902344,0.5037720203399658,0.32185399532318115,0.49082300066947937,107936153,0.0,0.0
2022-05-04 00:00:00+00:00,0.4858660101890564,0.6266270279884338,0.4858660101890564,0.5815280079841614,140487633,0.0,0.0
2022-05-05 00:00:00+00:00,0.581732988357544,0.5974680185317993,0.49330300092697144,0.5138019919395447,77546583,0.0,0.0
2022-05-06 00:00:00+00:00,0.5128679871559143,0.5402389764785767,0.4732460081577301,0.4876269996166229,81551209,0.0,0.0
2022-05-07 00:00:00+00:00,0.4864169955253601,0.48718899488449097,0.36920401453971863,0.38847100734710693,85206971,0.0,0.0
