TIMESTAMP,DIGEX_OPEN_PRICE_USD,DIGEX_HIGH_PRICE_USD,DIGEX_LOW_PRICE_USD,DIGEX_CLOSE_PRICE_USD,DIGEX_VOLUME_USD,DIGEX_DIVIDENDS_USD,DIGEX_STOCK_SPLITS_USD
2020-08-31 00:00:00+00:00,0.0009490000084042549,0.0009500000160187483,0.0006730000022798777,0.000754999986384064,36857,0.0,0.0
2020-09-01 00:00:00+00:00,0.0007539999787695706,0.002124000107869506,0.000707999977748841,0.0007670000195503235,32849,0.0,0.0
2020-09-02 00:00:00+00:00,0.0007670000195503235,0.0008280000183731318,0.0006880000000819564,0.0007149999728426337,36491,0.0,0.0
2020-09-03 00:00:00+00:00,0.0007149999728426337,0.0007849999819882214,0.0006070000235922635,0.0006960000027902424,23180,0.0,0.0
2020-09-04 00:00:00+00:00,0.0006960000027902424,0.0013790000230073929,0.000653000024612993,0.0011360000353306532,31511,0.0,0.0
2020-09-05 00:00:00+00:00,0.0011360000353306532,0.0013830000534653664,0.0005109999910928309,0.001025000005029142,43392,0.0,0.0
2020-09-06 00:00:00+00:00,0.0010260000126436353,0.001446999958716333,0.00041000000783242285,0.0010239999974146485,24678,0.0,0.0
2020-09-07 00:00:00+00:00,0.0010239999974146485,0.0011269999668002129,0.00044299999717622995,0.0008980000275187194,18791,0.0,0.0
2020-09-08 00:00:00+00:00,0.0008629999938420951,0.001285000005736947,0.00045200000749900937,0.0008769999840296805,16965,0.0,0.0
2020-09-09 00:00:00+00:00,0.0008759999764151871,0.0010019999463111162,0.00033400001120753586,0.000691999972332269,41356,0.0,0.0
2020-09-10 00:00:00+00:00,0.000691999972332269,0.0010890000266954303,0.0004070000140927732,0.0008069999748840928,19108,0.0,0.0
2020-09-11 00:00:00+00:00,0.0008069999748840928,0.000830999983008951,0.0003910000086762011,0.0006309999735094607,6996,0.0,0.0
2020-09-12 00:00:00+00:00,0.0006309999735094607,0.0009130000253207982,0.0005549999768845737,0.0007319999858736992,16856,0.0,0.0
2020-09-13 00:00:00+00:00,0.0007319999858736992,0.0007769999792799354,0.0005489999894052744,0.0006280000088736415,19039,0.0,0.0
2020-09-14 00:00:00+00:00,0.0006280000088736415,0.0008539999835193157,0.0004970000009052455,0.0007949999999254942,16883,0.0,0.0
