TIMESTAMP,LOUD36670_OPEN_PRICE_USD,LOUD36670_HIGH_PRICE_USD,LOUD36670_LOW_PRICE_USD,LOUD36670_CLOSE_PRICE_USD,Adj Close,LOUD36670_VOLUME_USD,LOUD36670_DIVIDENDS_USD,LOUD36670_STOCK_SPLITS_USD
,0.012892397120594978,0.017180386930704117,0.011040524579584599,0.015120286494493484,,23414388.0,0.0,0.0
