TIMESTAMP,WIOTX_OPEN_PRICE_USD,WIOTX_HIGH_PRICE_USD,WIOTX_LOW_PRICE_USD,WIOTX_CLOSE_PRICE_USD,WIOTX_VOLUME_USD,WIOTX_DIVIDENDS_USD,WIOTX_STOCK_SPLITS_USD
2022-04-08 00:00:00+00:00,0.08307400345802307,0.08307400345802307,0.07691700011491776,0.07695099711418152,0,0.0,0.0
2022-04-09 00:00:00+00:00,0.07695099711418152,0.08067599684000015,0.07695099711418152,0.08067599684000015,0,0.0,0.0
2022-04-10 00:00:00+00:00,0.08067800104618073,0.08250900357961655,0.07866799831390381,0.07871600240468979,0,0.0,0.0
2022-04-11 00:00:00+00:00,0.07866299897432327,0.07866600155830383,0.06968499720096588,0.07051999866962433,0,0.0,0.0
2022-04-12 00:00:00+00:00,0.07052499800920486,0.0749880000948906,0.07045400142669678,0.07375200092792511,655246,0.0,0.0
2022-04-13 00:00:00+00:00,0.07375200092792511,0.07496800273656845,0.07212000340223312,0.07489100098609924,361308,0.0,0.0
2022-04-14 00:00:00+00:00,0.07489000260829926,0.07632499933242798,0.07225300371646881,0.07338099926710129,381690,0.0,0.0
2022-04-15 00:00:00+00:00,0.07338099926710129,0.07552000135183334,0.07338099926710129,0.07443799823522568,427020,0.0,0.0
2022-04-16 00:00:00+00:00,0.0744440034031868,0.07491099834442139,0.07321999967098236,0.07430700212717056,158805,0.0,0.0
2022-04-17 00:00:00+00:00,0.07430499792098999,0.07467100024223328,0.07052499800920486,0.07056999951601028,289593,0.0,0.0
2022-04-18 00:00:00+00:00,0.07057200372219086,0.07282699644565582,0.06749100238084793,0.07282699644565582,563970,0.0,0.0
2022-04-19 00:00:00+00:00,0.07282999902963638,0.07650099694728851,0.0726030021905899,0.07643699645996094,401149,0.0,0.0
2022-04-20 00:00:00+00:00,0.07644099742174149,0.07892099767923355,0.07462099939584732,0.07610999792814255,553387,0.0,0.0
2022-04-21 00:00:00+00:00,0.07610899955034256,0.07826299965381622,0.07211899757385254,0.0724010020494461,624991,0.0,0.0
2022-04-22 00:00:00+00:00,0.07236800342798233,0.07490800321102142,0.07182999700307846,0.07237400114536285,526534,0.0,0.0
2022-04-23 00:00:00+00:00,0.07237499952316284,0.07410799711942673,0.07158099859952927,0.07208599895238876,418592,0.0,0.0
2022-04-24 00:00:00+00:00,0.07206200063228607,0.07378699630498886,0.07041899859905243,0.07080300152301788,442774,0.0,0.0
2022-04-25 00:00:00+00:00,0.07080300152301788,0.07129400223493576,0.06623300164937973,0.07128699868917465,715563,0.0,0.0
2022-04-26 00:00:00+00:00,0.07128600031137466,0.07448799908161163,0.06740699708461761,0.06742600351572037,998505,0.0,0.0
