TIMESTAMP,SLIME19958_OPEN_PRICE_USD,SLIME19958_HIGH_PRICE_USD,SLIME19958_LOW_PRICE_USD,SLIME19958_CLOSE_PRICE_USD,SLIME19958_VOLUME_USD,SLIME19958_DIVIDENDS_USD,SLIME19958_STOCK_SPLITS_USD
2022-05-05 00:00:00+00:00,0.30043599009513855,0.3128480017185211,0.2270829975605011,0.23819699883460999,479090,0.0,0.0
2022-05-06 00:00:00+00:00,0.23819699883460999,0.268543004989624,0.17110499739646912,0.19969399273395538,218266,0.0,0.0
2022-05-07 00:00:00+00:00,0.19969399273395538,0.22712400555610657,0.19152599573135376,0.20498399436473846,111851,0.0,0.0
2022-05-08 00:00:00+00:00,0.20498399436473846,0.21755999326705933,0.18747100234031677,0.19586899876594543,82339,0.0,0.0
2022-05-09 00:00:00+00:00,0.19586899876594543,0.20820599794387817,0.16236500442028046,0.16236500442028046,97237,0.0,0.0
2022-05-10 00:00:00+00:00,0.16236500442028046,0.24613699316978455,0.15130199491977692,0.22918200492858887,156450,0.0,0.0
2022-05-11 00:00:00+00:00,0.22918200492858887,0.23814499378204346,0.07368399947881699,0.07755400240421295,312558,0.0,0.0
2022-05-12 00:00:00+00:00,0.07755299657583237,0.08732300251722336,0.05020799860358238,0.06739199906587601,38038,0.0,0.0
2022-05-13 00:00:00+00:00,0.06739199906587601,0.08169800043106079,0.062116000801324844,0.0624070018529892,21089,0.0,0.0
2022-05-14 00:00:00+00:00,0.0624070018529892,0.06609400361776352,0.05254000052809715,0.06151200085878372,26361,0.0,0.0
2022-05-15 00:00:00+00:00,0.06151200085878372,0.06609799712896347,0.05456199869513512,0.06346400082111359,60026,0.0,0.0
2022-05-16 00:00:00+00:00,0.06346400082111359,0.0635169968008995,0.05121000111103058,0.05307000130414963,16818,0.0,0.0
2022-05-17 00:00:00+00:00,0.05307000130414963,0.05819299817085266,0.053015001118183136,0.05772100016474724,11367,0.0,0.0
2022-05-18 00:00:00+00:00,0.05772100016474724,0.058010000735521317,0.03678999841213226,0.03678999841213226,20116,0.0,0.0
2022-05-19 00:00:00+00:00,0.036786001175642014,0.04032599925994873,0.034421999007463455,0.039691999554634094,10211,0.0,0.0
2022-05-20 00:00:00+00:00,0.039691999554634094,0.041120998561382294,0.03438600152730942,0.03573499992489815,6593,0.0,0.0
2022-05-21 00:00:00+00:00,0.03573499992489815,0.037099000066518784,0.0341310016810894,0.03481699898838997,5178,0.0,0.0
2022-05-22 00:00:00+00:00,0.03481699898838997,0.03546600043773651,0.032607998698949814,0.033991001546382904,8361,0.0,0.0
2022-05-23 00:00:00+00:00,0.033991001546382904,0.034170001745224,0.028999999165534973,0.029246000573039055,4470,0.0,0.0
2022-05-24 00:00:00+00:00,0.029246000573039055,0.029625000432133675,0.025472000241279602,0.02699200063943863,5385,0.0,0.0
2022-05-25 00:00:00+00:00,0.02699200063943863,0.02877099998295307,0.02576499991118908,0.02576499991118908,5294,0.0,0.0
2022-05-26 00:00:00+00:00,0.02576499991118908,0.026339000090956688,0.021612999960780144,0.02161400020122528,3710,0.0,0.0
2022-05-27 00:00:00+00:00,0.021611999720335007,0.021683000028133392,0.019318999722599983,0.020275000482797623,2372,0.0,0.0
2022-05-28 00:00:00+00:00,0.020512999966740608,0.022443000227212906,0.019785000011324883,0.021801000460982323,2059,0.0,0.0
