TIMESTAMP,PUNK_OPEN_PRICE_USD,PUNK_HIGH_PRICE_USD,PUNK_LOW_PRICE_USD,PUNK_CLOSE_PRICE_USD,PUNK_VOLUME_USD,PUNK_DIVIDENDS_USD,PUNK_STOCK_SPLITS_USD
2021-09-05 00:00:00+00:00,790137.6875,790256.375,359498.09375,515762.03125,824287,0.0,0.0
2021-09-06 00:00:00+00:00,515750.8125,515750.8125,361271.15625,456999.59375,1362476,0.0,0.0
2021-09-07 00:00:00+00:00,456987.28125,566902.875,269531.40625,269654.25,1405690,0.0,0.0
2021-09-08 00:00:00+00:00,269611.5,345141.34375,253952.234375,264208.125,1273882,0.0,0.0
2021-09-09 00:00:00+00:00,276043.78125,304638.84375,259865.0,299766.59375,1467835,0.0,0.0
2021-09-10 00:00:00+00:00,299753.125,303796.53125,274680.125,275944.46875,325893,0.0,0.0
2021-09-11 00:00:00+00:00,275952.21875,292258.21875,247371.859375,248481.578125,618634,0.0,0.0
2021-09-12 00:00:00+00:00,248498.453125,260977.71875,247472.015625,258119.15625,518516,0.0,0.0
2021-09-13 00:00:00+00:00,258086.84375,324947.46875,198321.78125,256288.234375,1205742,0.0,0.0
2021-09-14 00:00:00+00:00,256259.8125,322600.375,194180.109375,261021.046875,333290,0.0,0.0
2021-09-15 00:00:00+00:00,261003.859375,468710.28125,230782.6875,397490.53125,8588828,0.0,0.0
2021-09-16 00:00:00+00:00,397560.875,488512.0625,351932.21875,398993.3125,4657803,0.0,0.0
2021-09-17 00:00:00+00:00,398976.0625,398976.0625,345430.875,345697.5,1465560,0.0,0.0
2021-09-18 00:00:00+00:00,345725.59375,448128.25,342056.34375,372891.21875,1245065,0.0,0.0
2021-09-19 00:00:00+00:00,372913.65625,375638.59375,306759.5,311113.71875,1057220,0.0,0.0
2021-09-20 00:00:00+00:00,310817.0625,323678.5,253040.140625,322562.5,482047,0.0,0.0
2021-09-21 00:00:00+00:00,322471.21875,460466.75,271602.65625,325717.96875,1137702,0.0,0.0
2021-09-22 00:00:00+00:00,325683.3125,380979.53125,279347.40625,279503.34375,963300,0.0,0.0
2021-09-23 00:00:00+00:00,279572.90625,352599.15625,278757.03125,306653.09375,508945,0.0,0.0
2021-09-24 00:00:00+00:00,306666.3125,318972.375,286434.75,305422.65625,839676,0.0,0.0
2021-09-25 00:00:00+00:00,305461.8125,311041.0625,296501.75,300474.625,543565,0.0,0.0
2021-09-26 00:00:00+00:00,300451.96875,341707.125,287101.34375,322534.625,503117,0.0,0.0
2021-09-27 00:00:00+00:00,322516.84375,342441.84375,297855.1875,313742.65625,283443,0.0,0.0
2021-09-28 00:00:00+00:00,313709.5625,313709.5625,293270.53125,305770.5,502073,0.0,0.0
2021-09-29 00:00:00+00:00,305592.46875,309667.0,299814.21875,309667.0,57766,0.0,0.0
2021-09-30 00:00:00+00:00,309634.5625,338483.8125,302122.3125,337700.375,1051905,0.0,0.0
2021-10-01 00:00:00+00:00,337704.71875,438157.53125,337474.28125,432224.9375,934776,0.0,0.0
2021-10-02 00:00:00+00:00,432316.84375,441621.625,404059.34375,420687.09375,583488,0.0,0.0
2021-10-03 00:00:00+00:00,420470.25,421311.65625,402828.46875,403364.0,458021,0.0,0.0
2021-10-04 00:00:00+00:00,403385.21875,479156.78125,398384.1875,455292.9375,842757,0.0,0.0
2021-10-05 00:00:00+00:00,455305.65625,456253.71875,373689.34375,422865.09375,702520,0.0,0.0
2021-10-06 00:00:00+00:00,422602.6875,428248.59375,389730.53125,397402.96875,856745,0.0,0.0
2021-10-07 00:00:00+00:00,397530.4375,465516.625,382524.3125,459602.3125,381756,0.0,0.0
2021-10-08 00:00:00+00:00,459425.9375,489333.15625,426117.0625,438499.21875,542024,0.0,0.0
2021-10-09 00:00:00+00:00,438462.90625,477894.84375,375385.375,410555.71875,392039,0.0,0.0
2021-10-10 00:00:00+00:00,410475.625,441315.96875,402700.34375,420762.0,54812,0.0,0.0
2021-10-11 00:00:00+00:00,420775.1875,433967.1875,408640.5625,410699.21875,271553,0.0,0.0
2021-10-12 00:00:00+00:00,410684.5625,410928.0,345849.53125,346590.34375,425224,0.0,0.0
2021-10-13 00:00:00+00:00,346436.875,386122.78125,342097.15625,385427.25,911539,0.0,0.0
2021-10-14 00:00:00+00:00,385610.28125,418462.6875,385574.5625,414791.96875,153248,0.0,0.0
2021-10-15 00:00:00+00:00,414595.5625,415722.03125,392704.28125,401066.0625,334701,0.0,0.0
2021-10-16 00:00:00+00:00,401273.71875,402452.59375,396230.21875,396618.78125,48485,0.0,0.0
2021-10-17 00:00:00+00:00,396610.3125,398351.71875,387422.28125,389157.4375,20745,0.0,0.0
2021-10-18 00:00:00+00:00,389180.34375,389426.25,361281.375,362293.09375,53188,0.0,0.0
2021-10-19 00:00:00+00:00,362291.46875,406987.625,356948.46875,363514.40625,622258,0.0,0.0
2021-10-20 00:00:00+00:00,362715.15625,364763.90625,334794.65625,347881.09375,1169046,0.0,0.0
2021-10-21 00:00:00+00:00,347662.84375,390961.78125,346059.59375,372393.1875,1402854,0.0,0.0
2021-10-22 00:00:00+00:00,372189.96875,387519.34375,309986.6875,335505.8125,980713,0.0,0.0
2021-10-23 00:00:00+00:00,335514.125,367483.21875,325130.90625,347261.5625,289547,0.0,0.0
2021-10-24 00:00:00+00:00,347272.90625,373907.40625,323463.25,344563.5625,39695,0.0,0.0
2021-10-25 00:00:00+00:00,344539.9375,349182.96875,344172.1875,348659.8125,764695,0.0,0.0
2021-10-26 00:00:00+00:00,348696.03125,359650.65625,314055.46875,342888.9375,248369,0.0,0.0
2021-10-27 00:00:00+00:00,342878.65625,368629.3125,324227.1875,349005.09375,12650,0.0,0.0
2021-10-28 00:00:00+00:00,348990.96875,368788.1875,348820.90625,368786.6875,485768,0.0,0.0
2021-10-29 00:00:00+00:00,368868.78125,384659.625,368204.09375,371191.0625,404094,0.0,0.0
2021-10-30 00:00:00+00:00,371234.84375,371483.65625,365799.0625,368492.03125,149623,0.0,0.0
2021-10-31 00:00:00+00:00,368635.34375,389091.53125,366698.0625,380116.34375,789773,0.0,0.0
2021-11-01 00:00:00+00:00,380101.125,515617.625,379542.75,432208.84375,95827,0.0,0.0
2021-11-02 00:00:00+00:00,432168.0625,491188.53125,404102.59375,488703.53125,67966,0.0,0.0
2021-11-03 00:00:00+00:00,488715.0625,690444.9375,435211.46875,570623.0,180139,0.0,0.0
2021-11-04 00:00:00+00:00,570607.75,583626.375,557970.9375,565855.875,156594,0.0,0.0
2021-11-05 00:00:00+00:00,565799.0,569540.5,395686.0,468589.71875,46302,0.0,0.0
2021-11-06 00:00:00+00:00,468594.4375,529942.75,458634.0,483378.1875,134628,0.0,0.0
2021-11-07 00:00:00+00:00,483470.6875,483932.9375,422282.03125,463294.4375,197321,0.0,0.0
2021-11-08 00:00:00+00:00,463278.59375,469668.96875,420826.78125,421833.9375,818699,0.0,0.0
2021-11-09 00:00:00+00:00,422019.71875,442824.09375,414005.6875,414005.6875,18435,0.0,0.0
2021-11-10 00:00:00+00:00,414037.53125,421271.53125,334866.34375,373103.9375,25464,0.0,0.0
2021-11-11 00:00:00+00:00,373285.84375,378023.875,362996.03125,363677.78125,327934,0.0,0.0
2021-11-12 00:00:00+00:00,363978.21875,364999.78125,339663.75,340964.90625,719009,0.0,0.0
2021-11-13 00:00:00+00:00,340899.75,361928.09375,340621.625,354704.21875,155227,0.0,0.0
2021-11-14 00:00:00+00:00,355693.1875,393151.3125,352887.46875,392866.90625,1278489,0.0,0.0
2021-11-15 00:00:00+00:00,392541.65625,405403.25,363747.8125,385053.53125,1331732,0.0,0.0
