,0
0,0.06666978200276692
1,0.06467296231177545
2,0.06452683479555192
3,0.08385181427001953
4,0.04849895354240171
5,0.06674925486246745
6,0.08073160725255166
7,0.06451914387364541
8,0.07185765675136022
9,0.06452683479555192
10,0.03332297007242838
11,0.0808623529249622
