,0
0,0.0684658686319987
1,0.03227110831968246
2,0.0645037620298324
3,0.033315022786458336
4,0.07871658571304814
5,0.06670157114664714
6,0.03227879924158896
7,0.07980100570186492
8,0.053627150399344306
9,0.0644883801860194
10,0.06668567657470703
11,0.06454221663936492
