TIMESTAMP,LLD_OPEN_PRICE_USD,LLD_HIGH_PRICE_USD,LLD_LOW_PRICE_USD,LLD_CLOSE_PRICE_USD,LLD_VOLUME_USD,LLD_DIVIDENDS_USD,LLD_STOCK_SPLITS_USD
2025-04-01 00:00:00+00:00,2.413048028945923,2.5371599197387695,2.394320011138916,2.474639892578125,16702,0.0,0.0
2025-04-02 00:00:00+00:00,2.474639892578125,2.557265043258667,2.3599720001220703,2.362107992172241,14164,0.0,0.0
2025-04-03 00:00:00+00:00,2.362107992172241,2.379538059234619,2.2201108932495117,2.265355110168457,16304,0.0,0.0
2025-04-04 00:00:00+00:00,2.265355110168457,2.346268892288208,2.242173910140991,2.343271017074585,19410,0.0,0.0
2025-04-05 00:00:00+00:00,2.343271017074585,2.343794107437134,2.292588949203491,2.3220789432525635,11173,0.0,0.0
2025-04-06 00:00:00+00:00,2.3220789432525635,2.324028968811035,2.0605649948120117,2.07212495803833,16762,0.0,0.0
2025-04-07 00:00:00+00:00,2.07212495803833,2.464811086654663,1.910634994506836,2.4414329528808594,46827,0.0,0.0
2025-04-08 00:00:00+00:00,2.4414329528808594,2.6065869331359863,2.3804690837860107,2.477372884750366,20459,0.0,0.0
2025-04-09 00:00:00+00:00,2.477372884750366,2.7534658908843994,2.3808059692382812,2.7534658908843994,21661,0.0,0.0
2025-04-10 00:00:00+00:00,2.7534658908843994,2.7567920684814453,2.586311101913452,2.6243178844451904,14552,0.0,0.0
2025-04-11 00:00:00+00:00,2.6243178844451904,2.767393112182617,2.6156890392303467,2.7489819526672363,24455,0.0,0.0
2025-04-12 00:00:00+00:00,2.7489819526672363,2.916672945022583,2.620805025100708,2.733527898788452,20196,0.0,0.0
2025-04-13 00:00:00+00:00,2.733527898788452,2.7357189655303955,2.03322696685791,2.039947032928467,18399,0.0,0.0
2025-04-14 00:00:00+00:00,2.039947032928467,2.146420955657959,2.0322580337524414,2.0861380100250244,19535,0.0,0.0
2025-04-15 00:00:00+00:00,2.0861380100250244,2.1071081161499023,2.0101020336151123,2.0438120365142822,13113,0.0,0.0
2025-04-16 00:00:00+00:00,2.0438120365142822,2.1196720600128174,2.0233399868011475,2.0938639640808105,11681,0.0,0.0
2025-04-17 00:00:00+00:00,2.0938639640808105,2.168154001235962,1.953125,1.9592009782791138,10971,0.0,0.0
2025-04-18 00:00:00+00:00,1.9592009782791138,1.990097999572754,1.951704978942871,1.9685369729995728,16687,0.0,0.0
2025-04-19 00:00:00+00:00,1.9685369729995728,2.0040009021759033,1.9659249782562256,1.973559021949768,12539,0.0,0.0
2025-04-20 00:00:00+00:00,1.973559021949768,1.9865909814834595,1.8904629945755005,1.8904629945755005,13395,0.0,0.0
2025-04-21 00:00:00+00:00,1.8904629945755005,1.917112946510315,1.7965749502182007,1.8096979856491089,14916,0.0,0.0
2025-04-22 00:00:00+00:00,1.8096979856491089,1.9641109704971313,1.7971839904785156,1.9640220403671265,15495,0.0,0.0
2025-04-23 00:00:00+00:00,1.9640220403671265,2.1920669078826904,1.9394359588623047,2.1077349185943604,25735,0.0,0.0
2025-04-24 00:00:00+00:00,2.1077349185943604,2.107943058013916,2.030358076095581,2.080760955810547,13514,0.0,0.0
2025-04-25 00:00:00+00:00,2.080760955810547,2.0899789333343506,1.9556649923324585,1.9584009647369385,59503,0.0,0.0
2025-04-26 00:00:00+00:00,1.9584009647369385,2.0522139072418213,1.9153269529342651,1.9341319799423218,14949,0.0,0.0
2025-04-27 00:00:00+00:00,1.9341319799423218,1.9614739418029785,1.9109079837799072,1.9401860237121582,11776,0.0,0.0
2025-04-28 00:00:00+00:00,1.9401860237121582,1.987064003944397,1.8301270008087158,1.841709017753601,16182,0.0,0.0
2025-04-29 00:00:00+00:00,1.841709017753601,1.8764840364456177,1.8291679620742798,1.8672449588775635,20899,0.0,0.0
2025-04-30 00:00:00+00:00,1.8672449588775635,1.884503960609436,1.832777976989746,1.8645529747009277,10162,0.0,0.0
2025-05-01 00:00:00+00:00,1.8645529747009277,1.9164049625396729,1.8645249605178833,1.8905279636383057,11691,0.0,0.0
2025-05-02 00:00:00+00:00,1.8905279636383057,1.8949979543685913,1.866407036781311,1.875898003578186,8809,0.0,0.0
2025-05-03 00:00:00+00:00,1.875898003578186,1.8923360109329224,1.859961986541748,1.8599929809570312,9725,0.0,0.0
2025-05-04 00:00:00+00:00,1.8599929809570312,1.8599929809570312,1.836016058921814,1.8370250463485718,15889,0.0,0.0
2025-05-05 00:00:00+00:00,1.8370250463485718,1.8574179410934448,1.8359060287475586,1.856719970703125,13319,0.0,0.0
2025-05-06 00:00:00+00:00,1.856719970703125,1.8568140268325806,1.7798550128936768,1.808074951171875,12887,0.0,0.0
2025-05-07 00:00:00+00:00,1.808074951171875,1.8284989595413208,1.8008170127868652,1.8270330429077148,12927,0.0,0.0
