TIMESTAMP,TOURISTS_OPEN_PRICE_USD,TOURISTS_HIGH_PRICE_USD,TOURISTS_LOW_PRICE_USD,TOURISTS_CLOSE_PRICE_USD,TOURISTS_VOLUME_USD,TOURISTS_DIVIDENDS_USD,TOURISTS_STOCK_SPLITS_USD
2022-02-16 00:00:00+00:00,,,,0.0,78478,0.0,0.0
2022-02-17 00:00:00+00:00,,,,0.0,84601,0.0,0.0
2022-02-18 00:00:00+00:00,,,,0.0,18575,0.0,0.0
2022-02-19 00:00:00+00:00,,,,0.0,8550,0.0,0.0
2022-02-20 00:00:00+00:00,,,,0.0,2129,0.0,0.0
2022-02-21 00:00:00+00:00,,,,0.0,1250,0.0,0.0
2022-02-22 00:00:00+00:00,,,,0.0,2536,0.0,0.0
2022-02-23 00:00:00+00:00,,,,0.0,11074,0.0,0.0
2022-02-24 00:00:00+00:00,,,,0.0,10539,0.0,0.0
2022-02-25 00:00:00+00:00,,,,0.0,2194,0.0,0.0
2022-02-26 00:00:00+00:00,,,,0.0,4078,0.0,0.0
2022-02-27 00:00:00+00:00,,,,0.0,4111,0.0,0.0
2022-02-28 00:00:00+00:00,,,,0.0,5980,0.0,0.0
2022-03-01 00:00:00+00:00,,,,0.0,5217,0.0,0.0
2022-03-02 00:00:00+00:00,,,,0.0,3970,0.0,0.0
2022-03-03 00:00:00+00:00,,,,0.0,4932,0.0,0.0
2022-03-04 00:00:00+00:00,,,,0.0,1490,0.0,0.0
2022-03-05 00:00:00+00:00,,,,0.0,930,0.0,0.0
2022-03-06 00:00:00+00:00,,,,0.0,1112,0.0,0.0
2022-03-07 00:00:00+00:00,,,,0.0,529,0.0,0.0
2022-03-08 00:00:00+00:00,,,,0.0,1374,0.0,0.0
2022-03-09 00:00:00+00:00,,,,0.0,2814,0.0,0.0
2022-03-10 00:00:00+00:00,,,,0.0,1623,0.0,0.0
2022-03-11 00:00:00+00:00,,,,0.0,737,0.0,0.0
2022-03-12 00:00:00+00:00,,,,0.0,3186,0.0,0.0
2022-03-13 00:00:00+00:00,,,,0.0,2710,0.0,0.0
2022-03-14 00:00:00+00:00,,,,0.0,892,0.0,0.0
2022-03-15 00:00:00+00:00,,,,0.0,1176,0.0,0.0
2022-03-16 00:00:00+00:00,,,,0.0,734,0.0,0.0
2022-03-17 00:00:00+00:00,,,,0.0,408,0.0,0.0
2022-03-18 00:00:00+00:00,,,,0.0,145,0.0,0.0
2022-03-19 00:00:00+00:00,,,,0.0,408,0.0,0.0
2022-03-20 00:00:00+00:00,,,,0.0,550,0.0,0.0
2022-03-21 00:00:00+00:00,,,,0.0,179,0.0,0.0
2022-03-22 00:00:00+00:00,,,,0.0,2304,0.0,0.0
2022-03-23 00:00:00+00:00,,,,0.0,2374,0.0,0.0
2022-03-25 00:00:00+00:00,,,,0.0,231,0.0,0.0
2022-03-26 00:00:00+00:00,,,,0.0,289,0.0,0.0
2022-03-27 00:00:00+00:00,,,,0.0,893,0.0,0.0
2022-03-28 00:00:00+00:00,,,,0.0,1094,0.0,0.0
2022-03-29 00:00:00+00:00,,,,0.0,372,0.0,0.0
2022-03-30 00:00:00+00:00,,,,0.0,272,0.0,0.0
2022-03-31 00:00:00+00:00,,,,0.0,510,0.0,0.0
2022-04-01 00:00:00+00:00,,,,0.0,858,0.0,0.0
2022-04-02 00:00:00+00:00,,,,0.0,731,0.0,0.0
2022-04-03 00:00:00+00:00,,,,0.0,486,0.0,0.0
2022-04-04 00:00:00+00:00,,,,0.0,1268,0.0,0.0
2022-04-05 00:00:00+00:00,,,,0.0,1113,0.0,0.0
2022-04-06 00:00:00+00:00,,,,0.0,333,0.0,0.0
2022-04-07 00:00:00+00:00,,,,0.0,508,0.0,0.0
2022-04-08 00:00:00+00:00,,,,0.0,325,0.0,0.0
2022-04-09 00:00:00+00:00,,,,0.0,176,0.0,0.0
2022-04-10 00:00:00+00:00,,,,0.0,557,0.0,0.0
2022-04-11 00:00:00+00:00,,,,0.0,607,0.0,0.0
2022-04-12 00:00:00+00:00,,,,0.0,197,0.0,0.0
2022-04-13 00:00:00+00:00,,,,0.0,213,0.0,0.0
2022-04-14 00:00:00+00:00,,,,0.0,329,0.0,0.0
2022-04-15 00:00:00+00:00,,,,0.0,435,0.0,0.0
2022-04-16 00:00:00+00:00,,,,0.0,358,0.0,0.0
2022-04-17 00:00:00+00:00,,,,0.0,879,0.0,0.0
2022-04-18 00:00:00+00:00,,,,0.0,974,0.0,0.0
2022-04-19 00:00:00+00:00,,,,0.0,140,0.0,0.0
2022-04-20 00:00:00+00:00,,,,0.0,356,0.0,0.0
2022-04-21 00:00:00+00:00,,,,0.0,1706,0.0,0.0
2022-04-22 00:00:00+00:00,,,,0.0,2090,0.0,0.0
2022-04-23 00:00:00+00:00,,,,0.0,1889,0.0,0.0
2022-04-24 00:00:00+00:00,,,,0.0,2592,0.0,0.0
2022-04-25 00:00:00+00:00,,,,0.0,1620,0.0,0.0
2022-04-26 00:00:00+00:00,,,,0.0,478,0.0,0.0
2022-04-27 00:00:00+00:00,,,,0.0,844,0.0,0.0
2022-04-28 00:00:00+00:00,,,,0.0,1160,0.0,0.0
2022-04-29 00:00:00+00:00,,,,0.0,1117,0.0,0.0
2022-04-30 00:00:00+00:00,,,,0.0,1110,0.0,0.0
2022-05-01 00:00:00+00:00,,,,0.0,810,0.0,0.0
2022-05-02 00:00:00+00:00,,,,0.0,634,0.0,0.0
2022-05-03 00:00:00+00:00,,,,0.0,736,0.0,0.0
2022-05-04 00:00:00+00:00,,,,0.0,828,0.0,0.0
2022-05-05 00:00:00+00:00,,,,0.0,772,0.0,0.0
2022-05-06 00:00:00+00:00,,,,0.0,1340,0.0,0.0
2022-05-07 00:00:00+00:00,,,,0.0,1614,0.0,0.0
2022-05-08 00:00:00+00:00,,,,0.0,1249,0.0,0.0
2022-05-09 00:00:00+00:00,,,,0.0,1340,0.0,0.0
2022-05-10 00:00:00+00:00,,,,0.0,1847,0.0,0.0
2022-05-11 00:00:00+00:00,,,,0.0,1517,0.0,0.0
2022-05-12 00:00:00+00:00,,,,0.0,1302,0.0,0.0
2022-05-13 00:00:00+00:00,,,,0.0,1267,0.0,0.0
2022-05-14 00:00:00+00:00,,,,0.0,1218,0.0,0.0
2022-05-15 00:00:00+00:00,,,,0.0,1375,0.0,0.0
2022-05-16 00:00:00+00:00,,,,0.0,1152,0.0,0.0
2022-05-17 00:00:00+00:00,,,,0.0,1031,0.0,0.0
2022-05-18 00:00:00+00:00,,,,0.0,963,0.0,0.0
2022-05-19 00:00:00+00:00,,,,0.0,968,0.0,0.0
2022-05-20 00:00:00+00:00,,,,0.0,1156,0.0,0.0
2022-05-21 00:00:00+00:00,,,,0.0,1316,0.0,0.0
2022-05-22 00:00:00+00:00,,,,0.0,1372,0.0,0.0
2022-05-23 00:00:00+00:00,,,,0.0,1796,0.0,0.0
2022-05-24 00:00:00+00:00,,,,0.0,1835,0.0,0.0
2022-05-25 00:00:00+00:00,,,,0.0,1276,0.0,0.0
2022-05-26 00:00:00+00:00,,,,0.0,1236,0.0,0.0
2022-05-27 00:00:00+00:00,,,,0.0,1070,0.0,0.0
2022-05-28 00:00:00+00:00,,,,0.0,739,0.0,0.0
2022-05-29 00:00:00+00:00,,,,0.0,1407,0.0,0.0
