,XMR,Lag
BAT,2.4000452965968475e-11,16
IOTA,2.4734732436288487e-10,30
DOGE,7.920434708259152e-08,26
XRP,2.919118289833464e-06,22
DCR,1.787647628010487e-05,3
QTUM,2.1806489646972597e-05,25
ETH,0.0023246741329694,6
XLM,0.0025543644595596,21
BTC,0.008876195580374,2
USDT,0.0113477499834578,24
DASH,0.033744079357683,30
GNO,0.0604228425862386,29
ZEC,0.0683415684786096,2
ETC,0.1106655224626118,20
LTC,0.2317984915166463,23
