,MSE,MAE,RMSE,MAPE,R2
0,0.0006672816914364694,0.01983430146762014,0.025831796132605053,0.05644124001879063,0.7901322767720992
1,0.00013507404800913416,0.008962195188416589,0.011622136120745367,0.03131655761737763,0.799578218339463
2,0.00037283896706318746,0.015754157338891087,0.01930903848106341,0.0395323327910841,0.771687299447044
3,0.001034983461688235,0.021446003542834286,0.032171158849010006,0.05068541517811691,0.7287640510968048
4,0.00038249038812686575,0.015554578702644043,0.01955736148172513,0.03500330776337976,0.5033867918784789
5,0.001562594754516385,0.030213957670038764,0.03952966929429571,0.05448478321101727,0.6569038405262175
6,0.0005013441264972965,0.01516187357351998,0.02239071518503365,0.04089864082669984,0.7077395451807956
7,0.00023371041679897742,0.011281097284487403,0.015287590287516781,0.03895277549361798,0.8768160463451037
8,0.0002599951439076738,0.0134488194006803,0.016124364914863278,0.05166084177983131,0.7102570990211685
9,0.0001158908637397855,0.008602458344983147,0.01076526189833696,0.035640097376630604,0.8459075279771047
10,0.00012263419510579368,0.009005355413622811,0.011074032468156922,0.03827793907511268,0.7552946953108541
11,0.0002626791314031467,0.0120525436036208,0.016207378918355265,0.08454049290750756,0.8162762412338413
Mean,0.00047095976569107924,0.015109778460946612,0.01998920866930896,0.04645286866993053,0.7468953027607479
