,XRP
CLOAK,0.9906458249298302
BIS,0.9925273663279214
BRIT,0.9947020855855343
RDD,0.9969149273457429
XBY,0.9971930152366304
XST,0.9972979364632613
RBIES,0.9975475971247588
CNT,0.9985217790309711
OK,0.9991756587436775
SONG,0.9993721644912326
GCC,0.999509616639497
HNC,0.9995752081040511
LOOK,0.999877346727684
WC,0.9998999644419209
BTA,0.9999655353587934
PASC,0.9999778487527919
INF,0.9999992940701414
