,XRP
OPAL,1.150034028054743e-24
UNIT,4.1786268331130306e-22
XEM,4.364015608041896e-18
IFC,5.264934050546675e-13
DOGE,5.443349510879512e-10
EFL,1.664618402694365e-08
BTB,2.875265431547101e-08
LTCR,4.3755214958522295e-08
RRT,5.224012827405511e-08
LTC,2.614298001760091e-07
CSC,2.6936530180232595e-07
IBANK,3.011679054406843e-07
KOBO,4.748752650663349e-07
NETKO,5.189982718804694e-07
GAS,1.1118944081665848e-06
ETC,1.3697444274616032e-06
SC,1.4171760985485716e-06
IMS,1.7282264180423224e-06
GRS,4.216945604148665e-06
ACES,4.822153509407603e-06
USDT,5.559657572036222e-06
BTS,6.5842465749694675e-06
RBT,1.3334522669088402e-05
FRN,1.4967854365792608e-05
ZUR,2.0282401837897985e-05
VIDZ,3.155111076248128e-05
SPR,3.178872154684376e-05
WGR,3.319551389729781e-05
QTUM,3.670877291740865e-05
TAJ,3.7764096013983195e-05
PHR,4.2607560405949816e-05
DCR,9.453958374368015e-05
BAT,0.0001555871842436
MOTO,0.00016536539575705002
OZO,0.00016734010307699999
BCDN,0.0002025698790654
NOBL,0.000232909662078247
LSK,0.00028623695881340003
GNO,0.00030181440358185
SWING,0.00034929982423355
ICON,0.00035981013143245
XLM,0.0005259163231325
DGB,0.0006616074922181
ETH,0.00067527094771075
ZCL,0.00070686989187185
PPC,0.0007129667084314
SKULL,0.00083042005840555
VLT,0.0009195998900126
SYS,0.0025359617110368
CREVA,0.00318714592958195
ZEN,0.00337270986812475
ADZ,0.0035209588673289
ARK,0.0035779202371135996
KMD,0.0037914800518527
NAV,0.0038330839288016
VTC,0.0056029960846355
HBD,0.0067382718236496005
LBC,0.00713086874616095
TRST,0.007587157419962151
CAB,0.00820743278435505
BITS,0.0103420947019861
WAVES,0.0120372566202052
PZM,0.0141204037207755
AE,0.01496038422006395
XMR,0.0151286778960757
XMS,0.016417100619040698
XTO,0.0169713255227441
ZEC,0.0198470934208023
BLU,0.02010584704238665
MONA,0.02031304830845935
CJ,0.02235311664001185
GBYTE,0.0244690337662887
WBB,0.02753416781078805
BTC,0.0282873601206885
START,0.0369559667674224
PXI,0.03805518921389555
BLK,0.038620112077732846
ANT,0.0409697323919471
CETI,0.0411321509424651
DASH,0.04235204818605385
VEC2,0.042835891020636355
BERN,0.0444362251531111
MAID,0.0467776923361167
HUSH,0.05059428372405915
FTC,0.053477692697721846
POST,0.059212337786772304
XPY,0.0604382086003476
STEEM,0.06058574462546605
PIVX,0.06275557867285135
ZET,0.0639220799990487
XHI,0.07175917887740475
AGRS,0.0751964238215905
C2,0.0808334342267617
TECH,0.0978068408057794
AV,0.1147195153407163
EVIL,0.1173296757093635
NVC,0.12000935772569565
QBC,0.1230986887662909
ENT,0.12476781211311405
RLC,0.13403740621763205
PKB,0.14015867056017164
LANA,0.14384437450975707
EUC,0.15005241419954765
EQB,0.15344361753957855
PUT,0.15766905633272324
VERI,0.1594848661289146
JLP,0.18693073671035437
COOL,0.18772171516131292
SNRG,0.19205720582726105
XDN,0.2123817329866739
XPX,0.21502155238884166
DCT,0.22016702194932186
NMC,0.23383296686906174
SANDG,0.26686013658966445
FIRO,0.27148771945023725
AMS,0.2761110621161905
2GIVE,0.2800844007182799
PLU,0.2840390844440829
EDRC,0.29800620784723675
IOTA,0.3168715510507373
ZOOM,0.33195897197870383
RBY,0.3491199130648335
ZYD,0.3506229352422616
CLUB,0.3614480839564511
DEM,0.3686927971236301
CKC,0.3819662807794325
BCN,0.3940125062185905
CYT,0.40291762773153483
XQN,0.40867479102323223
KIN,0.4331931100037809
ACOIN,0.44288774056748004
LAMB,0.47896873077817825
VAL,0.5053474687718735
PXC,0.5059521702707084
NEVA,0.518822704249856
KURT,0.5208126382241626
ICOB,0.5483700297707459
SILK,0.5486763580733465
HVCO,0.555713861695253
CANN,0.5566244447616933
NXS,0.5631085690153155
BLAZR,0.5633722275122026
FOREX,0.5652389843462395
SIGNA,0.5669739543809404
BTCS,0.5836181383510681
WINGS,0.6284867755015655
TAB,0.6405933520981646
NXT,0.646931567210553
LMC,0.6504761552105196
IRL,0.6774783641754102
AMBER,0.6838916795641846
CRW,0.6863666368016581
LOG,0.6880284331609778
XWC,0.7024171962810412
WYZ,0.711006174685475
NEWB,0.7253928356704249
CARBON,0.7306531395994861
CF,0.7319857466377271
SXC,0.7359873815873559
SWT,0.7411843590741822
XCP,0.7509050472316274
MNTC,0.7510989891802607
SLS,0.7536040426012365
SKR,0.7557280275346641
MCN,0.7826082700556575
PTOY,0.7871928517770734
BOLI,0.7910078279558894
GLC,0.8033353071856935
BSTY,0.8100295190209232
AXIOM,0.819470861873201
MST,0.8377915622414009
42,0.8396190270346438
PAK,0.8447858491220602
LUN,0.8490014998514868
LDOGE,0.8564746754589933
XPM,0.8585221539078729
HBN,0.8691225206054811
DCY,0.8750834966129811
QTZ,0.8896009701774177
MAY,0.8969430821866057
XBC,0.8987250767695009
ADC,0.9171917135537779
ZER,0.921558629246805
ZENI,0.9228810027355651
ALIAS,0.9306108050873296
CLAM,0.9331200420197299
SWIFT,0.9461404226278891
PIE,0.9482239535788278
BS,0.9498380561462698
ARGUS,0.9503189131259868
XPTX,0.9523459740894356
FRC,0.958176977238289
POT,0.9590093559359406
DGC,0.9594828007121659
HMQ,0.9620709269944809
TES,0.965293803990446
SIB,0.973053624901322
LUNC,0.9756923738412956
IXC,0.9787007373311922
ILC,0.9905816835737811
