TIMESTAMP,AART_OPEN_PRICE_USD,AART_HIGH_PRICE_USD,AART_LOW_PRICE_USD,AART_CLOSE_PRICE_USD,AART_VOLUME_USD,AART_DIVIDENDS_USD,AART_STOCK_SPLITS_USD
2021-12-28 00:00:00+00:00,0.03966499865055084,0.04600600153207779,0.015444999560713768,0.023617999628186226,1607080,0.0,0.0
2021-12-29 00:00:00+00:00,0.023811999708414078,0.031525999307632446,0.020029999315738678,0.020521000027656555,460833,0.0,0.0
2021-12-30 00:00:00+00:00,0.020521000027656555,0.020521000027656555,0.017218999564647675,0.01832200028002262,197026,0.0,0.0
2021-12-31 00:00:00+00:00,0.018323000520467758,0.02434699982404709,0.018205000087618828,0.022197000682353973,242734,0.0,0.0
2022-01-01 00:00:00+00:00,0.0221950002014637,0.03128499910235405,0.02111000008881092,0.02393300086259842,732993,0.0,0.0
2022-01-02 00:00:00+00:00,0.02393300086259842,0.02402300015091896,0.02043999917805195,0.021351000294089317,141770,0.0,0.0
2022-01-03 00:00:00+00:00,0.021351000294089317,0.022631000727415085,0.019310999661684036,0.01938600093126297,89482,0.0,0.0
2022-01-04 00:00:00+00:00,0.01938600093126297,0.0200009997934103,0.01815900020301342,0.018411999568343163,68658,0.0,0.0
2022-01-05 00:00:00+00:00,0.018411999568343163,0.019927000626921654,0.018214000388979912,0.018331000581383705,43686,0.0,0.0
2022-01-06 00:00:00+00:00,0.018331000581383705,0.0186149999499321,0.016995999962091446,0.017278000712394714,30588,0.0,0.0
2022-01-07 00:00:00+00:00,0.017278999090194702,0.017873000353574753,0.01506900042295456,0.01737700030207634,45848,0.0,0.0
2022-01-08 00:00:00+00:00,0.017379000782966614,0.018955999985337257,0.01310800015926361,0.0159939993172884,83414,0.0,0.0
2022-01-09 00:00:00+00:00,0.0159939993172884,0.017263999208807945,0.015666000545024872,0.016985999420285225,46774,0.0,0.0
2022-01-10 00:00:00+00:00,0.016985999420285225,0.01918400079011917,0.015724999830126762,0.01903500035405159,48897,0.0,0.0
