TIMESTAMP,PUGWIF_OPEN_PRICE_USD,PUGWIF_HIGH_PRICE_USD,PUGWIF_LOW_PRICE_USD,PUGWIF_CLOSE_PRICE_USD,PUGWIF_VOLUME_USD,PUGWIF_DIVIDENDS_USD,PUGWIF_STOCK_SPLITS_USD
2024-09-26 00:00:00+00:00,0.0011699999449774623,0.0017010000301524997,0.001145999995060265,0.0012989999959245324,12947,0.0,0.0
2024-09-27 00:00:00+00:00,0.0012989999959245324,0.0015079999575391412,0.0011609999928623438,0.0013599999947473407,12307,0.0,0.0
2024-09-28 00:00:00+00:00,0.0013599999947473407,0.0014049999881535769,0.001066999975591898,0.0014049999881535769,7659,0.0,0.0
2024-09-29 00:00:00+00:00,0.0014049999881535769,0.002056000055745244,0.0013409999664872885,0.0018680000212043524,13331,0.0,0.0
2024-09-30 00:00:00+00:00,0.0018680000212043524,0.0026289999950677156,0.0015960000455379486,0.002595999976620078,25700,0.0,0.0
2024-10-01 00:00:00+00:00,0.002595999976620078,0.00367600005120039,0.002558999927714467,0.0031739999540150166,68615,0.0,0.0
2024-10-02 00:00:00+00:00,0.0031739999540150166,0.005022000055760145,0.0031560000497847795,0.00392800010740757,83106,0.0,0.0
2024-10-03 00:00:00+00:00,0.00392800010740757,0.005131999962031841,0.0034409998916089535,0.004197999835014343,85883,0.0,0.0
2024-10-04 00:00:00+00:00,0.004197999835014343,0.004416000097990036,0.003809999907389283,0.004011000040918589,30024,0.0,0.0
2024-10-05 00:00:00+00:00,0.004011000040918589,0.004271999932825565,0.0032319999299943447,0.0036879999097436666,38645,0.0,0.0
2024-10-06 00:00:00+00:00,0.0036879999097436666,0.005582999903708696,0.003117999993264675,0.005293999798595905,81179,0.0,0.0
2024-10-07 00:00:00+00:00,0.005293999798595905,0.005669999867677689,0.0033950000070035458,0.0036619999445974827,71651,0.0,0.0
2024-10-08 00:00:00+00:00,0.0036619999445974827,0.0039079999551177025,0.002546000061556697,0.003392999991774559,49695,0.0,0.0
2024-10-09 00:00:00+00:00,0.003392999991774559,0.003392999991774559,0.0021349999587982893,0.002604000037536025,44650,0.0,0.0
2024-10-10 00:00:00+00:00,0.002604000037536025,0.0030269999988377094,0.0018119999440386891,0.0030239999759942293,19635,0.0,0.0
2024-10-11 00:00:00+00:00,0.0030239999759942293,0.0030799999367445707,0.002701000077649951,0.0028009999077767134,3063,0.0,0.0
2024-10-12 00:00:00+00:00,0.0028009999077767134,0.00304899993352592,0.0024939998984336853,0.0027860000263899565,6367,0.0,0.0
2024-10-13 00:00:00+00:00,0.0027860000263899565,0.0027920000720769167,0.002125999890267849,0.0026179999113082886,10760,0.0,0.0
2024-10-14 00:00:00+00:00,0.0026179999113082886,0.003089000005275011,0.0020210000220686197,0.0023169999476522207,23253,0.0,0.0
2024-10-15 00:00:00+00:00,0.0023169999476522207,0.002360000042244792,0.0017890000017359853,0.0018619999755173922,125301,0.0,0.0
2024-10-16 00:00:00+00:00,0.0018619999755173922,0.0019910000264644623,0.0017689999658614397,0.0019450000254437327,45199,0.0,0.0
