TIMESTAMP,TRUMPDOGE_OPEN_PRICE_USD,TRUMPDOGE_HIGH_PRICE_USD,TRUMPDOGE_LOW_PRICE_USD,TRUMPDOGE_CLOSE_PRICE_USD,TRUMPDOGE_VOLUME_USD,TRUMPDOGE_DIVIDENDS_USD,TRUMPDOGE_STOCK_SPLITS_USD
2024-03-25 00:00:00+00:00,,,,0.0,294660,0.0,0.0
2024-03-26 00:00:00+00:00,,,,0.0,68896,0.0,0.0
2024-03-27 00:00:00+00:00,,,,0.0,6224,0.0,0.0
2024-03-28 00:00:00+00:00,,,,0.0,4537,0.0,0.0
2024-03-29 00:00:00+00:00,,,,0.0,6572,0.0,0.0
2024-03-30 00:00:00+00:00,,,,0.0,1743,0.0,0.0
2024-03-31 00:00:00+00:00,,,,0.0,3246,0.0,0.0
2024-04-01 00:00:00+00:00,,,,0.0,1091,0.0,0.0
2024-04-02 00:00:00+00:00,,,,0.0,2803,0.0,0.0
2024-04-03 00:00:00+00:00,,,,0.0,980,0.0,0.0
2024-04-04 00:00:00+00:00,,,,0.0,1578,0.0,0.0
2024-04-05 00:00:00+00:00,,,,0.0,1078,0.0,0.0
2024-04-06 00:00:00+00:00,,,,0.0,4958,0.0,0.0
2024-04-07 00:00:00+00:00,,,,0.0,2387,0.0,0.0
2024-04-08 00:00:00+00:00,,,,0.0,323,0.0,0.0
2024-04-09 00:00:00+00:00,,,,0.0,1233,0.0,0.0
2024-04-10 00:00:00+00:00,,,,0.0,327,0.0,0.0
2024-04-11 00:00:00+00:00,,,,0.0,634,0.0,0.0
2024-04-12 00:00:00+00:00,,,,0.0,126,0.0,0.0
2024-04-13 00:00:00+00:00,,,,0.0,1175,0.0,0.0
2024-04-14 00:00:00+00:00,,,,0.0,441,0.0,0.0
2024-04-15 00:00:00+00:00,,,,0.0,887,0.0,0.0
2024-04-16 00:00:00+00:00,,,,0.0,151,0.0,0.0
2024-04-17 00:00:00+00:00,,,,0.0,3875,0.0,0.0
2024-04-18 00:00:00+00:00,,,,0.0,24489,0.0,0.0
2024-04-19 00:00:00+00:00,,,,0.0,23552,0.0,0.0
2024-04-20 00:00:00+00:00,,,,0.0,7251,0.0,0.0
2024-04-21 00:00:00+00:00,,,,0.0,5598,0.0,0.0
2024-04-22 00:00:00+00:00,,,,0.0,1794,0.0,0.0
2024-04-23 00:00:00+00:00,,,,0.0,2363,0.0,0.0
2024-04-24 00:00:00+00:00,,,,0.0,2664,0.0,0.0
2024-04-25 00:00:00+00:00,,,,0.0,969,0.0,0.0
2024-04-26 00:00:00+00:00,,,,0.0,3303,0.0,0.0
2024-04-27 00:00:00+00:00,,,,0.0,2902,0.0,0.0
2024-04-28 00:00:00+00:00,,,,0.0,2306,0.0,0.0
2024-04-29 00:00:00+00:00,,,,0.0,3935,0.0,0.0
2024-04-30 00:00:00+00:00,,,,0.0,1567,0.0,0.0
2024-05-01 00:00:00+00:00,,,,0.0,698,0.0,0.0
2024-05-02 00:00:00+00:00,,,,0.0,250,0.0,0.0
2024-05-03 00:00:00+00:00,,,,0.0,2351,0.0,0.0
2024-05-04 00:00:00+00:00,,,,0.0,1632,0.0,0.0
2024-05-05 00:00:00+00:00,,,,0.0,796,0.0,0.0
2024-05-06 00:00:00+00:00,,,,0.0,412,0.0,0.0
2024-05-07 00:00:00+00:00,,,,0.0,1293,0.0,0.0
2024-05-08 00:00:00+00:00,,,,0.0,484,0.0,0.0
2024-05-09 00:00:00+00:00,,,,0.0,86,0.0,0.0
2024-05-10 00:00:00+00:00,,,,0.0,452,0.0,0.0
2024-05-11 00:00:00+00:00,,,,0.0,244,0.0,0.0
2024-05-12 00:00:00+00:00,,,,0.0,75,0.0,0.0
2024-05-13 00:00:00+00:00,,,,0.0,30,0.0,0.0
2024-05-15 00:00:00+00:00,,,,0.0,367,0.0,0.0
2024-05-16 00:00:00+00:00,,,,0.0,176,0.0,0.0
2024-05-17 00:00:00+00:00,,,,0.0,286,0.0,0.0
2024-05-19 00:00:00+00:00,,,,0.0,631,0.0,0.0
2024-05-20 00:00:00+00:00,,,,0.0,3468,0.0,0.0
2024-05-21 00:00:00+00:00,,,,0.0,1036,0.0,0.0
2024-05-22 00:00:00+00:00,,,,0.0,1226,0.0,0.0
2024-05-24 00:00:00+00:00,,,,0.0,56,0.0,0.0
2024-05-25 00:00:00+00:00,,,,0.0,323,0.0,0.0
2024-05-26 00:00:00+00:00,,,,0.0,798,0.0,0.0
2024-05-27 00:00:00+00:00,,,,0.0,151,0.0,0.0
2024-05-28 00:00:00+00:00,,,,0.0,146,0.0,0.0
2024-05-29 00:00:00+00:00,,,,0.0,54,0.0,0.0
2024-05-30 00:00:00+00:00,,,,0.0,505,0.0,0.0
2024-05-31 00:00:00+00:00,,,,0.0,26742,0.0,0.0
2024-06-01 00:00:00+00:00,,,,0.0,33090,0.0,0.0
2024-06-02 00:00:00+00:00,,,,0.0,9692,0.0,0.0
2024-06-03 00:00:00+00:00,,,,0.0,7788,0.0,0.0
2024-06-04 00:00:00+00:00,,,,0.0,16898,0.0,0.0
2024-06-05 00:00:00+00:00,,,,0.0,34160,0.0,0.0
2024-06-06 00:00:00+00:00,,,,0.0,4321,0.0,0.0
2024-06-07 00:00:00+00:00,,,,0.0,1826,0.0,0.0
2024-06-08 00:00:00+00:00,,,,0.0,1023,0.0,0.0
2024-06-09 00:00:00+00:00,,,,0.0,1589,0.0,0.0
2024-06-10 00:00:00+00:00,,,,0.0,5062,0.0,0.0
2024-06-11 00:00:00+00:00,,,,0.0,326,0.0,0.0
