,XMR
XMR,1.0
BTC,0.5582719655311069
DASH,0.5567864896992772
ZEC,0.5450775028988549
ETH,0.5428143161933507
LTC,0.5255966332875014
QTUM,0.4861005617322926
ETC,0.4842618277755943
XLM,0.4729173293673057
XRP,0.4647240946316646
AXIOM,0.4566039783487143
DGB,0.4342444422039843
SC,0.4267885775123074
LSK,0.4267347033016094
BTS,0.4229950090469161
ZET,0.4143300328171487
BAT,0.409495329492663
XEM,0.4085273723507144
DOGE,0.4037721955001422
MONA,0.4013836324435961
GAS,0.3998590842010064
ZEN,0.3989164129991195
GNO,0.3982481897984901
2GIVE,0.3974612855570931
DCR,0.3894078065196039
FIRO,0.3861863516494263
HBN,0.3844230478915237
AE,0.3808144945262109
STEEM,0.3725017358263283
ACES,0.3706089111456214
CJ,0.3668761137255052
AV,0.3649915889386378
SNRG,0.363386626620062
VEC2,0.3633832398268864
XQN,0.3621283395450982
NEWB,0.3618586314415933
WAVES,0.3618052670845407
XPY,0.3613389048640748
CREVA,0.360885906022181
VLT,0.3605924088424889
GCC,0.3585317555917979
PXI,0.3581567899332386
ICOB,0.3574018568438456
PKB,0.3556613378852795
ZENI,0.3533826013347143
POST,0.3519989889732869
KMD,0.3492122555969524
C2,0.348723207627103
IBANK,0.3470823865089132
ZYD,0.3468872144967856
SONG,0.3458697701810118
EUC,0.345771166406838
RBIES,0.3448601855751562
IMS,0.3445873744922117
EVIL,0.343020476314323
WBB,0.3428117687713627
SPR,0.3416909546755587
CF,0.3383157010620327
RLC,0.3382859534979363
FRN,0.3374597438808229
CANN,0.3369751563938344
ADC,0.3368377576421387
BERN,0.3365976396600695
42,0.3362865929670508
VIDZ,0.3331033623852223
EFL,0.3330588677346661
BLAZR,0.3327043015652055
CAB,0.3316113845027634
ENT,0.3315852977297552
CLAM,0.3315555577728237
ARGUS,0.3294707019842063
ACOIN,0.3292960535864876
NXT,0.3291286137902681
SWING,0.3281563257409288
ANT,0.3256240291933973
ADZ,0.3250420535368098
LTCR,0.3243713935017553
PPC,0.3236176588344269
QBC,0.3234179650812114
TRST,0.3233026585645629
ICON,0.3225511182138557
MST,0.3220120831003566
MOTO,0.3207504256620758
OPAL,0.3202649646311254
BITS,0.3199341751830817
WINGS,0.3193214126110258
ARK,0.3187994505088338
VTC,0.3173957035889475
EDRC,0.315797657215477
RBT,0.314636664427108
MAY,0.3142072049096929
BLU,0.3139131244547202
UNIT,0.3136277561136635
SANDG,0.30985671649115
NEVA,0.3095697086377656
TAJ,0.3074951510963377
START,0.3061371953560564
HMQ,0.3059436560063953
XHI,0.3053952168841271
MAID,0.3040875355141998
KOBO,0.3020322424302339
NETKO,0.30199885419581
SYS,0.3015934350533373
KURT,0.301560279816033
SIB,0.300836283023383
LUN,0.2998276489284743
HVCO,0.2996132737522719
GRS,0.2987306297823066
XPM,0.2969910012449515
BLK,0.2938964512138037
NAV,0.2927588125726164
LANA,0.2922954342121501
FRC,0.2882099438690701
PIVX,0.2875305159876706
CRW,0.2862631173840524
XDN,0.286192192290435
PXC,0.2853976034515359
XBY,0.2846534175012483
