,XMR
MARI,1.0
BTC,0.6442190003202586
ETH,0.6340283875479553
DASH,0.6243190059178237
ZEC,0.6202325251838405
LTC,0.6202281574072099
ETC,0.583483277672561
QTUM,0.5776261892157054
XLM,0.5733182053119353
XRP,0.5672686900770304
DGB,0.5428301356763257
SC,0.538991725769127
BAT,0.5375771256510683
XEM,0.5355042798129608
LSK,0.5318120875461363
BTS,0.5311564968066576
GAS,0.5236988850196046
FIRO,0.5207680744664832
AXIOM,0.5163451664791758
DOGE,0.5157268949763831
DCR,0.5085816127847633
NEOS,0.5
STEEM,0.4978357085686453
KMD,0.4910030024680371
GNO,0.4810199307107375
WAVES,0.4791741349295395
ZEN,0.4786282148802311
2GIVE,0.4769799232422346
MONA,0.4730849164428924
RLC,0.4728092802766316
AE,0.4690613731808623
SYS,0.4676662354568376
ARK,0.4676071501962972
PIVX,0.4566726396552656
PXI,0.4544760634809771
NEWB,0.4530959224715343
GRS,0.4479960155660423
ANT,0.442349913559376
NAV,0.4353259172216054
RBIES,0.433983860554499
SONG,0.4310886904394348
HBN,0.4280171520170996
NXS,0.4230602177475783
POST,0.4215819264706857
SNRG,0.4207727744468937
GCC,0.4192122951135393
VEC2,0.4188356416892478
LUN,0.4162111699191438
SPR,0.4149551724619635
CANN,0.4144282006430302
PKB,0.4126127512120216
SIB,0.4119495774106835
AV,0.4096112018464357
ZENI,0.4092640091303891
WINGS,0.409090382038586
IBANK,0.4055477638337507
VAL,0.4039448678746218
WBB,0.400185778791904
CJ,0.3993084620213569
VLT,0.3991133389462579
CAB,0.398121596952006
ICOB,0.3980802614751576
ADC,0.3979164100346315
CREVA,0.3963838846638648
VTC,0.3956465618935436
VIDZ,0.3918615297835152
ZYD,0.390986190225223
XQN,0.390478800127742
PPC,0.3899099481221115
QBC,0.3892373968352228
UNIT,0.3890129725466499
NXT,0.3889813650019809
ADZ,0.3879500915131746
OPAL,0.3879062741857333
XPY,0.3861182083942686
SWING,0.385659411301148
IMS,0.3847309458885191
CF,0.3838775801808649
TAJ,0.3810456181903509
XHI,0.3809641902277295
ICON,0.3807550494554356
ACOIN,0.3806847935966672
BERN,0.3794002289334204
BLAZR,0.3789769110476052
FRN,0.3788405055159279
LBC,0.3786934242104849
BITS,0.377184234240326
LAMB,0.3762462681696593
ACES,0.3758587140924933
MAID,0.3743641276721651
EUC,0.3731332754095546
TRST,0.3729088341695034
EVIL,0.3701290668936951
C2,0.3675703364810995
LTCR,0.3666291312290517
KURT,0.3658346126999078
RBT,0.3657401409452122
PXC,0.3638050957072641
MAY,0.3633347315814578
MST,0.3631036117416297
BLU,0.362795952632985
EDRC,0.3616557588883767
LUNC,0.359199182336542
WGR,0.3586823434335719
SP,0.3581632653061224
CYT,0.3559201223510325
ARGUS,0.3546573121743229
NMC,0.3544343372489532
IOTA,0.3529556032325689
NETKO,0.3525548771572712
AMS,0.3500762351402515
KOBO,0.3477437794834009
EFL,0.3470380974679842
FRC,0.3459815575226848
SANDG,0.3441483164247645
MOTO,0.3441442839671845
GBYTE,0.3434094602203797
42,0.342427769450656
START,0.3420756827044869
PASC,0.3414776579164529
ENT,0.337719643353948
SLS,0.3357577484849266
OK,0.3322549431696554
CRW,0.3296801672310158
XST,0.3253406362495898
FTC,0.3179485397246639
ZCL,0.3176125659960643
RBY,0.3158617721030118
HMQ,0.3147150064651456
CNT,0.3123481312935593
HVCO,0.3108718284847356
XMS,0.3104401489513426
AMBER,0.3102821265468314
ZET,0.3051364549322857
XPM,0.3050105756413367
CLAM,0.3030272412332813
NEVA,0.3028756144086518
BCN,0.2959090248131464
SWIFT,0.295838808260395
CLUB,0.2951767598583629
NVC,0.2935361878481652
PTOY,0.2929379115945167
XDN,0.2905123182518367
LDOGE,0.2895899522275882
LANA,0.2891523098673706
PLU,0.2859359691959635
SWT,0.285222941005974
VERI,0.2835085735258282
POT,0.2830009002428222
BLK,0.2802955557590383
BTCS,0.2725847732671497
CSC,0.2719957528567883
XCP,0.2719655952182519
XPTX,0.2682433141938594
DCY,0.2649141549765073
TECH,0.2637097374589339
KIN,0.2625797944825751
JLP,0.2575076950594668
ALIAS,0.2551159335909294
PHR,0.251378393222945
BCDN,0.2498513018292558
XPX,0.2492533548408564
SXC,0.2482791620091311
XWC,0.2433034107413244
CLOAK,0.243124648103511
CKC,0.2408652415208641
XBY,0.2407630242054334
LOG,0.2384322560481898
XBC,0.237843615473771
DEM,0.2362999674273621
ZER,0.235425929481636
RDD,0.2339333239414284
GLC,0.2321722581640326
JKC,0.2263305322128851
AGRS,0.2243993178524515
HUSH,0.2219366143525012
CARBON,0.2207469463853524
TES,0.2170029243279841
IXC,0.2148967608418261
BOLI,0.213317531608424
HNC,0.2114066911813779
PAK,0.208630032227243
ILC,0.2035358347526293
NOBL,0.2021052486168765
IFC,0.1975164283116675
BIS,0.1959774460674867
SKULL,0.1949189972042895
BSTY,0.1928151565071086
FOREX,0.1916681165814601
DGC,0.1916456834095132
SIGNA,0.1899072044638604
CETI,0.1849049538394853
HBD,0.1832989436786983
BTA,0.1714267054125761
PUT,0.1707268064966452
SHND,0.1705826575029069
