,XMR
BTC,0.6673051087120954
DASH,0.6623319666192671
ETH,0.6583294338223594
LTC,0.653678957173869
ZEC,0.6413647359985798
QTUM,0.6120536005926122
ETC,0.605727364004369
XLM,0.5994351831002506
BAT,0.5841266084655025
LSK,0.5803469262001703
DGB,0.5750425878834607
BTS,0.571842068105218
SC,0.5704027971355072
XRP,0.5702774996338338
FIRO,0.568358278040822
XEM,0.5637846320968498
GAS,0.5636778492830021
DCR,0.5576084472854093
DOGE,0.5560491855012265
STEEM,0.5445788202456934
KMD,0.5443623977244965
RLC,0.5341825368181812
AXIOM,0.5332693132908072
PIVX,0.5327930642301825
ARK,0.532164132099404
ZEN,0.5283698356210509
GNO,0.5276583698100793
2GIVE,0.5266096164637148
SYS,0.5183514000089031
WAVES,0.5136119204516519
MONA,0.5016518013605462
NEOS,0.5
AE,0.4958558601710124
ANT,0.4914026500585005
GRS,0.4910477498801361
NEWB,0.488931373651567
ZET,0.4862315095310085
SONG,0.4769255159640719
PXI,0.4695037797724452
NAV,0.4657593187290104
GCC,0.465154593174334
AV,0.4608624064303293
PKB,0.4598008854318433
HBN,0.4571585647096174
VTC,0.4554325330004309
NXS,0.4508903393846202
LUN,0.4486087545415979
VAL,0.4482475857155217
NXT,0.447687403363862
FRN,0.4463918316850605
SNRG,0.4459360387972094
SPR,0.4454855953407836
EVIL,0.4423059485338119
SXC,0.4409182141618081
RBIES,0.4406643064870533
VEC2,0.4403319013651899
C2,0.439269658842463
CJ,0.4379863675690388
ICOB,0.437515340240972
CANN,0.4369578140625481
CREVA,0.4360860014198636
BLAZR,0.4328860906442842
ZENI,0.4289290771464296
EFL,0.4268846023448691
UNIT,0.426709076409015
ACOIN,0.4266781510671337
XQN,0.4249417585292391
IBANK,0.4241273533244462
TAJ,0.4241188741833784
FRC,0.4227507579085501
LUNC,0.4223303154399901
BITS,0.4222232983684166
XPY,0.4218833914678665
LTCR,0.4202973270612151
WINGS,0.4166119390395966
POST,0.416078797960597
IMS,0.416062180402729
ACES,0.4156929657401623
CAB,0.4155749896193025
CF,0.4149006021238077
SIB,0.4148075748485867
ADZ,0.4136190924613276
VLT,0.4133749606079117
SWING,0.4126085901418772
PXC,0.4113641366217996
OPAL,0.4108717846952343
VIDZ,0.4101758217457683
SLS,0.4084250107442432
BLU,0.4081490975121129
XPM,0.4067909119391212
LBC,0.4053220281354147
EUC,0.4052793038696692
KURT,0.4044936757527787
ADC,0.4037474033499454
PPC,0.401865902148992
MAY,0.4018329391470436
ZYD,0.4006342628121023
WBB,0.3993038395933208
XHI,0.3989201020136729
QBC,0.3973327349716672
EDRC,0.3968823090447655
LAMB,0.3967825495975423
42,0.3950403476373108
CLAM,0.3942083659599757
ENT,0.392108047450644
CYT,0.3907201840358956
BERN,0.3906684010965361
HMQ,0.3885320135670075
MOTO,0.3877338220819133
TRST,0.3864264743054963
OK,0.384934302925878
FTC,0.3842864400309804
START,0.3841266160890558
GBYTE,0.3832450185542969
XST,0.3783731068671589
MST,0.3737865414834315
ARGUS,0.3724253439492635
RBT,0.36950847455235
AMS,0.369238618568097
ICON,0.3688739843768212
KOBO,0.3678813382541716
NETKO,0.3643524080201188
JLP,0.3557436208149507
WGR,0.3548301005770831
MAID,0.3548186705098776
CRW,0.3543674733911189
NEVA,0.3539955550729655
HVCO,0.3529476853463593
SWIFT,0.3525709400391008
IOTA,0.3468725059579092
CLUB,0.3449176021392777
SWT,0.3429931857092274
NMC,0.3414667307454094
BLK,0.3411377319384203
XDN,0.3406497549070207
RDD,0.3401734872990968
PASC,0.3393030450837598
RBY,0.3392935416627105
SANDG,0.3386476291844893
BCN,0.3370019998684943
CNT,0.3330289146638805
NVC,0.3323238328960166
LANA,0.3281136610129083
PTOY,0.3270185160022116
ZCL,0.325597466435488
TECH,0.3227114468320924
XBY,0.3184973397324711
XPTX,0.3175111348948983
XMS,0.315083481514
NOBL,0.3126177317151005
DEM,0.3076066141934064
SP,0.305
HUSH,0.3017365476194479
KIN,0.3000446245429589
BTCS,0.2952735554864569
VERI,0.2908856793339496
IXC,0.2904591702739184
HBD,0.2874218251129669
BOLI,0.280970871987683
SKR,0.2777374114737899
ALIAS,0.276376150602257
AMBER,0.2759181726562529
CLOAK,0.2757635008633618
BCDN,0.2747921603553759
CARBON,0.2732821706632465
GLC,0.2722069459636779
PLU,0.2636260615425901
PAK,0.2621503595036263
AGRS,0.259126786607926
POT,0.2585538597312303
XPX,0.2534413186595199
BIS,0.2526285525858973
LDOGE,0.2517663172384886
ZER,0.25150650286605
XBC,0.2510007046553498
XWC,0.2502431502041545
CSC,0.2480540344125273
CKC,0.2470918486647324
LOG,0.2449316131681131
TES,0.2440438109966881
XTO,0.2424771161591121
XCP,0.2360576059505348
ZUR,0.2328362893399046
PHR,0.2326091073983152
