,XMR
BTC,0.6416667842398619
ETH,0.6353464837465599
DASH,0.6251706047875967
ZEC,0.6225108585602841
LTC,0.6212209177633881
ETC,0.5831313398811603
QTUM,0.577948105299851
XLM,0.5752679797187049
XRP,0.5671964622955331
BAT,0.5430718751429967
SC,0.5425079826213314
DGB,0.5424303921023019
XEM,0.5386769404557175
LSK,0.5346507578781676
BTS,0.5301145707036994
FIRO,0.5235340696983091
GAS,0.5208659210417882
AXIOM,0.5201485718708355
DOGE,0.5183942513713068
DCR,0.5074471409158531
STEEM,0.4983533921312828
KMD,0.4872261703391262
GNO,0.4856875676400619
ZEN,0.4825882848338497
WAVES,0.4793597357051874
MONA,0.4760809247112882
2GIVE,0.4738684436733915
RLC,0.4734569788462037
SYS,0.47008630534721
ARK,0.4662691185840273
AE,0.4650757803839745
PXI,0.458910180019563
PIVX,0.4581489001811411
NEWB,0.4537040694351501
ANT,0.4418753881435784
GRS,0.4380586703217605
NAV,0.4360689180616032
RBIES,0.4337354906070839
SONG,0.4321267326044531
NXS,0.4240799892281592
POST,0.4218100324866737
HBN,0.4213453292711488
LUN,0.4184825857112015
GCC,0.4161412329421832
SNRG,0.4153256726464576
VEC2,0.4128813825198772
CANN,0.412663300623832
SIB,0.4125777382016342
SPR,0.4121379424336506
PKB,0.4100660874125809
WINGS,0.4095521305551141
ICOB,0.4082018953733849
VAL,0.4049987737250883
CJ,0.4004497549495884
AV,0.3996644166549738
ZENI,0.3982675688719213
CREVA,0.3980944363186079
QBC,0.3959733363944594
IBANK,0.3959710869790944
CAB,0.3959057394405234
NXT,0.3932735664738402
UNIT,0.3930542261728074
VTC,0.3924408158833765
ADC,0.3901611501028569
VIDZ,0.3877631566268814
WBB,0.3872805307375135
ZYD,0.3871355218629936
PPC,0.3863871991008002
VLT,0.3856946975937788
OPAL,0.3845625317545849
XQN,0.3838059591880141
BLAZR,0.383692564808639
SWING,0.3832789669659435
ADZ,0.3830841430057256
XHI,0.3818721721814594
CF,0.3808934542778608
BERN,0.379703545843699
LBC,0.3784163260859081
LAMB,0.3784019368464718
XPY,0.3784002559700898
MAID,0.3782664766197323
C2,0.3776105812699851
FRN,0.3774077739583052
ACOIN,0.3757808161487989
IMS,0.3754980298534052
ACES,0.3749933115340839
