,XMR
MARI,1.0
BTC,0.6278657147008306
ETH,0.6176296553275563
DASH,0.6171520167559912
ZEC,0.6072964056603898
LTC,0.6051811664079921
ETC,0.5641509523334212
QTUM,0.5634321142101153
XLM,0.5552346743745491
XRP,0.5423666866595155
DGB,0.5236368894665182
SC,0.5196727707595683
BAT,0.5185677346880576
LSK,0.5183861187315209
BTS,0.5140270361656227
XEM,0.5116233061790606
AXIOM,0.5065917574973833
GAS,0.5020254348863503
FIRO,0.4997116934637601
DOGE,0.4984856318372647
DCR,0.4907612518764074
STEEM,0.4783174141929874
GNO,0.4731535144898421
ZEN,0.4721256870835628
2GIVE,0.4687298172341085
KMD,0.467950956532153
MONA,0.4630503187395807
WAVES,0.4584877645427299
RLC,0.4546836873597382
AE,0.452701877065515
ARK,0.4462099628471406
SYS,0.439424343966572
NEWB,0.4393974992499612
PXI,0.435261703301556
PIVX,0.4337862800135649
ANT,0.4253129952387131
HBN,0.4227360234723474
SONG,0.4215026772972429
GRS,0.4189582663875614
GCC,0.4147599692054636
RBIES,0.4133109608059481
SNRG,0.4113552781276557
PKB,0.4095352654854313
VEC2,0.4088580413503003
AV,0.4087824034675942
NAV,0.4074782416462088
SPR,0.4035674162279891
POST,0.4028674364728108
CJ,0.4011551745663723
ICOB,0.40029983848334
CANN,0.4002561179308112
CREVA,0.3978625571061294
ZENI,0.3974608141208636
LUN,0.3957825397751044
NXS,0.3947585710302013
IBANK,0.3931821476615511
XQN,0.3903387143475234
VTC,0.3902289035915746
NXT,0.3897677371574878
VLT,0.3896938514976093
WINGS,0.3886439660610806
XPY,0.3869351901740749
CAB,0.3853034276286488
SIB,0.3850427933710718
FRN,0.3850249637600291
ACES,0.3842884756280902
C2,0.3832934460551627
WBB,0.3823954794735252
ADC,0.3821656802823931
BLAZR,0.3820649670164335
ZYD,0.3814107973492762
VIDZ,0.3807259676353468
UNIT,0.3806010078105339
EVIL,0.3803746489926768
IMS,0.3802196326592162
CF,0.3794968344111415
ZET,0.3786639449988298
ACOIN,0.3781099535997719
SWING,0.3774258235374744
ADZ,0.3774238451292594
VAL,0.3770604119659349
QBC,0.3764903583206402
