TIMESTAMP,WOETH_OPEN_PRICE_USD,WOETH_HIGH_PRICE_USD,WOETH_LOW_PRICE_USD,WOETH_CLOSE_PRICE_USD,WOETH_VOLUME_USD,WOETH_DIVIDENDS_USD,WOETH_STOCK_SPLITS_USD
2024-05-06 00:00:00+00:00,3242.87890625,3242.87890625,3242.87890625,3242.87890625,9,0.0,0.0
2024-05-07 00:00:00+00:00,3242.87890625,3242.87890625,3242.87890625,3242.87890625,0,0.0,0.0
2024-05-08 00:00:00+00:00,3242.87890625,3242.87890625,3242.87890625,3242.87890625,0,0.0,0.0
2024-05-09 00:00:00+00:00,3242.87890625,3290.688232421875,3168.2939453125,3290.688232421875,4502,0.0,0.0
2024-05-10 00:00:00+00:00,3290.688232421875,3290.7099609375,3153.982666015625,3153.982666015625,3,0.0,0.0
2024-05-11 00:00:00+00:00,3153.982666015625,3181.250732421875,3151.718994140625,3157.060791015625,2753,0.0,0.0
2024-05-12 00:00:00+00:00,3157.060791015625,3168.200927734375,3157.060791015625,3164.483154296875,970,0.0,0.0
2024-05-13 00:00:00+00:00,3164.483154296875,3231.488525390625,3164.483154296875,3231.488525390625,3934,0.0,0.0
2024-05-14 00:00:00+00:00,3231.488525390625,3231.884765625,3226.731201171875,3226.731201171875,0,0.0,0.0
2024-05-15 00:00:00+00:00,3226.731201171875,3226.731201171875,3226.731201171875,3226.731201171875,0,0.0,0.0
2024-05-16 00:00:00+00:00,3226.731201171875,3285.9052734375,3226.731201171875,3285.566650390625,230,0.0,0.0
2024-05-17 00:00:00+00:00,3285.566650390625,3304.039306640625,3259.3056640625,3303.61962890625,1129,0.0,0.0
2024-05-18 00:00:00+00:00,3303.61962890625,3304.21630859375,3303.61962890625,3304.21630859375,0,0.0,0.0
2024-05-19 00:00:00+00:00,3304.21630859375,3304.21630859375,3304.21630859375,3304.21630859375,0,0.0,0.0
2024-05-20 00:00:00+00:00,3304.21630859375,3940.812744140625,3304.21630859375,3940.812744140625,5,0.0,0.0
2024-05-21 00:00:00+00:00,3940.812744140625,3940.812744140625,3621.8427734375,3621.8427734375,0,0.0,0.0
2024-05-22 00:00:00+00:00,3621.8427734375,4084.005615234375,3621.8427734375,4073.42578125,5900,0.0,0.0
2024-05-23 00:00:00+00:00,4073.42578125,4205.4599609375,4073.42578125,4205.4599609375,1795,0.0,0.0
2024-05-24 00:00:00+00:00,4205.4599609375,4205.4599609375,4144.4267578125,4144.4267578125,0,0.0,0.0
2024-05-25 00:00:00+00:00,4144.4267578125,4144.4267578125,4144.4267578125,4144.4267578125,0,0.0,0.0
2024-05-26 00:00:00+00:00,4144.4267578125,4146.33447265625,4114.86376953125,4144.7216796875,53,0.0,0.0
2024-05-27 00:00:00+00:00,4144.7216796875,4144.7216796875,4114.0576171875,4114.0576171875,0,0.0,0.0
2024-05-28 00:00:00+00:00,4114.0576171875,4186.24951171875,4114.0576171875,4186.24951171875,1,0.0,0.0
