TIMESTAMP,FORS18196_OPEN_PRICE_USD,FORS18196_HIGH_PRICE_USD,FORS18196_LOW_PRICE_USD,FORS18196_CLOSE_PRICE_USD,FORS18196_VOLUME_USD,FORS18196_DIVIDENDS_USD,FORS18196_STOCK_SPLITS_USD
2022-02-19 00:00:00+00:00,0.0004830000107176602,0.0004830000107176602,0.00032500000088475645,0.0003429999924264848,439753,0.0,0.0
2022-02-20 00:00:00+00:00,0.0003429999924264848,0.0003499999875202775,0.00022200000239536166,0.00023299999884329736,145560,0.0,0.0
2022-02-21 00:00:00+00:00,0.00023299999884329736,0.0002519999979995191,0.000195999993593432,0.0001990000018849969,91256,0.0,0.0
2022-02-22 00:00:00+00:00,0.0001990000018849969,0.00023499999952036887,0.00015700000221841037,0.00019099999917671084,51093,0.0,0.0
2022-02-23 00:00:00+00:00,0.00019099999917671084,0.00020900000527035445,0.00017600000137463212,0.00019099999917671084,42023,0.0,0.0
2022-02-24 00:00:00+00:00,0.00019099999917671084,0.00020799999765586108,0.00017100000695791095,0.00018600000475998968,49777,0.0,0.0
2022-02-25 00:00:00+00:00,0.00018600000475998968,0.00019700000120792538,0.00017499999376013875,0.00018099999579135329,47141,0.0,0.0
2022-02-26 00:00:00+00:00,0.00018099999579135329,0.0002010000025620684,0.00014200000441633165,0.0001880000054370612,41379,0.0,0.0
2022-02-27 00:00:00+00:00,0.0001880000054370612,0.00020199999562464654,0.00016500000492669642,0.00019700000120792538,50519,0.0,0.0
2022-02-28 00:00:00+00:00,0.00019700000120792538,0.00020199999562464654,0.00017100000695791095,0.00017600000137463212,40912,0.0,0.0
2022-03-01 00:00:00+00:00,0.00017600000137463212,0.00019999999494757503,0.00016999999934341758,0.0001829999964684248,37432,0.0,0.0
2022-03-02 00:00:00+00:00,0.0001829999964684248,0.00019700000120792538,0.00015300000086426735,0.0001630000042496249,41214,0.0,0.0
2022-03-03 00:00:00+00:00,0.0001630000042496249,0.00021499999274965376,0.000155999994603917,0.00018899999849963933,66695,0.0,0.0
2022-03-04 00:00:00+00:00,0.00018899999849963933,0.00019200000679120421,0.00017800000205170363,0.00018099999579135329,69140,0.0,0.0
2022-03-05 00:00:00+00:00,0.00018099999579135329,0.0001990000018849969,0.00016999999934341758,0.00018200000340584666,47923,0.0,0.0
2022-03-06 00:00:00+00:00,0.00018200000340584666,0.00019200000679120421,0.00016999999934341758,0.0001849999971454963,34095,0.0,0.0
2022-03-07 00:00:00+00:00,0.0001849999971454963,0.00020300000323913991,0.0001740000006975606,0.00018400000408291817,48128,0.0,0.0
2022-03-08 00:00:00+00:00,0.00018400000408291817,0.00019299999985378236,0.00016999999934341758,0.00017299999308306724,42396,0.0,0.0
2022-03-09 00:00:00+00:00,0.00017299999308306724,0.0001849999971454963,0.00011600000289035961,0.0001340000017080456,43224,0.0,0.0
2022-03-10 00:00:00+00:00,0.0001340000017080456,0.00014800000644754618,7.699999696342275e-05,0.00010599999950500205,26015,0.0,0.0
