TIMESTAMP,4CHAN_OPEN_PRICE_USD,4CHAN_HIGH_PRICE_USD,4CHAN_LOW_PRICE_USD,4CHAN_CLOSE_PRICE_USD,4CHAN_VOLUME_USD,4CHAN_DIVIDENDS_USD,4CHAN_STOCK_SPLITS_USD
2023-05-03 00:00:00+00:00,,,,0.0,11945555,0.0,0.0
2023-05-04 00:00:00+00:00,,,,0.0,6629167,0.0,0.0
2023-05-05 00:00:00+00:00,,,,0.0,2864681,0.0,0.0
2023-05-06 00:00:00+00:00,,,,0.0,2182762,0.0,0.0
2023-05-07 00:00:00+00:00,,,,0.0,1394099,0.0,0.0
2023-05-08 00:00:00+00:00,,,,0.0,600318,0.0,0.0
2023-05-09 00:00:00+00:00,,,,0.0,644252,0.0,0.0
2023-05-10 00:00:00+00:00,,,,0.0,352280,0.0,0.0
2023-05-11 00:00:00+00:00,,,,0.0,184360,0.0,0.0
2023-05-12 00:00:00+00:00,,,,0.0,195224,0.0,0.0
2023-05-13 00:00:00+00:00,,,,0.0,235348,0.0,0.0
2023-05-14 00:00:00+00:00,,,,0.0,207276,0.0,0.0
2023-05-15 00:00:00+00:00,,,,0.0,127728,0.0,0.0
2023-05-16 00:00:00+00:00,,,,0.0,89056,0.0,0.0
2023-05-17 00:00:00+00:00,,,,0.0,99006,0.0,0.0
2023-05-18 00:00:00+00:00,,,,0.0,168351,0.0,0.0
2023-05-19 00:00:00+00:00,,,,0.0,115644,0.0,0.0
2023-05-20 00:00:00+00:00,,,,0.0,220667,0.0,0.0
2023-05-21 00:00:00+00:00,,,,0.0,103040,0.0,0.0
2023-05-22 00:00:00+00:00,,,,0.0,155899,0.0,0.0
2023-05-23 00:00:00+00:00,,,,0.0,97838,0.0,0.0
2023-05-24 00:00:00+00:00,,,,0.0,89466,0.0,0.0
2023-05-25 00:00:00+00:00,,,,0.0,48981,0.0,0.0
2023-05-26 00:00:00+00:00,,,,0.0,56541,0.0,0.0
2023-05-27 00:00:00+00:00,,,,0.0,69304,0.0,0.0
2023-05-28 00:00:00+00:00,,,,0.0,52671,0.0,0.0
2023-05-29 00:00:00+00:00,,,,0.0,36683,0.0,0.0
2023-05-30 00:00:00+00:00,,,,0.0,414903,0.0,0.0
2023-05-31 00:00:00+00:00,,,,0.0,615789,0.0,0.0
2023-06-01 00:00:00+00:00,,,,0.0,234451,0.0,0.0
2023-06-02 00:00:00+00:00,,,,0.0,344837,0.0,0.0
2023-06-03 00:00:00+00:00,,,,0.0,322683,0.0,0.0
2023-06-04 00:00:00+00:00,,,,0.0,97701,0.0,0.0
2023-06-05 00:00:00+00:00,,,,0.0,187129,0.0,0.0
2023-06-06 00:00:00+00:00,,,,0.0,189600,0.0,0.0
2023-06-07 00:00:00+00:00,,,,0.0,99849,0.0,0.0
2023-06-08 00:00:00+00:00,,,,0.0,114048,0.0,0.0
2023-06-09 00:00:00+00:00,,,,0.0,136735,0.0,0.0
2023-06-10 00:00:00+00:00,,,,0.0,308500,0.0,0.0
2023-06-11 00:00:00+00:00,,,,0.0,775434,0.0,0.0
2023-06-12 00:00:00+00:00,,,,0.0,1330978,0.0,0.0
2023-06-13 00:00:00+00:00,,,,0.0,617982,0.0,0.0
2023-06-14 00:00:00+00:00,,,,0.0,312812,0.0,0.0
2023-06-15 00:00:00+00:00,,,,0.0,905117,0.0,0.0
2023-06-16 00:00:00+00:00,,,,0.0,4184220,0.0,0.0
2023-06-17 00:00:00+00:00,,,,0.0,5105429,0.0,0.0
2023-06-18 00:00:00+00:00,,,,0.0,2375400,0.0,0.0
2023-06-19 00:00:00+00:00,,,,0.0,3225760,0.0,0.0
2023-06-20 00:00:00+00:00,,,,0.0,7610811,0.0,0.0
2023-06-21 00:00:00+00:00,,,,0.0,6053364,0.0,0.0
2023-06-22 00:00:00+00:00,,,,0.0,5931605,0.0,0.0
2023-06-23 00:00:00+00:00,,,,0.0,7822493,0.0,0.0
2023-06-24 00:00:00+00:00,,,,0.0,4077139,0.0,0.0
2023-06-25 00:00:00+00:00,,,,0.0,2656006,0.0,0.0
2023-06-26 00:00:00+00:00,,,,0.0,2836060,0.0,0.0
2023-06-27 00:00:00+00:00,,,,0.0,2476953,0.0,0.0
2023-06-28 00:00:00+00:00,,,,0.0,2630880,0.0,0.0
2023-06-29 00:00:00+00:00,,,,0.0,1965509,0.0,0.0
2023-06-30 00:00:00+00:00,,,,0.0,2759076,0.0,0.0
2023-07-01 00:00:00+00:00,,,,0.0,2240549,0.0,0.0
2023-07-02 00:00:00+00:00,,,,0.0,1231783,0.0,0.0
2023-07-03 00:00:00+00:00,,,,0.0,1503676,0.0,0.0
2023-07-04 00:00:00+00:00,,,,0.0,1045338,0.0,0.0
2023-07-05 00:00:00+00:00,,,,0.0,1056009,0.0,0.0
2023-07-06 00:00:00+00:00,,,,0.0,1007780,0.0,0.0
2023-07-07 00:00:00+00:00,,,,0.0,1185645,0.0,0.0
2023-07-08 00:00:00+00:00,,,,0.0,1185511,0.0,0.0
2023-07-09 00:00:00+00:00,,,,0.0,855738,0.0,0.0
2023-07-10 00:00:00+00:00,,,,0.0,831015,0.0,0.0
2023-07-11 00:00:00+00:00,,,,0.0,747466,0.0,0.0
2023-07-12 00:00:00+00:00,,,,0.0,972462,0.0,0.0
2023-07-13 00:00:00+00:00,,,,0.0,1062790,0.0,0.0
2023-07-14 00:00:00+00:00,,,,0.0,537799,0.0,0.0
2023-07-15 00:00:00+00:00,,,,0.0,762816,0.0,0.0
2023-07-16 00:00:00+00:00,,,,0.0,780373,0.0,0.0
2023-07-17 00:00:00+00:00,,,,0.0,703488,0.0,0.0
2023-07-18 00:00:00+00:00,,,,0.0,1038426,0.0,0.0
2023-07-19 00:00:00+00:00,,,,0.0,1000930,0.0,0.0
2023-07-20 00:00:00+00:00,,,,0.0,1686655,0.0,0.0
2023-07-21 00:00:00+00:00,,,,0.0,1513216,0.0,0.0
2023-07-22 00:00:00+00:00,,,,0.0,906477,0.0,0.0
2023-07-23 00:00:00+00:00,,,,0.0,1097977,0.0,0.0
2023-07-24 00:00:00+00:00,,,,0.0,854051,0.0,0.0
2023-07-25 00:00:00+00:00,,,,0.0,630327,0.0,0.0
2023-07-26 00:00:00+00:00,,,,0.0,872194,0.0,0.0
2023-07-27 00:00:00+00:00,,,,0.0,712691,0.0,0.0
2023-07-28 00:00:00+00:00,,,,0.0,529885,0.0,0.0
2023-07-29 00:00:00+00:00,,,,0.0,666391,0.0,0.0
2023-07-30 00:00:00+00:00,,,,0.0,590621,0.0,0.0
2023-07-31 00:00:00+00:00,,,,0.0,695978,0.0,0.0
2023-08-01 00:00:00+00:00,,,,0.0,660677,0.0,0.0
2023-08-02 00:00:00+00:00,,,,0.0,703912,0.0,0.0
2023-08-03 00:00:00+00:00,,,,0.0,663399,0.0,0.0
2023-08-04 00:00:00+00:00,,,,0.0,929040,0.0,0.0
2023-08-05 00:00:00+00:00,,,,0.0,525638,0.0,0.0
2023-08-06 00:00:00+00:00,,,,0.0,699511,0.0,0.0
2023-08-07 00:00:00+00:00,,,,0.0,549306,0.0,0.0
2023-08-08 00:00:00+00:00,,,,0.0,614064,0.0,0.0
2023-08-09 00:00:00+00:00,,,,0.0,718129,0.0,0.0
2023-08-10 00:00:00+00:00,,,,0.0,668813,0.0,0.0
2023-08-11 00:00:00+00:00,,,,0.0,563538,0.0,0.0
2023-08-12 00:00:00+00:00,,,,0.0,567843,0.0,0.0
2023-08-13 00:00:00+00:00,,,,0.0,734881,0.0,0.0
2023-08-14 00:00:00+00:00,,,,0.0,540495,0.0,0.0
2023-08-15 00:00:00+00:00,,,,0.0,869279,0.0,0.0
2023-08-16 00:00:00+00:00,,,,0.0,776291,0.0,0.0
2023-08-17 00:00:00+00:00,,,,0.0,611632,0.0,0.0
2023-08-18 00:00:00+00:00,,,,0.0,572191,0.0,0.0
2023-08-19 00:00:00+00:00,,,,0.0,525820,0.0,0.0
2023-08-20 00:00:00+00:00,,,,0.0,573686,0.0,0.0
2023-08-21 00:00:00+00:00,,,,0.0,544116,0.0,0.0
2023-08-22 00:00:00+00:00,,,,0.0,568034,0.0,0.0
2023-08-23 00:00:00+00:00,,,,0.0,530779,0.0,0.0
2023-08-24 00:00:00+00:00,,,,0.0,657147,0.0,0.0
2023-08-25 00:00:00+00:00,,,,0.0,793114,0.0,0.0
2023-08-26 00:00:00+00:00,,,,0.0,625775,0.0,0.0
2023-08-27 00:00:00+00:00,,,,0.0,632630,0.0,0.0
2023-08-28 00:00:00+00:00,,,,0.0,541033,0.0,0.0
2023-08-29 00:00:00+00:00,,,,0.0,608047,0.0,0.0
2023-08-30 00:00:00+00:00,,,,0.0,654384,0.0,0.0
2023-08-31 00:00:00+00:00,,,,0.0,607339,0.0,0.0
2023-09-01 00:00:00+00:00,,,,0.0,676462,0.0,0.0
2023-09-02 00:00:00+00:00,,,,0.0,617074,0.0,0.0
2023-09-03 00:00:00+00:00,,,,0.0,543613,0.0,0.0
2023-09-04 00:00:00+00:00,,,,0.0,641105,0.0,0.0
2023-09-05 00:00:00+00:00,,,,0.0,486824,0.0,0.0
2023-09-06 00:00:00+00:00,,,,0.0,569578,0.0,0.0
2023-09-07 00:00:00+00:00,,,,0.0,647638,0.0,0.0
2023-09-08 00:00:00+00:00,,,,0.0,557601,0.0,0.0
2023-09-09 00:00:00+00:00,,,,0.0,1425153,0.0,0.0
2023-09-10 00:00:00+00:00,,,,0.0,1433426,0.0,0.0
2023-09-11 00:00:00+00:00,,,,0.0,1178934,0.0,0.0
2023-09-12 00:00:00+00:00,,,,0.0,1185003,0.0,0.0
2023-09-13 00:00:00+00:00,,,,0.0,1276820,0.0,0.0
2023-09-14 00:00:00+00:00,,,,0.0,946726,0.0,0.0
2023-09-15 00:00:00+00:00,,,,0.0,851847,0.0,0.0
2023-09-16 00:00:00+00:00,,,,0.0,884275,0.0,0.0
