TIMESTAMP,PDX19511_OPEN_PRICE_USD,PDX19511_HIGH_PRICE_USD,PDX19511_LOW_PRICE_USD,PDX19511_CLOSE_PRICE_USD,PDX19511_VOLUME_USD,PDX19511_DIVIDENDS_USD,PDX19511_STOCK_SPLITS_USD
2022-04-19 00:00:00+00:00,21.558820724487305,21.639631271362305,21.1536865234375,21.1762638092041,768624,0.0,0.0
2022-04-20 00:00:00+00:00,21.1762638092041,21.36217498779297,21.08502769470215,21.169334411621094,752307,0.0,0.0
2022-04-21 00:00:00+00:00,21.169334411621094,21.461790084838867,19.287195205688477,19.640968322753906,763394,0.0,0.0
2022-04-22 00:00:00+00:00,19.640968322753906,20.269548416137695,18.74164581298828,20.11185646057129,724925,0.0,0.0
2022-04-23 00:00:00+00:00,20.11185646057129,20.153047561645508,19.568239212036133,20.08401107788086,855518,0.0,0.0
2022-04-24 00:00:00+00:00,20.08401107788086,20.35074806213379,19.8255672454834,19.836063385009766,956284,0.0,0.0
2022-04-25 00:00:00+00:00,19.836896896362305,21.682207107543945,19.47837257385254,21.25276756286621,833183,0.0,0.0
2022-04-26 00:00:00+00:00,21.25276756286621,21.937759399414062,21.096080780029297,21.933956146240234,882022,0.0,0.0
2022-04-27 00:00:00+00:00,21.933956146240234,25.89287567138672,21.908016204833984,25.890790939331055,1030735,0.0,0.0
2022-04-28 00:00:00+00:00,25.890790939331055,26.19272804260254,25.395450592041016,25.423521041870117,985287,0.0,0.0
2022-04-29 00:00:00+00:00,25.423521041870117,25.445371627807617,23.439441680908203,23.469392776489258,913053,0.0,0.0
2022-04-30 00:00:00+00:00,23.469392776489258,23.92923355102539,21.87791633605957,23.187637329101562,984153,0.0,0.0
2022-05-01 00:00:00+00:00,23.18714141845703,23.526851654052734,22.887052536010742,23.30447006225586,886358,0.0,0.0
2022-05-02 00:00:00+00:00,23.305219650268555,23.722991943359375,22.975059509277344,23.185680389404297,764204,0.0,0.0
2022-05-03 00:00:00+00:00,23.185680389404297,23.297637939453125,22.557432174682617,22.563770294189453,783123,0.0,0.0
2022-05-04 00:00:00+00:00,22.563770294189453,23.028884887695312,22.326129913330078,22.332088470458984,790844,0.0,0.0
2022-05-05 00:00:00+00:00,22.332088470458984,22.354568481445312,21.456729888916016,21.662935256958008,576540,0.0,0.0
2022-05-06 00:00:00+00:00,21.662935256958008,21.949756622314453,21.16739273071289,21.19637107849121,611613,0.0,0.0
2022-05-07 00:00:00+00:00,21.19637107849121,21.573867797851562,21.02684211730957,21.515335083007812,659326,0.0,0.0
2022-05-08 00:00:00+00:00,21.515335083007812,21.515335083007812,20.645584106445312,20.720394134521484,595127,0.0,0.0
2022-05-09 00:00:00+00:00,20.72079086303711,20.804594039916992,17.974456787109375,17.974456787109375,512183,0.0,0.0
2022-05-10 00:00:00+00:00,17.96709632873535,18.57918357849121,17.694311141967773,18.08924674987793,486240,0.0,0.0
2022-05-11 00:00:00+00:00,18.086946487426758,18.784164428710938,17.698810577392578,17.771652221679688,472584,0.0,0.0
2022-05-12 00:00:00+00:00,17.771827697753906,21.053842544555664,16.41539764404297,19.199697494506836,484101,0.0,0.0
2022-05-13 00:00:00+00:00,19.193851470947266,19.99506950378418,18.997905731201172,19.023279190063477,378619,0.0,0.0
2022-05-14 00:00:00+00:00,19.02406883239746,20.318471908569336,19.011409759521484,20.314916610717773,463364,0.0,0.0
2022-05-15 00:00:00+00:00,20.31460952758789,20.362117767333984,19.63165283203125,19.788183212280273,385643,0.0,0.0
2022-05-16 00:00:00+00:00,19.788352966308594,20.4925479888916,16.301177978515625,19.77837371826172,252640,0.0,0.0
2022-05-17 00:00:00+00:00,19.778240203857422,19.974674224853516,18.743410110473633,19.653934478759766,301339,0.0,0.0
2022-05-18 00:00:00+00:00,19.653705596923828,20.415042877197266,14.161523818969727,17.525964736938477,473871,0.0,0.0
2022-05-19 00:00:00+00:00,17.525772094726562,18.427249908447266,12.764275550842285,17.390777587890625,380060,0.0,0.0
2022-05-20 00:00:00+00:00,17.390155792236328,17.847126007080078,15.120304107666016,16.87279510498047,555082,0.0,0.0
2022-05-21 00:00:00+00:00,16.873668670654297,18.623075485229492,16.862924575805664,18.565053939819336,385468,0.0,0.0
2022-05-22 00:00:00+00:00,18.564987182617188,20.809255599975586,18.18739128112793,20.490846633911133,248543,0.0,0.0
2022-05-23 00:00:00+00:00,20.490821838378906,21.808317184448242,20.42902946472168,21.808317184448242,279536,0.0,0.0
2022-05-24 00:00:00+00:00,21.807449340820312,21.886991500854492,21.558612823486328,21.700321197509766,257523,0.0,0.0
2022-05-25 00:00:00+00:00,21.700021743774414,21.806413650512695,21.427114486694336,21.718124389648438,278585,0.0,0.0
2022-05-26 00:00:00+00:00,21.717937469482422,21.82435417175293,21.44515037536621,21.570598602294922,272803,0.0,0.0
2022-05-27 00:00:00+00:00,21.570484161376953,21.859630584716797,21.359527587890625,21.36115264892578,229485,0.0,0.0
2022-05-28 00:00:00+00:00,21.35366439819336,21.67109489440918,21.330434799194336,21.598426818847656,243660,0.0,0.0
