TIMESTAMP,ASKAI_OPEN_PRICE_USD,ASKAI_HIGH_PRICE_USD,ASKAI_LOW_PRICE_USD,ASKAI_CLOSE_PRICE_USD,ASKAI_VOLUME_USD,ASKAI_DIVIDENDS_USD,ASKAI_STOCK_SPLITS_USD
2025-04-06 00:00:00+00:00,,,,0.0,6,0.0,0.0
2025-04-18 00:00:00+00:00,,,,0.0,1,0.0,0.0
2025-05-27 00:00:00+00:00,,,,0.0,2,0.0,0.0
2025-05-29 00:00:00+00:00,,,,0.0,11,0.0,0.0
2025-06-01 00:00:00+00:00,1.165480065972238e-13,1.165480065972238e-13,1.15393006022875e-13,1.1539306023298362e-13,0,0.0,0.0
