TIMESTAMP,HOOT_OPEN_PRICE_USD,HOOT_HIGH_PRICE_USD,HOOT_LOW_PRICE_USD,HOOT_CLOSE_PRICE_USD,HOOT_VOLUME_USD,HOOT_DIVIDENDS_USD,HOOT_STOCK_SPLITS_USD
2024-10-29 00:00:00+00:00,0.0052089998498559,0.0062779998406767845,0.0044109998270869255,0.005754999816417694,1098510,0.0,0.0
2024-10-30 00:00:00+00:00,0.005754999816417694,0.006599000189453363,0.004712000023573637,0.004747999832034111,534813,0.0,0.0
2024-10-31 00:00:00+00:00,0.004747999832034111,0.00624299980700016,0.004317000042647123,0.004927999805659056,599185,0.0,0.0
2024-11-01 00:00:00+00:00,0.004927999805659056,0.005129000172019005,0.0009270000155083835,0.0009270000155083835,98716,0.0,0.0
2024-11-02 00:00:00+00:00,0.0009270000155083835,0.0009270000155083835,0.00025499999173916876,0.00025499999173916876,41458,0.0,0.0
2024-11-03 00:00:00+00:00,0.00025499999173916876,0.00025499999173916876,8.099999831756577e-05,8.199999865610152e-05,25604,0.0,0.0
2024-11-04 00:00:00+00:00,8.199999865610152e-05,0.00012099999730708078,8.099999831756577e-05,0.0001049999991664663,2802,0.0,0.0
2024-11-05 00:00:00+00:00,0.0001049999991664663,0.0001049999991664663,7.300000288523734e-05,7.300000288523734e-05,3672,0.0,0.0
2024-11-06 00:00:00+00:00,7.300000288523734e-05,7.79999973019585e-05,3.7000001611886546e-05,3.9999998989515007e-05,8217,0.0,0.0
2024-11-07 00:00:00+00:00,3.9999998989515007e-05,4.199999966658652e-05,1.1000000085914508e-05,1.1000000085914508e-05,16256,0.0,0.0
2024-11-08 00:00:00+00:00,1.1000000085914508e-05,0.0003260000084992498,7.999999979801942e-06,0.00017600000137463212,511447,0.0,0.0
2024-11-09 00:00:00+00:00,0.00017699999443721026,0.0019749999046325684,0.0001539999939268455,0.0011109999613836408,4521013,0.0,0.0
2024-11-10 00:00:00+00:00,0.0011109999613836408,0.0016110000433400273,0.0005150000215508044,0.0005430000019259751,1906345,0.0,0.0
2024-11-11 00:00:00+00:00,0.0005430000019259751,0.0011520000407472253,0.000307999987853691,0.0005130000063218176,1537370,0.0,0.0
2024-11-12 00:00:00+00:00,0.0005130000063218176,0.0006859999848529696,0.00029299999005161226,0.0004529999860096723,728650,0.0,0.0
2024-11-13 00:00:00+00:00,0.0004529999860096723,0.0004600000102072954,0.00024900000425986946,0.0002690000110305846,276378,0.0,0.0
2024-11-14 00:00:00+00:00,0.0002690000110305846,0.00031400000443682075,0.00014099999680183828,0.00016500000492669642,214702,0.0,0.0
2024-11-15 00:00:00+00:00,0.00016500000492669642,0.000493000028654933,0.00016500000492669642,0.00022000000171829015,282111,0.0,0.0
2024-11-16 00:00:00+00:00,0.00022000000171829015,0.00029600001289509237,0.00016900000628083944,0.00021699999342672527,136464,0.0,0.0
2024-11-17 00:00:00+00:00,0.00021699999342672527,0.0002840000088326633,0.0001900000061141327,0.00022000000171829015,78547,0.0,0.0
2024-11-18 00:00:00+00:00,0.00022000000171829015,0.00022699999681208283,0.00010399999882793054,0.0001250000059371814,96897,0.0,0.0
2024-11-19 00:00:00+00:00,0.0001250000059371814,0.00014400000509340316,8.099999831756577e-05,8.099999831756577e-05,62282,0.0,0.0
2024-11-20 00:00:00+00:00,8.099999831756577e-05,0.00010299999848939478,7.599999662488699e-05,9.699999645818025e-05,29699,0.0,0.0
2024-11-21 00:00:00+00:00,9.699999645818025e-05,0.0001340000017080456,8.399999933317304e-05,0.00010599999950500205,41601,0.0,0.0
2024-11-22 00:00:00+00:00,0.00010599999950500205,0.0001289999927394092,9.500000305706635e-05,9.600000339560211e-05,20048,0.0,0.0
2024-11-23 00:00:00+00:00,9.600000339560211e-05,0.00010399999882793054,8.800000068731606e-05,9.300000237999484e-05,12088,0.0,0.0
2024-11-24 00:00:00+00:00,9.300000237999484e-05,0.00010399999882793054,7.699999696342275e-05,8.099999831756577e-05,19410,0.0,0.0
2024-11-25 00:00:00+00:00,8.099999831756577e-05,8.800000068731606e-05,6.900000153109431e-05,6.900000153109431e-05,10255,0.0,0.0
