TIMESTAMP,FLAKY_OPEN_PRICE_USD,FLAKY_HIGH_PRICE_USD,FLAKY_LOW_PRICE_USD,FLAKY_CLOSE_PRICE_USD,FLAKY_VOLUME_USD,FLAKY_DIVIDENDS_USD,FLAKY_STOCK_SPLITS_USD
2024-07-23 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,8243,0.0,0.0
2024-07-24 00:00:00+00:00,,,,0.0,134598,0.0,0.0
2024-07-25 00:00:00+00:00,,,,0.0,39299,0.0,0.0
2024-07-26 00:00:00+00:00,,,,0.0,18380,0.0,0.0
2024-07-27 00:00:00+00:00,0.0,9.999999974752427e-07,0.0,9.999999974752427e-07,106308,0.0,0.0
2024-07-28 00:00:00+00:00,,,,0.0,77738,0.0,0.0
2024-07-29 00:00:00+00:00,,,,0.0,77602,0.0,0.0
2024-07-30 00:00:00+00:00,,,,0.0,77276,0.0,0.0
2024-07-31 00:00:00+00:00,,,,0.0,193028,0.0,0.0
2024-08-01 00:00:00+00:00,,,,0.0,89081,0.0,0.0
2024-08-02 00:00:00+00:00,,,,0.0,82092,0.0,0.0
2024-08-03 00:00:00+00:00,,,,0.0,65633,0.0,0.0
2024-08-04 00:00:00+00:00,,,,0.0,63059,0.0,0.0
2024-08-05 00:00:00+00:00,,,,0.0,58533,0.0,0.0
2024-08-07 00:00:00+00:00,,,,0.0,11,0.0,0.0
2024-08-08 00:00:00+00:00,,,,0.0,69899,0.0,0.0
2024-08-09 00:00:00+00:00,0.0,9.999999974752427e-07,0.0,9.999999974752427e-07,73286,0.0,0.0
2024-08-10 00:00:00+00:00,,,,0.0,73297,0.0,0.0
2024-08-11 00:00:00+00:00,,,,0.0,76340,0.0,0.0
2024-08-12 00:00:00+00:00,,,,0.0,15,0.0,0.0
2024-08-13 00:00:00+00:00,,,,0.0,65672,0.0,0.0
2024-08-14 00:00:00+00:00,,,,0.0,65674,0.0,0.0
2024-08-15 00:00:00+00:00,0.0,9.999999974752427e-07,0.0,9.999999974752427e-07,72303,0.0,0.0
2024-08-16 00:00:00+00:00,,,,0.0,75173,0.0,0.0
2024-08-17 00:00:00+00:00,0.0,9.999999974752427e-07,0.0,9.999999974752427e-07,139770,0.0,0.0
2024-08-18 00:00:00+00:00,,,,0.0,97869,0.0,0.0
2024-08-19 00:00:00+00:00,0.0,9.999999974752427e-07,0.0,9.999999974752427e-07,72933,0.0,0.0
2024-08-20 00:00:00+00:00,,,,0.0,119918,0.0,0.0
2024-08-21 00:00:00+00:00,,,,0.0,5,0.0,0.0
2024-08-22 00:00:00+00:00,,,,0.0,145645,0.0,0.0
2024-08-23 00:00:00+00:00,,,,0.0,76138,0.0,0.0
2024-08-24 00:00:00+00:00,0.0,9.999999974752427e-07,0.0,9.999999974752427e-07,100345,0.0,0.0
2024-08-25 00:00:00+00:00,,,,0.0,136841,0.0,0.0
2024-08-26 00:00:00+00:00,0.0,9.999999974752427e-07,0.0,9.999999974752427e-07,77738,0.0,0.0
2024-08-27 00:00:00+00:00,,,,0.0,121531,0.0,0.0
2024-08-28 00:00:00+00:00,0.0,9.999999974752427e-07,0.0,9.999999974752427e-07,170526,0.0,0.0
2024-08-29 00:00:00+00:00,,,,0.0,124388,0.0,0.0
2024-08-30 00:00:00+00:00,,,,0.0,107728,0.0,0.0
2024-08-31 00:00:00+00:00,,,,0.0,66756,0.0,0.0
2024-09-01 00:00:00+00:00,,,,0.0,85310,0.0,0.0
2024-09-02 00:00:00+00:00,,,,0.0,73843,0.0,0.0
2024-09-03 00:00:00+00:00,,,,0.0,80324,0.0,0.0
2024-09-04 00:00:00+00:00,,,,0.0,99952,0.0,0.0
2024-09-05 00:00:00+00:00,,,,0.0,113130,0.0,0.0
2024-09-06 00:00:00+00:00,,,,0.0,109415,0.0,0.0
