TIMESTAMP,CMETH_OPEN_PRICE_USD,CMETH_HIGH_PRICE_USD,CMETH_LOW_PRICE_USD,CMETH_CLOSE_PRICE_USD,CMETH_VOLUME_USD,CMETH_DIVIDENDS_USD,CMETH_STOCK_SPLITS_USD
2024-11-15 00:00:00+00:00,3191.077392578125,3268.914794921875,3165.380615234375,3250.9052734375,4999612,0.0,0.0
2024-11-16 00:00:00+00:00,3242.43603515625,3368.101806640625,3224.474853515625,3285.43359375,2272087,0.0,0.0
2024-11-17 00:00:00+00:00,3285.43359375,3308.723388671875,3196.711181640625,3226.0966796875,2684441,0.0,0.0
2024-11-18 00:00:00+00:00,3226.11083984375,3337.234375,3203.84130859375,3329.21826171875,5850363,0.0,0.0
2024-11-19 00:00:00+00:00,3329.21826171875,3372.006591796875,3228.8876953125,3266.867919921875,4569460,0.0,0.0
2024-11-20 00:00:00+00:00,3266.867919921875,3309.492919921875,3188.02880859375,3218.576171875,3776535,0.0,0.0
2024-11-21 00:00:00+00:00,3218.576171875,3547.5244140625,3192.19677734375,3528.33056640625,9425485,0.0,0.0
2024-11-22 00:00:00+00:00,3528.33056640625,3590.86865234375,3431.579833984375,3494.572021484375,5797362,0.0,0.0
2024-11-23 00:00:00+00:00,3494.572021484375,3665.775634765625,3483.324951171875,3563.856689453125,6171615,0.0,0.0
2024-11-24 00:00:00+00:00,3563.856689453125,3620.751953125,3444.412109375,3531.832275390625,4353187,0.0,0.0
2024-11-25 00:00:00+00:00,3531.832275390625,3703.760009765625,3463.12890625,3589.91162109375,13613917,0.0,0.0
2024-11-26 00:00:00+00:00,3589.91162109375,3698.28173828125,3423.087158203125,3492.13916015625,9140829,0.0,0.0
2024-11-27 00:00:00+00:00,3492.13916015625,3857.376708984375,3469.61181640625,3842.255126953125,11049062,0.0,0.0
2024-11-28 00:00:00+00:00,3842.255126953125,3842.255126953125,3709.75732421875,3761.054443359375,82516469,0.0,0.0
2024-11-29 00:00:00+00:00,3761.054443359375,3822.018310546875,3720.414794921875,3769.37841796875,66259690,0.0,0.0
2024-11-30 00:00:00+00:00,3769.37841796875,3912.16357421875,3742.960205078125,3895.405517578125,10119735,0.0,0.0
2024-12-01 00:00:00+00:00,3895.405517578125,3929.29345703125,3839.7138671875,3894.619384765625,3272833,0.0,0.0
2024-12-02 00:00:00+00:00,3894.619384765625,3934.8037109375,3749.599853515625,3824.4365234375,6376786,0.0,0.0
2024-12-03 00:00:00+00:00,3824.4365234375,3849.38916015625,3700.7138671875,3804.946044921875,8856925,0.0,0.0
2024-12-04 00:00:00+00:00,3804.94970703125,4090.63818359375,3802.269775390625,4033.55810546875,11284276,0.0,0.0
2024-12-05 00:00:00+00:00,4033.55810546875,4155.1162109375,3936.77783203125,4002.124755859375,14785667,0.0,0.0
2024-12-06 00:00:00+00:00,3981.968017578125,4295.4794921875,3977.96142578125,4213.09619140625,3284875,0.0,0.0
2024-12-07 00:00:00+00:00,4213.09619140625,4227.76220703125,4182.8974609375,4208.9638671875,2783995,0.0,0.0
2024-12-08 00:00:00+00:00,4207.798828125,4218.84228515625,4138.28564453125,4218.84228515625,1787825,0.0,0.0
2024-12-09 00:00:00+00:00,4218.84228515625,4218.88671875,3787.2138671875,3907.970458984375,4559216,0.0,0.0
2024-12-10 00:00:00+00:00,3910.444580078125,3962.5517578125,3715.9599609375,3815.27978515625,4367683,0.0,0.0
2024-12-11 00:00:00+00:00,3815.095947265625,4042.723388671875,3761.7421875,4031.03271484375,5284612,0.0,0.0
2024-12-12 00:00:00+00:00,4031.054931640625,4179.46875,3999.8583984375,4070.890869140625,9370317,0.0,0.0
2024-12-13 00:00:00+00:00,4071.00537109375,4157.06689453125,4056.826416015625,4103.50244140625,4172109,0.0,0.0
2024-12-14 00:00:00+00:00,4103.50244140625,4137.18310546875,4029.809814453125,4065.510009765625,3547676,0.0,0.0
2024-12-15 00:00:00+00:00,4065.510009765625,4166.36767578125,4034.02294921875,4161.5703125,2622471,0.0,0.0
