,K,Alpha,Tau,MSE
98,14,750,0.1,4.182177392484836e-09
99,15,1000,0.1,4.260541713774828e-09
100,12,500,0.1,4.4338940593378884e-09
101,15,1250,0.15,5.169057134576934e-09
102,15,500,0.05,7.621732002020313e-09
103,14,500,0.05,7.934381663248449e-09
104,15,250,0.05,9.681764460809284e-09
105,13,500,0.05,9.699499208985527e-09
106,15,1250,0.1,1.0486244807978666e-08
107,15,1000,0.05,1.4238027352641614e-08
108,14,750,0.05,1.451110618563156e-08
109,12,500,0.05,1.5281466798027233e-08
110,11,500,0.15,2.9929901444778287e-08
111,11,500,0.1,3.548810333560604e-08
112,12,750,0.3,3.7159604326606656e-08
113,15,250,0.15,4.637592610479575e-08
114,15,1500,0.1,7.371993225999793e-08
115,11,750,0.2,9.009480043898902e-08
116,15,1500,0.15,9.651701497433399e-08
117,15,1500,0.25,1.095934466595941e-07
118,15,1500,0.2,1.2458056837114323e-07
119,10,500,0.15,1.31675736699742e-07
120,12,750,0.2,1.5632123083086788e-07
121,11,750,0.1,1.7360588088386246e-07
122,15,750,0.05,1.922414338651317e-07
123,11,1000,0.25,2.1960338671696578e-07
124,13,1000,0.3,2.4453117476909417e-07
125,9,500,0.2,3.0427985062366735e-07
126,13,1000,0.2,3.1149953746988143e-07
127,7,250,0.15,3.9542874138877883e-07
128,12,750,0.1,4.0043950414082003e-07
129,15,1500,0.05,4.1851993436352424e-07
130,12,1250,0.25,5.109121151181659e-07
131,13,750,0.1,5.171009168803295e-07
132,13,750,0.15,5.225425821814059e-07
133,12,1000,0.25,5.947313670990823e-07
134,10,500,0.1,6.054518094619566e-07
135,14,1000,0.15,6.816393631954786e-07
136,11,500,0.05,7.246105337026e-07
137,13,750,0.05,7.6545229969588e-07
138,13,1250,0.25,8.385676746014987e-07
139,9,500,0.1,8.711417251782668e-07
140,13,1500,0.3,9.059847810341328e-07
141,12,1000,0.05,1.1045495049897919e-06
142,11,750,0.3,1.1269657279241494e-06
143,13,1500,0.2,1.19708830298983e-06
144,13,1000,0.05,1.3226622566731283e-06
145,14,1750,0.25,1.4214114960148684e-06
146,6,250,0.25,1.5047004780912502e-06
147,15,1250,0.05,1.5665100408040049e-06
148,8,500,0.2,1.7055621689608149e-06
149,15,2500,0.2,1.7404216135960048e-06
150,12,750,0.25,1.7526260917764135e-06
151,11,750,0.25,1.7704551079410379e-06
152,14,1250,0.15,1.779034391370386e-06
153,14,1000,0.05,1.9179396534383404e-06
154,8,500,0.15,1.926941367646556e-06
155,12,1750,0.25,1.9960348874473605e-06
156,13,2000,0.25,2.0830962416879985e-06
157,11,750,0.15,2.094079997259467e-06
158,9,500,0.05,2.11677273603753e-06
159,14,1000,0.1,2.1790495507935146e-06
160,14,1250,0.2,2.1796162158135213e-06
161,14,2250,0.3,2.203651109299161e-06
162,10,500,0.05,2.2522426960860697e-06
163,15,2250,0.2,2.393431351807609e-06
164,12,1500,0.25,2.439486817935013e-06
165,14,1500,0.1,2.44431344306077e-06
166,14,1500,0.2,2.6011781239127107e-06
167,10,750,0.2,2.6866143409485267e-06
168,15,1500,0.3,2.686840125609729e-06
169,15,2250,0.3,2.756844969659911e-06
170,7,250,0.1,2.7837365458683655e-06
171,15,2250,0.1,2.7966544938880486e-06
172,12,1250,0.1,3.047811347024685e-06
173,13,750,0.2,3.076649450047687e-06
174,14,1250,0.1,3.2345163232383688e-06
175,12,750,0.15,3.244970767224219e-06
176,13,1250,0.05,3.339107732361988e-06
177,7,500,0.3,3.3430688696362173e-06
178,14,2000,0.1,3.721559346451072e-06
179,15,250,0.0,3.7868837253652824e-06
180,13,1750,0.15,3.910305138562543e-06
181,13,1500,0.15,4.105181494197814e-06
182,6,250,0.3,4.1413053710049625e-06
183,14,2000,0.15,4.198685336025873e-06
184,12,1250,0.3,4.246024511875991e-06
185,14,1750,0.3,4.257176688257071e-06
186,7,250,0.05,4.363713105889556e-06
187,15,3000,0.3,4.39675242472841e-06
188,12,2000,0.2,4.4366423207236755e-06
189,15,500,0.0,4.5122953829694e-06
190,12,1000,0.3,4.535364465922756e-06
191,13,1000,0.25,4.573536867281141e-06
192,9,750,0.15,4.857132839979957e-06
193,12,1500,0.05,4.997241236382455e-06
194,10,750,0.05,5.097306084084648e-06
195,13,2000,0.1,5.3038837228862e-06
196,10,1250,0.3,5.306732037182836e-06
197,14,500,0.0,5.3117449575046925e-06
198,14,1250,0.05,5.3757154925302154e-06
199,14,1750,0.15,5.453377112986872e-06
200,6,250,0.1,5.49904721969235e-06
201,9,500,0.15,5.5068177338588205e-06
202,10,750,0.1,5.77621020224068e-06
203,15,1750,0.15,6.01867633914741e-06
204,15,3000,0.2,6.034551258081112e-06
205,14,1000,0.2,6.1378333705839255e-06
206,13,1750,0.3,6.148954362507655e-06
207,11,1000,0.3,6.257431560970526e-06
208,12,1000,0.15,6.2747476004071045e-06
209,12,2500,0.25,6.4058569537555915e-06
210,13,500,0.0,6.420759894562989e-06
211,8,500,0.3,6.4537374227920895e-06
212,13,1500,0.1,6.47580928719997e-06
213,8,1000,0.3,6.477746432315983e-06
214,14,250,0.0,6.5974911813949435e-06
215,14,2000,0.3,6.629290240175297e-06
216,14,1500,0.3,6.640376507260944e-06
217,13,250,0.0,6.680399432796159e-06
218,12,250,0.0,6.781323322681173e-06
219,13,1250,0.3,6.868338602618623e-06
220,12,750,0.05,6.937528420078826e-06
221,11,250,0.0,7.107036090698354e-06
222,13,1750,0.2,7.174002527371249e-06
223,11,750,0.05,7.201289983609667e-06
224,15,2000,0.1,7.246233457062797e-06
225,15,1750,0.1,7.270267495194506e-06
226,13,2000,0.3,7.346038224007473e-06
227,10,250,0.0,7.468914973296642e-06
228,10,750,0.25,7.598323049403916e-06
229,14,2250,0.1,7.787424871826328e-06
230,13,1250,0.15,7.853850348061518e-06
231,12,2000,0.1,7.930319358223601e-06
232,9,750,0.2,7.99638444267035e-06
233,15,2750,0.15,8.055998577750252e-06
234,11,1000,0.15,8.09408431098071e-06
235,12,2250,0.15,8.26818563854154e-06
236,14,1500,0.05,8.323444053333109e-06
237,14,2250,0.25,8.326088775025718e-06
238,13,1500,0.25,8.458638319965342e-06
239,9,750,0.05,8.68176311144935e-06
240,15,750,0.0,8.766606293609334e-06
241,14,1250,0.3,8.792716427445799e-06
242,14,1500,0.25,8.79299623982566e-06
243,13,1000,0.1,8.805478536591852e-06
244,9,250,0.0,8.890816239686778e-06
245,13,2750,0.3,9.015458482014792e-06
246,7,500,0.2,9.064724543136991e-06
247,12,1500,0.2,9.161338956280787e-06
248,15,2000,0.05,9.326460410357875e-06
249,12,2000,0.3,9.35517140847823e-06
250,12,2250,0.3,9.375488404735526e-06
251,7,500,0.15,9.601333527924251e-06
252,15,2250,0.15,9.614570726921314e-06
253,12,1250,0.2,9.634109808109596e-06
254,9,750,0.3,9.730571020719212e-06
255,12,1500,0.1,9.801510795542451e-06
256,13,2250,0.1,9.941498398223806e-06
257,10,750,0.3,1.0029745590133134e-05
258,15,2500,0.1,1.0079111882192782e-05
259,15,2500,0.3,1.0159921125300581e-05
260,10,1000,0.25,1.036639475061256e-05
261,14,750,0.0,1.0568652343829321e-05
262,14,2500,0.3,1.0716397117792613e-05
263,14,2750,0.25,1.077435175788319e-05
264,11,1000,0.2,1.0874278862594572e-05
265,12,1000,0.2,1.0922797609239638e-05
266,12,500,0.0,1.1091739792816021e-05
267,8,750,0.15,1.1099590592364972e-05
268,12,2750,0.25,1.111878830827575e-05
269,15,2500,0.25,1.1120778411257181e-05
270,9,750,0.25,1.162336774704773e-05
271,12,3000,0.2,1.185283744226346e-05
272,13,1000,0.15,1.201923616238169e-05
273,15,3000,0.15,1.2028768727202828e-05
274,15,2750,0.25,1.2217831053438028e-05
275,12,2000,0.15,1.262436979037465e-05
276,13,2250,0.25,1.2903384679935438e-05
277,14,2000,0.05,1.3074040639515073e-05
278,8,250,0.0,1.3099309951021601e-05
279,14,1250,0.25,1.310011658597212e-05
280,13,1750,0.1,1.347342850320364e-05
281,8,500,0.1,1.3667321028021242e-05
282,12,1000,0.1,1.3704825989453898e-05
283,12,2250,0.2,1.3839230020569717e-05
284,15,1750,0.2,1.4134069364535483e-05
285,12,1250,0.05,1.4361055506232213e-05
286,8,750,0.2,1.4382595090674989e-05
287,11,1750,0.1,1.465405641012331e-05
288,14,3250,0.25,1.514744082785056e-05
289,14,1750,0.1,1.5531259766915776e-05
290,11,500,0.0,1.554734941723424e-05
291,11,1250,0.05,1.554809073928614e-05
292,6,250,0.05,1.5760493029418183e-05
293,10,750,0.15,1.5854723923784732e-05
294,12,1250,0.15,1.6176289541039083e-05
295,12,1750,0.05,1.622684876698172e-05
296,14,1750,0.2,1.627218724218134e-05
297,11,1250,0.25,1.628793900032141e-05
298,13,2000,0.2,1.650323728064461e-05
299,8,500,0.25,1.66428768016784e-05
300,12,2750,0.3,1.6645903539884653e-05
301,13,1250,0.2,1.7043420374826202e-05
302,15,1750,0.05,1.717110990763454e-05
303,10,1500,0.15,1.738087655527505e-05
304,14,2000,0.25,1.7505692944103904e-05
305,10,1000,0.3,1.752606176980608e-05
306,15,2500,0.05,1.772276302438677e-05
307,14,3250,0.3,1.7843700620030797e-05
308,11,1750,0.2,1.7951886789544914e-05
309,14,2750,0.1,1.803084347822419e-05
310,14,2500,0.15,1.806492975130223e-05
311,6,250,0.15,1.8465496546523032e-05
312,13,750,0.0,1.8501015564965106e-05
313,15,2250,0.25,1.854708485517905e-05
314,13,2250,0.2,1.885181289738871e-05
315,14,2750,0.2,1.9264886267173854e-05
316,15,2750,0.2,1.949297341040118e-05
317,13,1250,0.1,1.962776644502717e-05
318,7,500,0.05,1.9658870444855165e-05
319,10,1000,0.15,1.9694348181310648e-05
320,15,2250,0.05,1.9730757615377625e-05
321,13,2250,0.3,1.973297640019065e-05
322,11,1250,0.1,1.9968746128707022e-05
323,14,2750,0.3,2.0124612384522018e-05
324,14,3500,0.3,2.0343363717954516e-05
325,4,250,0.25,2.0371191601390436e-05
326,15,3250,0.15,2.073774334071197e-05
327,10,1500,0.1,2.078305091123129e-05
328,15,3250,0.3,2.084271193370982e-05
329,11,1750,0.3,2.090673982387409e-05
330,15,2000,0.3,2.0956982992352796e-05
331,14,3000,0.25,2.1109795433454686e-05
332,10,1250,0.25,2.1135775355381584e-05
333,12,1500,0.3,2.119072599659079e-05
334,13,2000,0.15,2.1348671887680254e-05
335,13,2750,0.25,2.159614565126702e-05
336,7,250,0.0,2.1635969480518338e-05
337,11,1000,0.1,2.176326366626931e-05
338,13,2500,0.15,2.1947463756906234e-05
339,7,500,0.25,2.2055034140780296e-05
340,15,1000,0.0,2.2100373341619852e-05
341,11,1000,0.05,2.2128867105568437e-05
342,10,1250,0.1,2.271630757318647e-05
343,6,250,0.2,2.275669835084421e-05
344,10,1000,0.2,2.3075306819883307e-05
345,15,3250,0.1,2.309626845437937e-05
346,13,2000,0.05,2.311990225899627e-05
347,6,500,0.1,2.3137961292621333e-05
348,14,3000,0.1,2.324226479369508e-05
349,15,2750,0.1,2.33519154556754e-05
350,15,3500,0.2,2.416305052789059e-05
351,11,1250,0.3,2.4250413770428846e-05
352,10,1250,0.15,2.4297111628318146e-05
353,13,1500,0.05,2.4339964597489847e-05
354,5,250,0.15,2.4573847471195406e-05
355,13,3750,0.2,2.461194788869985e-05
356,8,1000,0.1,2.46646296748362e-05
357,8,750,0.05,2.4706301279790456e-05
358,14,2500,0.2,2.4952041341040726e-05
359,14,1000,0.0,2.518679970725105e-05
360,13,2750,0.15,2.53152425572543e-05
361,11,2250,0.3,2.5324105844756733e-05
362,15,3000,0.1,2.5392347904473348e-05
363,8,750,0.3,2.5430467578049652e-05
364,10,500,0.0,2.6141368309954142e-05
365,10,1000,0.05,2.6399356692180454e-05
366,7,500,0.1,2.6410656405108148e-05
367,15,3250,0.25,2.6543227595351653e-05
368,13,3000,0.3,2.77102462333086e-05
369,11,1500,0.25,2.792087268262901e-05
370,14,1500,0.15,2.819092185261565e-05
371,15,3500,0.1,2.819664963293098e-05
372,12,2500,0.2,2.8277970070682254e-05
373,12,1500,0.15,2.829525598657184e-05
374,12,2250,0.25,2.8304584329838122e-05
375,15,3000,0.05,2.8468057774498828e-05
376,11,1500,0.2,2.860549893240464e-05
377,13,1750,0.05,2.867628818956716e-05
378,14,3250,0.1,2.9107109122528634e-05
379,12,2250,0.05,2.9272120538176124e-05
380,14,2750,0.15,2.9452992923387532e-05
381,12,3500,0.25,2.9469329686228017e-05
382,15,2000,0.15,3.071656647140045e-05
383,13,2500,0.3,3.072317562821351e-05
384,11,1250,0.15,3.101883032377888e-05
385,12,2000,0.25,3.104014397413772e-05
386,11,1500,0.3,3.1203434240931156e-05
387,12,1750,0.2,3.1258048360217196e-05
388,15,2000,0.25,3.146219310901248e-05
389,11,2500,0.3,3.2279442349025465e-05
390,11,2250,0.15,3.2409309892460896e-05
391,15,4250,0.2,3.2452799647909365e-05
392,15,1250,0.0,3.2577698889989985e-05
393,9,500,0.0,3.262947676121073e-05
394,10,2000,0.3,3.272927454563937e-05
395,6,500,0.15,3.285513286246418e-05
396,12,2500,0.3,3.285696078274402e-05
397,13,3500,0.1,3.312022513094306e-05
398,13,2250,0.15,3.319455469570255e-05
399,12,1750,0.15,3.326894544121734e-05
400,10,2250,0.2,3.346400721838806e-05
401,15,3250,0.2,3.373553231278188e-05
402,15,3750,0.3,3.389982278513661e-05
403,9,1000,0.2,3.393588505981412e-05
404,14,4000,0.3,3.420219628450423e-05
405,12,750,0.0,3.429114533767152e-05
406,14,3250,0.2,3.458502621139503e-05
407,13,3500,0.3,3.467787834763116e-05
408,10,1750,0.3,3.498992310077282e-05
409,12,1750,0.3,3.5113639426074136e-05
410,14,3000,0.3,3.516210288174631e-05
411,13,1750,0.25,3.519377814082403e-05
412,4,250,0.05,3.5198729041330734e-05
413,15,4250,0.25,3.5564150779269204e-05
414,9,1000,0.15,3.563945616854688e-05
415,15,4750,0.25,3.587730903463191e-05
416,11,2000,0.3,3.5900324778991365e-05
417,8,500,0.05,3.621163605285903e-05
418,13,4000,0.1,3.623445357948106e-05
419,12,4000,0.25,3.646501096384762e-05
420,11,1250,0.2,3.665340055136556e-05
421,14,1750,0.05,3.667849361039783e-05
422,11,2500,0.05,3.672898944049253e-05
423,5,250,0.1,3.67939939248478e-05
424,15,2000,0.2,3.6909414826643645e-05
425,12,2500,0.1,3.7026980954412454e-05
426,12,2500,0.15,3.7167438823275926e-05
427,12,1750,0.1,3.719555156824604e-05
428,9,1500,0.2,3.725139964277436e-05
429,15,3750,0.2,3.730903199934495e-05
430,14,3500,0.2,3.7693611499029906e-05
431,6,500,0.25,3.77836206648199e-05
432,11,750,0.0,3.801534015070019e-05
433,6,750,0.3,3.870980761239884e-05
434,11,3000,0.3,3.8732650885407984e-05
435,15,4000,0.1,3.8942711745317964e-05
436,10,1750,0.1,3.8978203138893726e-05
437,10,1250,0.2,3.899204027234056e-05
438,15,3750,0.15,3.908940564701472e-05
439,14,2500,0.05,3.974780061495774e-05
440,15,3750,0.1,4.020572560576503e-05
441,6,500,0.3,4.0539257507789695e-05
442,11,2000,0.05,4.093182699214173e-05
443,15,3750,0.05,4.116558425484598e-05
444,13,4500,0.3,4.127785478849828e-05
445,13,3250,0.1,4.147889696887968e-05
446,15,4250,0.1,4.1565041292911316e-05
447,13,3750,0.3,4.1652563432294764e-05
448,10,2000,0.15,4.2300165755415176e-05
449,9,750,0.1,4.283061889891987e-05
450,10,2000,0.2,4.322399535910196e-05
451,14,2000,0.2,4.4393272844990796e-05
452,13,3000,0.25,4.454252887580775e-05
453,13,1000,0.0,4.459821726153326e-05
454,13,3750,0.15,4.4870496654976865e-05
455,10,1000,0.1,4.4947001654922905e-05
456,14,3500,0.15,4.562582964054738e-05
457,15,4250,0.3,4.587208226032353e-05
458,12,2000,0.05,4.58728788777711e-05
459,12,3750,0.2,4.5904460149881794e-05
460,11,2000,0.2,4.614667553712674e-05
461,14,2750,0.05,4.6512890520999394e-05
462,11,2500,0.25,4.657443634325567e-05
463,11,1500,0.15,4.7001107005514095e-05
464,15,4000,0.25,4.7128295985493934e-05
465,14,3000,0.2,4.750409733391555e-05
466,11,1500,0.05,4.78973685962079e-05
467,14,2250,0.05,4.8073284994150104e-05
468,9,1750,0.15,4.8111448915285926e-05
469,14,3750,0.25,4.83973605385726e-05
470,14,3500,0.25,4.849882128658857e-05
471,7,1000,0.1,4.894613629759888e-05
472,11,1750,0.25,4.894803802645949e-05
473,10,1500,0.05,4.9003579252508445e-05
474,8,750,0.25,4.919808916562907e-05
475,10,1750,0.15,4.972495729663308e-05
476,12,3250,0.15,5.022780641621466e-05
477,13,2500,0.05,5.027979440737744e-05
478,14,3000,0.15,5.036974148280021e-05
479,11,2250,0.25,5.048224443072371e-05
480,9,1250,0.3,5.064294383748444e-05
481,10,1250,0.05,5.068063693219606e-05
482,12,1000,0.0,5.07281102196471e-05
483,13,2500,0.25,5.0850190787697594e-05
484,10,2250,0.25,5.0980743357117746e-05
485,15,2750,0.05,5.127109768179397e-05
486,6,250,0.0,5.1332856310037536e-05
487,7,750,0.25,5.141902930028162e-05
488,15,2500,0.15,5.169737298421158e-05
489,8,1250,0.2,5.1798326450110895e-05
490,14,2500,0.25,5.29454718968495e-05
491,9,1500,0.15,5.3233442327254777e-05
492,10,1750,0.25,5.368131628982269e-05
493,5,500,0.2,5.378670212050395e-05
494,13,3250,0.25,5.381582272519543e-05
495,12,2750,0.2,5.3858091708998595e-05
496,15,4000,0.15,5.3912726021528434e-05
497,12,3000,0.1,5.4320455011713076e-05
498,14,2250,0.2,5.457671465110422e-05
499,13,2750,0.2,5.520614280712427e-05
500,14,2250,0.15,5.521337537750997e-05
501,9,1250,0.1,5.54849118905939e-05
502,11,2750,0.25,5.606581514890922e-05
503,13,2500,0.2,5.6067582429454164e-05
504,10,3000,0.25,5.6284895037668714e-05
505,15,4750,0.1,5.6578160605513324e-05
506,10,2500,0.05,5.6818053237103545e-05
507,13,3000,0.1,5.697088615629349e-05
508,8,750,0.1,5.712402873207559e-05
509,15,4000,0.05,5.723396223677789e-05
510,5,250,0.2,5.7455641551152736e-05
511,14,2500,0.1,5.746080138191433e-05
512,14,3500,0.1,5.752165274596346e-05
513,11,2000,0.1,5.763521826607998e-05
514,13,2250,0.05,5.802976034544226e-05
515,10,1500,0.2,5.828268773652528e-05
516,12,2750,0.1,5.8301152831616235e-05
517,15,4500,0.1,5.848344872590303e-05
518,12,2750,0.15,5.8564600662684654e-05
519,12,3750,0.1,5.861077853728418e-05
520,15,3500,0.3,5.8817865409433395e-05
521,12,2250,0.1,5.961575818205979e-05
522,14,5500,0.2,6.022889832349397e-05
523,12,3000,0.25,6.0307316166094516e-05
524,8,1750,0.15,6.035242637039693e-05
525,14,3250,0.15,6.036285407835634e-05
526,10,2750,0.3,6.062694790242715e-05
527,15,2750,0.3,6.0806252844733805e-05
528,6,750,0.15,6.098201902963052e-05
529,14,5000,0.2,6.115289635853159e-05
530,13,3750,0.25,6.132029242279726e-05
531,11,2500,0.1,6.143314491701148e-05
532,13,3500,0.15,6.197974546958053e-05
533,7,750,0.3,6.211184745740601e-05
534,11,2250,0.05,6.216286713948063e-05
535,11,2000,0.25,6.266260314170583e-05
536,14,4250,0.15,6.266572536233046e-05
537,10,1750,0.2,6.352565837821754e-05
538,14,4250,0.3,6.376105074524918e-05
539,13,4250,0.25,6.379781487569502e-05
540,11,2500,0.15,6.382339686344298e-05
541,9,1000,0.05,6.440570603361313e-05
542,14,3000,0.05,6.445688720591063e-05
543,13,2750,0.05,6.451360075268884e-05
544,15,4500,0.15,6.468855288758165e-05
545,13,5250,0.25,6.503160030391451e-05
546,10,2500,0.25,6.543951401140365e-05
547,15,5000,0.2,6.562862483203637e-05
548,15,5500,0.15,6.576298477761685e-05
549,14,4500,0.2,6.603360728632796e-05
550,14,1250,0.0,6.622208566346762e-05
551,12,3000,0.05,6.691893279385123e-05
552,15,4000,0.2,6.719875547578365e-05
553,10,2500,0.3,6.726363445464833e-05
554,8,1750,0.2,6.77906094671903e-05
555,6,500,0.05,6.819135678439417e-05
556,11,3500,0.25,6.850594402596361e-05
557,5,750,0.3,6.877736880518359e-05
558,14,3750,0.15,6.955287581698655e-05
559,13,1250,0.0,6.955932553856053e-05
560,12,4000,0.3,6.968052812136772e-05
561,13,2500,0.1,6.970091564802797e-05
562,9,1750,0.1,6.97482170858388e-05
563,8,500,0.0,6.97873158236557e-05
564,15,4500,0.25,7.016150862627286e-05
565,14,4000,0.05,7.022791055369279e-05
566,14,4000,0.15,7.062326716398008e-05
567,13,3500,0.25,7.089854033011459e-05
568,10,1500,0.3,7.094624768359302e-05
569,15,5250,0.3,7.166098326440315e-05
570,6,750,0.2,7.183564376870514e-05
571,14,4750,0.25,7.194814638944575e-05
572,4,250,0.3,7.254376048410723e-05
573,7,1500,0.3,7.268417393459189e-05
574,14,5250,0.25,7.308146414347227e-05
575,12,3500,0.3,7.3187263856137e-05
576,13,4500,0.2,7.344652695724519e-05
577,8,1500,0.3,7.354744492848328e-05
578,14,3750,0.3,7.420205177780448e-05
579,14,4250,0.25,7.442154170339991e-05
580,15,6500,0.25,7.458120330876591e-05
581,14,4500,0.3,7.460300126402292e-05
582,6,750,0.25,7.479659009350892e-05
583,15,3500,0.05,7.514049776479939e-05
584,12,3000,0.15,7.538212488429226e-05
585,9,1250,0.05,7.546304969325863e-05
586,13,3000,0.2,7.562939321397652e-05
587,4,250,0.1,7.57008419949862e-05
588,13,2750,0.1,7.584552186025869e-05
589,13,3000,0.05,7.600189758287676e-05
590,15,4750,0.2,7.607494278045973e-05
591,11,3000,0.2,7.627175131589791e-05
592,15,3000,0.25,7.645561277144125e-05
593,14,5000,0.25,7.663543407743598e-05
594,14,5750,0.25,7.677249770397606e-05
595,8,1500,0.2,7.697068616345174e-05
596,12,3750,0.3,7.71356148872063e-05
597,13,4250,0.1,7.766994688145858e-05
598,8,1250,0.1,7.793204305973843e-05
599,8,1000,0.05,7.795953851227483e-05
600,12,3250,0.1,7.811853640433859e-05
601,14,3250,0.05,7.901532834703023e-05
602,14,4250,0.05,7.937410581724464e-05
603,8,1500,0.25,7.96980605838103e-05
604,9,1000,0.1,8.004243355768382e-05
605,14,3750,0.2,8.071688376143046e-05
606,8,1000,0.2,8.101336735173164e-05
607,15,3250,0.05,8.108330600324342e-05
608,13,3250,0.2,8.164122420058383e-05
609,15,4000,0.3,8.176731326696083e-05
610,9,1000,0.25,8.21238490398757e-05
611,11,1750,0.05,8.237138466075662e-05
612,14,4750,0.2,8.241962712338476e-05
613,9,1000,0.3,8.255789046797812e-05
614,11,1500,0.1,8.333631658050796e-05
615,5,250,0.25,8.334614264107858e-05
616,6,1000,0.2,8.36257063996262e-05
617,10,2750,0.05,8.370335130180395e-05
618,11,3250,0.15,8.384039098020546e-05
619,7,750,0.1,8.414858698473174e-05
620,9,1500,0.05,8.432780593353514e-05
621,11,2500,0.2,8.459916227569899e-05
622,8,1000,0.15,8.485774063855635e-05
623,8,1250,0.15,8.488595718785508e-05
624,13,3750,0.1,8.502801529561261e-05
625,14,5250,0.15,8.515758294897196e-05
626,15,5750,0.2,8.528137966114337e-05
627,5,250,0.3,8.536498068422902e-05
628,13,4000,0.15,8.5431913775829e-05
629,13,3250,0.15,8.664711377149445e-05
630,9,2000,0.05,8.701768223832983e-05
631,8,1250,0.25,8.736514977544496e-05
632,15,4750,0.3,8.737135792559773e-05
