TIMESTAMP,PIM34185_OPEN_PRICE_USD,PIM34185_HIGH_PRICE_USD,PIM34185_LOW_PRICE_USD,PIM34185_CLOSE_PRICE_USD,PIM34185_VOLUME_USD,PIM34185_DIVIDENDS_USD,PIM34185_STOCK_SPLITS_USD
2024-12-03 00:00:00+00:00,0.0003209999995306134,0.00033400001120753586,0.00022699999681208283,0.0002789999998640269,72410,0.0,0.0
2024-12-04 00:00:00+00:00,0.0002789999998640269,0.00037200000951997936,0.0002610000083222985,0.0002809999859891832,55611,0.0,0.0
2024-12-05 00:00:00+00:00,0.0002809999859891832,0.00041599999531172216,0.0002640000020619482,0.0003330000035930425,112773,0.0,0.0
2024-12-06 00:00:00+00:00,0.0003330000035930425,0.0003330000035930425,0.0002640000020619482,0.0003129999968223274,33794,0.0,0.0
2024-12-07 00:00:00+00:00,0.0003129999968223274,0.00041099998634308577,0.0002880000101868063,0.0003209999995306134,101101,0.0,0.0
2024-12-08 00:00:00+00:00,0.0003229999856557697,0.00037900000461377203,0.00026599998818710446,0.00028700000257231295,45820,0.0,0.0
2024-12-09 00:00:00+00:00,0.00028700000257231295,0.0003929999948013574,0.00026199998683296144,0.00031599999056197703,78686,0.0,0.0
2024-12-10 00:00:00+00:00,0.00031599999056197703,0.00040499999886378646,0.0002840000088326633,0.00038499999209307134,72879,0.0,0.0
2024-12-11 00:00:00+00:00,0.00038499999209307134,0.0007130000158213079,0.00038499999209307134,0.0005499999970197678,161782,0.0,0.0
2024-12-12 00:00:00+00:00,0.0005499999970197678,0.0005810000002384186,0.0003859999997075647,0.0003859999997075647,105018,0.0,0.0
2024-12-13 00:00:00+00:00,0.0003859999997075647,0.0004619999963324517,0.00035799999022856355,0.00036800000816583633,34813,0.0,0.0
2024-12-14 00:00:00+00:00,0.00036800000816583633,0.0003870000073220581,0.00029399999766610563,0.0003539999888744205,31470,0.0,0.0
2024-12-15 00:00:00+00:00,0.0003539999888744205,0.0003539999888744205,0.0002770000137388706,0.0003220000071451068,34561,0.0,0.0
2024-12-16 00:00:00+00:00,0.0003220000071451068,0.00036800000816583633,0.00027099999715574086,0.0003100000030826777,46351,0.0,0.0
2024-12-17 00:00:00+00:00,0.0003100000030826777,0.0003110000106971711,0.0002800000074785203,0.0002880000101868063,17185,0.0,0.0
2024-12-18 00:00:00+00:00,0.0002880000101868063,0.00031900001340545714,0.00027099999715574086,0.0002770000137388706,15549,0.0,0.0
2024-12-19 00:00:00+00:00,0.0002770000137388706,0.00029600001289509237,0.00023099999816622585,0.0002410000015515834,25570,0.0,0.0
2024-12-20 00:00:00+00:00,0.0002410000015515834,0.00029600001289509237,0.00020700000459328294,0.00028700000257231295,15649,0.0,0.0
2024-12-21 00:00:00+00:00,0.00028700000257231295,0.0002969999914057553,0.00026000000070780516,0.0002610000083222985,6089,0.0,0.0
2024-12-22 00:00:00+00:00,0.0002610000083222985,0.0003169999981764704,0.00025099999038502574,0.0002840000088326633,13835,0.0,0.0
2024-12-23 00:00:00+00:00,0.0002840000088326633,0.0002969999914057553,0.00023600000713486224,0.00023799999326001853,11021,0.0,0.0
2024-12-24 00:00:00+00:00,0.00023799999326001853,0.00026599998818710446,0.0002280000044265762,0.00026500000967644155,8485,0.0,0.0
2024-12-25 00:00:00+00:00,0.00026500000967644155,0.00029200001154094934,0.0002610000083222985,0.0002739999908953905,13491,0.0,0.0
2024-12-26 00:00:00+00:00,0.0002739999908953905,0.00027600000612437725,0.00025499999173916876,0.0002570000069681555,6197,0.0,0.0
2024-12-27 00:00:00+00:00,0.0002570000069681555,0.0002629999944474548,0.0002119999990100041,0.0002119999990100041,6719,0.0,0.0
2024-12-28 00:00:00+00:00,0.0002119999990100041,0.00024900000425986946,0.00021100000594742596,0.00023799999326001853,10294,0.0,0.0
2024-12-29 00:00:00+00:00,0.00023799999326001853,0.0002390000008745119,0.0001539999939268455,0.000155999994603917,17180,0.0,0.0
2024-12-30 00:00:00+00:00,0.000155999994603917,0.00017899999511428177,0.00014400000509340316,0.00017600000137463212,15603,0.0,0.0
2024-12-31 00:00:00+00:00,0.00017600000137463212,0.00019799999427050352,0.0001720000000204891,0.0001740000006975606,8519,0.0,0.0
2025-01-01 00:00:00+00:00,0.0001740000006975606,0.00019299999985378236,0.00016500000492669642,0.00016500000492669642,13739,0.0,0.0
2025-01-02 00:00:00+00:00,0.00016500000492669642,0.00021100000594742596,0.00016500000492669642,0.00017499999376013875,12479,0.0,0.0
2025-01-03 00:00:00+00:00,0.00017499999376013875,0.0001829999964684248,0.0001720000000204891,0.00017499999376013875,2484,0.0,0.0
2025-01-04 00:00:00+00:00,0.00017499999376013875,0.00017800000205170363,0.00016500000492669642,0.00017100000695791095,11434,0.0,0.0
2025-01-05 00:00:00+00:00,0.00017100000695791095,0.00018200000340584666,0.0001250000059371814,0.00013299999409355223,23499,0.0,0.0
2025-01-06 00:00:00+00:00,0.00013299999409355223,0.0001449999981559813,0.00012599999899975955,0.0001449999981559813,8080,0.0,0.0
2025-01-07 00:00:00+00:00,0.0001449999981559813,0.0001449999981559813,0.0001250000059371814,0.00012700000661425292,2822,0.0,0.0
2025-01-08 00:00:00+00:00,0.00012700000661425292,0.00012700000661425292,0.00011700000322889537,0.00011700000322889537,1741,0.0,0.0
2025-01-09 00:00:00+00:00,0.00011700000322889537,0.00011999999696854502,0.00010800000018207356,0.00011000000085914508,830,0.0,0.0
2025-01-10 00:00:00+00:00,0.00011000000085914508,0.00011800000356743112,0.00011000000085914508,0.00011800000356743112,1506,0.0,0.0
2025-01-11 00:00:00+00:00,0.00011800000356743112,0.00011800000356743112,0.00011200000153621659,0.00011200000153621659,873,0.0,0.0
2025-01-12 00:00:00+00:00,0.00011200000153621659,0.00011200000153621659,0.00010699999984353781,0.00010900000052060932,1507,0.0,0.0
