,LTC
LTC,1.0
ETH,0.7646256523088928
DASH,0.6929557866035879
BTC,0.6889001264519938
ZEC,0.6628491600861804
ETC,0.662400109656236
QTUM,0.6393071867361501
XMR,0.6304502472279286
BAT,0.6002406622529637
SP,0.5726243597025668
XLM,0.5715762965218343
XRP,0.5611744558696486
IOTA,0.5555928583427646
DGB,0.5512081584729563
LSK,0.5508772569646595
DCR,0.5490638587200164
XEM,0.5379801955785574
ZEN,0.5268143103958258
GNO,0.5199419008913675
NEWB,0.5189357538453769
SC,0.5142291936363088
WAVES,0.5134171689482656
BTS,0.5085736454772798
KMD,0.4870656343239457
RLC,0.4818138839812889
AE,0.4806619735670864
STEEM,0.4767949268571479
ARK,0.4723806181201078
SYS,0.458114632899946
GAS,0.454421845217035
FIRO,0.4445402415661532
PIVX,0.429829099968427
JLP,0.4047930675722954
AMBER,0.3827994971808395
MONA,0.3813066033736365
CYT,0.3728014735962149
GRS,0.3622966216827398
NAV,0.3596476388422369
DOGE,0.3510329334051612
LAMB,0.3498989443543891
PPC,0.3398770901323233
ANT,0.3312539380532719
VTC,0.3300395681797489
TES,0.3282627754757646
VAL,0.3259062286941588
GBYTE,0.3085599342682467
NXS,0.2990306530577336
NMC,0.2930631955683899
BTCS,0.2891250713603675
LBC,0.2827186575084535
XMS,0.2822565160898882
MAID,0.279500217193599
PKB,0.2728263194512603
LUNC,0.2636089308359344
FTC,0.2579925460982316
2GIVE,0.2571823540033413
EVIL,0.2558645668346235
BLK,0.2551619362219684
SWING,0.2547962014245415
AV,0.2469373139977851
WGR,0.2457250444737861
KIN,0.2413925020689055
XPX,0.2338899849646502
VERI,0.2274954149592169
SNRG,0.2252461126197884
C2,0.2143533136511837
XHI,0.2088448773359862
POST,0.2033714253444514
AXIOM,0.202623692496843
SKULL,0.2010210777734482
CETI,0.2007818315214966
XDN,0.200243834356598
PLU,0.1995990924116826
CJ,0.1990625550098681
AGRS,0.1990620748509363
ZET,0.1970666088649891
ZCL,0.1967702050969452
SPR,0.1944038199840856
ADZ,0.1886474701532031
COOL,0.1860813308301799
PXI,0.1851340330606649
XTO,0.185017820140162
HBN,0.1818381968634986
ZENI,0.1809749621362649
OPAL,0.1794335312611363
EQB,0.1791584690888437
NOBL,0.1779052976823837
BCDN,0.1746357497646553
HBD,0.1745866035506137
LTCR,0.1709957003785004
CRW,0.1697732096506695
CSC,0.1695880507897583
IMS,0.1691490688984188
BERN,0.1682417937986505
XQN,0.1681780410819607
IBANK,0.1649523172500361
FOREX,0.1626260949151706
VLT,0.1610473088311482
CAB,0.1598316217745631
XCP,0.1586918846608039
BLU,0.1580540865454069
FRN,0.1575741646638664
SKR,0.1545925638415975
LUN,0.1529810672733078
ACOIN,0.1519633381587831
CREVA,0.1507335923020019
ENT,0.1502822148868168
CF,0.149661604578526
LKY,0.1481969278058639
42,0.1472762997924086
RBY,0.1467582256145195
WBB,0.1466252437667506
ZYD,0.1464885732345145
EUC,0.1461703676990563
WINGS,0.1427228292118406
VEC2,0.1405248175567092
BCN,0.1345083561995097
HMQ,0.1300176706019302
NVC,0.1294240275162544
SIGNA,0.1278788828682268
EDRC,0.1269231384900356
USDT,0.1239583481815481
WYZ,0.1236510269999865
XPY,0.1233260658442724
AMS,0.1208334751587086
QBC,0.1207508391854817
CLUB,0.1181068239915416
KOBO,0.1149815008667228
PXC,0.1149083734577555
TECH,0.1148235872560581
XBC,0.1135391337395596
RBT,0.113325475808897
XPM,0.1107293995747129
GLC,0.1104004915868824
CANN,0.1041361530164697
ICON,0.1039964697634048
DGC,0.1027502627062005
START,0.102120661061462
SANDG,0.0996702225364601
TAJ,0.0990034482880749
HUSH,0.0975895023097306
RBIES,0.0961240646573931
DCY,0.0957532050835922
VIDZ,0.0920297869857115
LANA,0.0903411028113328
BLAZR,0.0895928611618948
BSTY,0.0859774849279766
PTOY,0.0846007674144264
ICOB,0.0830340447147889
DEM,0.082237519804747
CLAM,0.0815462861809809
PZM,0.0802654031394621
SWT,0.0802543782291149
IRL,0.0799720047367295
HVCO,0.0782707890780337
MST,0.0781633969694379
ARGUS,0.0760035254382894
CLOAK,0.0753892422071715
XWC,0.0749979293423902
GCC,0.0748595856843314
ZER,0.0733888008284579
MOTO,0.0700397242530859
ADC,0.0700054475429277
QTZ,0.0694035857421287
XPTX,0.068026335694133
JKC,0.0672975278791688
LDOGE,0.066821201733956
MAY,0.0665399986047684
DIME,0.0656213121308674
NXT,0.061748793387167
BITS,0.0602862567098844
SIB,0.0593946010766312
DCT,0.0581119315292224
PUT,0.0548367846742826
SXC,0.0542509959968988
POT,0.053741371100911
BRIT,0.0525197451485004
LOG,0.051931136965147
XBY,0.0498886727759835
PAK,0.0488562971908384
IXC,0.0483937036103055
XST,0.0470830112739461
IFC,0.0460031362038027
ZOOM,0.0455173376912507
SLS,0.0447036670029832
BOLI,0.0428676020315097
HNC,0.0408127948166319
PIE,0.0382137877653899
ILC,0.0357857642927951
FRC,0.0349234932890023
NETKO,0.0345060196526842
KURT,0.0341418811925392
ALIAS,0.0341088718400563
SWIFT,0.0333876047279069
PHR,0.0331060619703081
UNIT,0.0326788837473521
OZO,0.0317389051949521
BIS,0.0310687755035016
OK,0.0278366085362537
RRT,0.0273472276867369
NEOS,0.0268915389364449
TAB,0.0267516412313922
BS,0.026294721946299
PASC,0.0260012596606554
ACES,0.0259751819040368
BTB,0.0233528995903028
SILK,0.0227008778933331
INF,0.0218372424918304
CARBON,0.0197634109282744
MCN,0.0186172774788888
TRST,0.0178572748950138
CKC,0.0168499715508479
ZUR,0.013482076934698
SONG,0.0131588451542937
NYC,0.0109674952495582
LOOK,0.0097024468191382
BTA,0.0074163835203831
SHND,0.0064692687442285
CNT,0.0036984756538574
RDD,0.0020441726317398
MNTC,0.0005897789014235
EFL,0.000340043640746
WDC,-2.9257027413883644e-05
NEVA,-0.0060743947558036
LMC,-0.0166824469986892
WC,-0.0306318362810682
BOSS,
CAM,
CDN,
CYG,
DOGED,
ETT,
IMPACT,
MARV,
NKT,
PX,
RCX,
SLING,
UR,
USC,
VDO,
VMC,
