,LTC
ETH,0.8177392513490487
DASH,0.7955192879036421
BTC,0.7558573394270564
ZEC,0.7553827721147889
ETC,0.7485672998982751
QTUM,0.7299434003769163
XMR,0.7275866995909644
BAT,0.7174078154673488
DCR,0.7058822651315086
IOTA,0.7008979120151423
LSK,0.6984675593191347
XLM,0.6845458376670593
DGB,0.6825278173794697
XEM,0.6812502963428495
ZEN,0.6562217383996092
XRP,0.6529076316760256
BTS,0.65241275297409
KMD,0.6456880009811394
GNO,0.6398623005460455
STEEM,0.6261329631503241
GAS,0.6259257300344861
SYS,0.6226645317338035
RLC,0.6190122816013363
ARK,0.6186277621056007
WAVES,0.6167495099850991
SP,0.6149477928174171
NEWB,0.6074663681578427
AE,0.599361845424483
JLP,0.5951292966449139
PIVX,0.5755559251608822
FIRO,0.5520556550571435
GRS,0.5216932363139594
VAL,0.5178747023392926
SC,0.5024456429207941
MONA,0.5009876471842831
PPC,0.4906442681429683
VTC,0.4805928304860888
LAMB,0.4762903135440737
ANT,0.4544618760772146
NAV,0.4536716593361597
DOGE,0.4533136122457029
AMBER,0.4436768912650578
BTCS,0.4200352730803794
LBC,0.4137641726447743
EVIL,0.3692510681540935
GBYTE,0.3655425267803409
NMC,0.3593253566566654
CYT,0.3488098510484981
TES,0.3449581214311813
CETI,0.3407969961443932
AV,0.3283574127701609
NXS,0.3269250794019109
CSC,0.3228240078315617
KIN,0.3186847678946979
HBD,0.318134612362701
USDT,0.3036416168705573
XPX,0.2996003021415942
2GIVE,0.2966024698512383
XTO,0.286686756343088
POST,0.2863177957049701
XMS,0.2815273235564772
BCN,0.2806445103676237
COOL,0.276578571707223
SKR,0.271883586818719
NVC,0.2717724085960158
MAID,0.2700641773680959
FTC,0.2650927724045021
AGRS,0.2629407672483926
BCDN,0.2612229366626862
XHI,0.2586225585167504
C2,0.2580003586254987
SWING,0.2569154558091716
AXIOM,0.2539084321583083
ZET,0.2508346168255768
VERI,0.2455682321373679
PKB,0.2454427768978829
SNRG,0.2448915096873443
IMS,0.2410943071354341
LUNC,0.2371550032241826
CJ,0.2317216914112386
SPR,0.2271968284860944
IBANK,0.2271231591899012
LUN,0.2265620454213528
PXI,0.2225456612693384
BLK,0.2160889807533081
LTCR,0.2153317964066437
FRN,0.2143519687017061
RBIES,0.2123353679364432
XQN,0.2115119718631562
ACOIN,0.2085759023039574
FOREX,0.2079676345056052
ZCL,0.2078390123407678
ZENI,0.2059508512049055
HBN,0.2055164839865515
CREVA,0.202490300873321
ADZ,0.1996092361762846
CRW,0.1980261965743119
RBY,0.1963453442134301
CAB,0.1949674378467913
VLT,0.1931126443463701
ENT,0.1924751097278128
SKULL,0.1820762206666531
OPAL,0.1802001953279457
VEC2,0.1799791836173064
ZYD,0.1795328583116787
BLU,0.1778690899154498
BERN,0.1777776337915551
WBB,0.1743928938206837
XCP,0.1721058074685111
QBC,0.1717936826795059
ICON,0.1645063327869957
KOBO,0.1641533712141286
IRL,0.1593924678452036
PLU,0.1576423997277911
EUC,0.1532441639809764
ICOB,0.1500502150648904
CLUB,0.1489728142817007
CF,0.1487674086882497
TAJ,0.1461412617082355
WGR,0.1431827776153862
HMQ,0.1391646454956476
PXC,0.1377849992167605
START,0.1333151233070753
EDRC,0.1325500997761974
JKC,0.1323560774781651
MCN,0.1318104987756503
CANN,0.1308437591008555
42,0.1285304691549628
RBT,0.127463210804133
HUSH,0.1256010647125387
XST,0.1245784171184929
NOBL,0.1191430928737715
GLC,0.1188840244664288
SWT,0.1182849953352586
XPY,0.1181818863785204
BLAZR,0.1155702330291701
BSTY,0.1143415551934754
DIME,0.1142579674892856
PZM,0.1135079106854121
XDN,0.1100363321418358
PTOY,0.1091285362368569
HVCO,0.1088401929672159
SANDG,0.1058185834302978
ZER,0.1049114707605608
CLAM,0.1032667988728746
LKY,0.1031356340237346
