TIMESTAMP,TQRT_OPEN_PRICE_USD,TQRT_HIGH_PRICE_USD,TQRT_LOW_PRICE_USD,TQRT_CLOSE_PRICE_USD,TQRT_VOLUME_USD,TQRT_DIVIDENDS_USD,TQRT_STOCK_SPLITS_USD
2023-06-21 00:00:00+00:00,3.7002530097961426,5.458728790283203,3.000262975692749,3.000262975692749,1424,0.0,0.0
2023-06-22 00:00:00+00:00,3.0000240802764893,6.102643013000488,2.999785900115967,5.9009809494018555,1046,0.0,0.0
2023-06-23 00:00:00+00:00,5.901564121246338,7.004199981689453,5.900529861450195,6.994447231292725,682,0.0,0.0
2023-06-24 00:00:00+00:00,6.994420051574707,6.997012138366699,6.990746974945068,6.992598056793213,682,0.0,0.0
2023-06-25 00:00:00+00:00,6.993083953857422,6.997066020965576,6.985226154327393,6.992804050445557,682,0.0,0.0
2023-06-26 00:00:00+00:00,6.9924750328063965,7.318908214569092,6.988698959350586,7.228304862976074,687,0.0,0.0
2023-06-27 00:00:00+00:00,7.229575157165527,7.5741729736328125,6.55239200592041,6.562924861907959,688,0.0,0.0
2023-06-28 00:00:00+00:00,6.563423156738281,7.035350799560547,5.675984859466553,5.998866081237793,466,0.0,0.0
2023-06-29 00:00:00+00:00,5.999120235443115,6.361903190612793,5.838341236114502,5.841300010681152,332,0.0,0.0
2023-06-30 00:00:00+00:00,5.872100830078125,7.255847930908203,5.798603057861328,6.779446125030518,48,0.0,0.0
2023-07-01 00:00:00+00:00,6.920726776123047,7.645891189575195,6.389769077301025,6.389956951141357,155,0.0,0.0
2023-07-02 00:00:00+00:00,6.389933109283447,8.7728910446167,6.389933109283447,6.765882968902588,135,0.0,0.0
2023-07-03 00:00:00+00:00,6.767079830169678,9.643577575683594,6.3892669677734375,9.461114883422852,23,0.0,0.0
2023-07-04 00:00:00+00:00,9.067960739135742,9.61913013458252,6.370810031890869,9.26349925994873,23,0.0,0.0
2023-07-05 00:00:00+00:00,9.265735626220703,10.292247772216797,6.370267868041992,9.901244163513184,71,0.0,0.0
