TIMESTAMP,KP3R_OPEN_PRICE_USD,KP3R_HIGH_PRICE_USD,KP3R_LOW_PRICE_USD,KP3R_CLOSE_PRICE_USD,KP3R_VOLUME_USD,KP3R_DIVIDENDS_USD,KP3R_STOCK_SPLITS_USD
2020-10-28 00:00:00+00:00,36.75730514526367,207.95565795898438,36.73942565917969,190.6333770751953,1483631,0.0,0.0
2020-10-29 00:00:00+00:00,190.6261749267578,383.847412109375,136.0485076904297,304.8932800292969,100335808,0.0,0.0
2020-10-30 00:00:00+00:00,304.89013671875,331.0011291503906,152.61831665039062,198.02272033691406,82627577,0.0,0.0
2020-10-31 00:00:00+00:00,198.02272033691406,269.7041931152344,186.3525390625,201.73277282714844,39549517,0.0,0.0
2020-11-01 00:00:00+00:00,201.7296142578125,232.57614135742188,199.27430725097656,210.53956604003906,17476891,0.0,0.0
2020-11-02 00:00:00+00:00,210.53956604003906,226.61727905273438,172.64254760742188,184.6323699951172,18783331,0.0,0.0
2020-11-03 00:00:00+00:00,184.6323699951172,219.10263061523438,150.36460876464844,157.44076538085938,34830417,0.0,0.0
2020-11-04 00:00:00+00:00,157.44076538085938,160.72947692871094,107.44921875,135.21588134765625,16611564,0.0,0.0
2020-11-05 00:00:00+00:00,135.21588134765625,137.07208251953125,109.91055297851562,117.407958984375,10253739,0.0,0.0
2020-11-06 00:00:00+00:00,117.40678405761719,162.47312927246094,117.40678405761719,162.47312927246094,12807335,0.0,0.0
2020-11-07 00:00:00+00:00,162.51364135742188,178.6304473876953,118.89033508300781,138.10398864746094,14719219,0.0,0.0
2020-11-08 00:00:00+00:00,135.8347930908203,140.75637817382812,122.01929473876953,135.88259887695312,5697388,0.0,0.0
2020-11-09 00:00:00+00:00,135.6315460205078,157.89306640625,119.05484771728516,123.85126495361328,11281178,0.0,0.0
2020-11-10 00:00:00+00:00,123.84967041015625,131.72911071777344,105.53659057617188,119.3423843383789,11230103,0.0,0.0
2020-11-11 00:00:00+00:00,119.28820037841797,134.65460205078125,115.359375,121.03265380859375,4228226,0.0,0.0
2020-11-12 00:00:00+00:00,121.03218841552734,122.02006530761719,107.65975189208984,113.48407745361328,689776,0.0,0.0
2020-11-13 00:00:00+00:00,113.48430633544922,114.91413116455078,90.69868469238281,93.19755554199219,7139449,0.0,0.0
2020-11-14 00:00:00+00:00,93.23886108398438,95.87677764892578,82.77610778808594,87.73819732666016,467130,0.0,0.0
2020-11-15 00:00:00+00:00,87.74044036865234,122.26386260986328,87.74044036865234,111.02359008789062,8572524,0.0,0.0
2020-11-16 00:00:00+00:00,111.02782440185547,156.1787109375,110.03018951416016,140.7273712158203,10561084,0.0,0.0
2020-11-17 00:00:00+00:00,142.60618591308594,144.24588012695312,124.51908111572266,134.23265075683594,912742,0.0,0.0
2020-11-18 00:00:00+00:00,134.23614501953125,163.77520751953125,134.23614501953125,147.07083129882812,3363458,0.0,0.0
2020-11-19 00:00:00+00:00,147.07521057128906,188.01365661621094,133.72293090820312,175.6599884033203,11699522,0.0,0.0
2020-11-20 00:00:00+00:00,175.66104125976562,271.09088134765625,174.51719665527344,218.7792510986328,27310121,0.0,0.0
