TIMESTAMP,METI_OPEN_PRICE_USD,METI_HIGH_PRICE_USD,METI_LOW_PRICE_USD,METI_CLOSE_PRICE_USD,METI_VOLUME_USD,METI_DIVIDENDS_USD,METI_STOCK_SPLITS_USD
2022-09-23 00:00:00+00:00,0.09464900195598602,0.09613200277090073,0.07916700094938278,0.08792799711227417,3951174,0.0,0.0
2022-09-24 00:00:00+00:00,0.08792799711227417,0.08934400230646133,0.08153299987316132,0.08413399755954742,4757029,0.0,0.0
2022-09-25 00:00:00+00:00,0.08413399755954742,0.08922600001096725,0.08217400312423706,0.084415003657341,4126237,0.0,0.0
2022-09-26 00:00:00+00:00,0.08441399782896042,0.08599500358104706,0.07927899807691574,0.08053900301456451,4800577,0.0,0.0
2022-09-27 00:00:00+00:00,0.08053900301456451,0.0836540013551712,0.08027999848127365,0.0804779976606369,5095169,0.0,0.0
2022-09-28 00:00:00+00:00,0.0804779976606369,0.08048199862241745,0.08039499819278717,0.08039800077676773,2034688,0.0,0.0
2022-09-29 00:00:00+00:00,0.0803999975323677,0.08040600270032883,0.07915399968624115,0.0791660025715828,355,0.0,0.0
2022-09-30 00:00:00+00:00,0.0791660025715828,0.0791729986667633,0.07916100323200226,0.07916399836540222,355,0.0,0.0
2022-10-01 00:00:00+00:00,0.07916499674320221,0.07916899770498276,0.07915700227022171,0.07916299998760223,355,0.0,0.0
2022-10-02 00:00:00+00:00,0.07916399836540222,0.08192799985408783,0.07915899902582169,0.07916499674320221,12,0.0,0.0
2022-10-03 00:00:00+00:00,0.07916399836540222,0.07916700094938278,0.07876899838447571,0.0787770003080368,90,0.0,0.0
2022-10-04 00:00:00+00:00,0.0787770003080368,0.0787850022315979,0.07808899879455566,0.07810000330209732,78,0.0,0.0
2022-10-05 00:00:00+00:00,0.07810000330209732,0.08388199657201767,0.07808999717235565,0.0831189975142479,286715,0.0,0.0
2022-10-06 00:00:00+00:00,0.0831189975142479,0.08318199962377548,0.0831189975142479,0.08315200358629227,289695,0.0,0.0
2022-10-07 00:00:00+00:00,0.08315099775791168,0.08980199694633484,0.08039099723100662,0.08980099856853485,183987,0.0,0.0
2022-10-08 00:00:00+00:00,0.08980099856853485,0.09187400341033936,0.08865900337696075,0.09127800166606903,1983962,0.0,0.0
