TIMESTAMP,PINU15516_OPEN_PRICE_USD,PINU15516_HIGH_PRICE_USD,PINU15516_LOW_PRICE_USD,PINU15516_CLOSE_PRICE_USD,PINU15516_VOLUME_USD,PINU15516_DIVIDENDS_USD,PINU15516_STOCK_SPLITS_USD
2021-12-03 00:00:00+00:00,,,,0.0,882695,0.0,0.0
2021-12-04 00:00:00+00:00,0.0,9.999999974752427e-07,0.0,9.999999974752427e-07,264073,0.0,0.0
2021-12-05 00:00:00+00:00,9.999999974752427e-07,3.999999989900971e-06,9.999999974752427e-07,3.000000106112566e-06,1877238,0.0,0.0
2021-12-06 00:00:00+00:00,3.000000106112566e-06,3.999999989900971e-06,9.999999974752427e-07,1.9999999949504854e-06,3657245,0.0,0.0
2021-12-07 00:00:00+00:00,1.9999999949504854e-06,3.000000106112566e-06,1.9999999949504854e-06,1.9999999949504854e-06,1425068,0.0,0.0
2021-12-08 00:00:00+00:00,1.9999999949504854e-06,3.000000106112566e-06,1.9999999949504854e-06,1.9999999949504854e-06,652780,0.0,0.0
2021-12-09 00:00:00+00:00,1.9999999949504854e-06,3.000000106112566e-06,1.9999999949504854e-06,1.9999999949504854e-06,625603,0.0,0.0
2021-12-10 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,446526,0.0,0.0
2021-12-11 00:00:00+00:00,1.9999999949504854e-06,3.000000106112566e-06,1.9999999949504854e-06,1.9999999949504854e-06,326871,0.0,0.0
2021-12-12 00:00:00+00:00,1.9999999949504854e-06,3.000000106112566e-06,1.9999999949504854e-06,1.9999999949504854e-06,259333,0.0,0.0
2021-12-13 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,9.999999974752427e-07,1.9999999949504854e-06,270309,0.0,0.0
2021-12-14 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,249121,0.0,0.0
