TIMESTAMP,DINNER36562_OPEN_PRICE_USD,DINNER36562_HIGH_PRICE_USD,DINNER36562_LOW_PRICE_USD,DINNER36562_CLOSE_PRICE_USD,DINNER36562_VOLUME_USD,DINNER36562_DIVIDENDS_USD,DINNER36562_STOCK_SPLITS_USD
2025-05-20 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,40520,0.0,0.0
2025-05-21 00:00:00+00:00,3.000000106112566e-06,9.000000318337698e-06,3.000000106112566e-06,9.000000318337698e-06,2325851,0.0,0.0
2025-05-22 00:00:00+00:00,9.000000318337698e-06,0.00013800000306218863,9.000000318337698e-06,0.00013800000306218863,11193019,0.0,0.0
2025-05-23 00:00:00+00:00,0.00013800000306218863,0.0014830000000074506,0.00013800000306218863,0.0014830000000074506,12644742,0.0,0.0
2025-05-24 00:00:00+00:00,0.0014830000000074506,0.01631299965083599,0.0014819999923929572,0.01631299965083599,12765621,0.0,0.0
2025-05-25 00:00:00+00:00,0.016296999529004097,0.30035701394081116,0.016296999529004097,0.30005699396133423,15557921,0.0,0.0
2025-05-26 00:00:00+00:00,0.30005699396133423,0.7619940042495728,1.9999999949504854e-06,3.5000000934815034e-05,11087802,0.0,0.0
2025-05-27 00:00:00+00:00,3.5000000934815034e-05,0.0002410000015515834,3.5000000934815034e-05,0.00023999999393709004,8849386,0.0,0.0
2025-05-28 00:00:00+00:00,0.00023999999393709004,0.0011050000321120024,0.00023999999393709004,0.0011050000321120024,8257042,0.0,0.0
2025-05-29 00:00:00+00:00,0.001104000024497509,0.005096999928355217,0.001104000024497509,0.005061000119894743,9112662,0.0,0.0
2025-05-30 00:00:00+00:00,0.005330000072717667,0.022460000589489937,0.005324000027030706,0.022391000762581825,8385071,0.0,0.0
2025-05-31 00:00:00+00:00,0.022391000762581825,0.09378299862146378,0.022339999675750732,0.0935709998011589,7903198,0.0,0.0
2025-06-01 00:00:00+00:00,0.09357107430696487,0.317158579826355,0.09333585202693939,0.317158579826355,7925813,0.0,0.0
