TIMESTAMP,FORK29312_OPEN_PRICE_USD,FORK29312_HIGH_PRICE_USD,FORK29312_LOW_PRICE_USD,FORK29312_CLOSE_PRICE_USD,FORK29312_VOLUME_USD,FORK29312_DIVIDENDS_USD,FORK29312_STOCK_SPLITS_USD
2024-03-02 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,1097379,0.0,0.0
2024-03-03 00:00:00+00:00,9.999999974752427e-07,1.9999999949504854e-06,9.999999974752427e-07,9.999999974752427e-07,1904870,0.0,0.0
2024-03-04 00:00:00+00:00,9.999999974752427e-07,1.9999999949504854e-06,9.999999974752427e-07,9.999999974752427e-07,1205165,0.0,0.0
2024-03-05 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,711575,0.0,0.0
2024-03-06 00:00:00+00:00,9.999999974752427e-07,1.9999999949504854e-06,9.999999974752427e-07,1.9999999949504854e-06,995921,0.0,0.0
2024-03-07 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,9.999999974752427e-07,9.999999974752427e-07,843038,0.0,0.0
2024-03-08 00:00:00+00:00,9.999999974752427e-07,3.000000106112566e-06,9.999999974752427e-07,3.000000106112566e-06,2723956,0.0,0.0
2024-03-09 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,1.9999999949504854e-06,3.000000106112566e-06,3084454,0.0,0.0
2024-03-10 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,1.9999999949504854e-06,1.9999999949504854e-06,2060651,0.0,0.0
2024-03-11 00:00:00+00:00,1.9999999949504854e-06,3.000000106112566e-06,1.9999999949504854e-06,3.000000106112566e-06,2080591,0.0,0.0
2024-03-12 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,1.9999999949504854e-06,1.9999999949504854e-06,1663348,0.0,0.0
2024-03-13 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,9.999999974752427e-07,9.999999974752427e-07,1627435,0.0,0.0
2024-03-14 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,9.999999974752427e-07,9.999999974752427e-07,1561182,0.0,0.0
2024-03-15 00:00:00+00:00,9.999999974752427e-07,1.9999999949504854e-06,9.999999974752427e-07,9.999999974752427e-07,1625648,0.0,0.0
2024-03-16 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,1478542,0.0,0.0
2024-03-17 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,1312629,0.0,0.0
2024-03-18 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,1071104,0.0,0.0
2024-03-19 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,1318833,0.0,0.0
2024-03-20 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,1164044,0.0,0.0
2024-03-21 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,859406,0.0,0.0
2024-03-22 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,217346,0.0,0.0
2024-03-23 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,310355,0.0,0.0
2024-03-24 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,305646,0.0,0.0
2024-03-25 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,203445,0.0,0.0
2024-03-26 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,260241,0.0,0.0
2024-03-27 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,451529,0.0,0.0
2024-03-28 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,436983,0.0,0.0
2024-03-29 00:00:00+00:00,9.999999974752427e-07,1.9999999949504854e-06,9.999999974752427e-07,1.9999999949504854e-06,753146,0.0,0.0
2024-03-30 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,677567,0.0,0.0
2024-03-31 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,9.999999974752427e-07,9.999999974752427e-07,501496,0.0,0.0
2024-04-01 00:00:00+00:00,9.999999974752427e-07,1.9999999949504854e-06,9.999999974752427e-07,9.999999974752427e-07,506726,0.0,0.0
2024-04-02 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,480833,0.0,0.0
2024-04-03 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,251056,0.0,0.0
2024-04-04 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,168754,0.0,0.0
2024-04-05 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,119064,0.0,0.0
2024-04-06 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,190932,0.0,0.0
2024-04-07 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,132742,0.0,0.0
2024-04-08 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,173204,0.0,0.0
2024-04-09 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,143800,0.0,0.0
2024-04-10 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,157788,0.0,0.0
2024-04-11 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,169605,0.0,0.0
2024-04-12 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,359526,0.0,0.0
2024-04-13 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,151740,0.0,0.0
2024-04-14 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,119720,0.0,0.0
2024-04-15 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,93262,0.0,0.0
2024-04-16 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,133667,0.0,0.0
2024-04-17 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,144445,0.0,0.0
2024-04-18 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,89349,0.0,0.0
2024-04-19 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,124557,0.0,0.0
2024-04-20 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,95055,0.0,0.0
2024-04-21 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,78385,0.0,0.0
2024-04-22 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,117739,0.0,0.0
2024-04-23 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,106710,0.0,0.0
2024-04-24 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,0.0,9.999999974752427e-07,243535,0.0,0.0
2024-04-25 00:00:00+00:00,,,,0.0,155178,0.0,0.0
2024-04-26 00:00:00+00:00,,,,0.0,325363,0.0,0.0
2024-04-27 00:00:00+00:00,,,,0.0,132077,0.0,0.0
2024-04-28 00:00:00+00:00,,,,0.0,78981,0.0,0.0
2024-04-29 00:00:00+00:00,,,,0.0,184390,0.0,0.0
2024-04-30 00:00:00+00:00,,,,0.0,56952,0.0,0.0
2024-05-01 00:00:00+00:00,,,,0.0,133085,0.0,0.0
2024-05-02 00:00:00+00:00,,,,0.0,132156,0.0,0.0
2024-05-03 00:00:00+00:00,,,,0.0,75242,0.0,0.0
2024-05-04 00:00:00+00:00,,,,0.0,66436,0.0,0.0
2024-05-05 00:00:00+00:00,,,,0.0,28300,0.0,0.0
2024-05-06 00:00:00+00:00,,,,0.0,82550,0.0,0.0
2024-05-07 00:00:00+00:00,,,,0.0,139199,0.0,0.0
2024-05-08 00:00:00+00:00,,,,0.0,203768,0.0,0.0
2024-05-09 00:00:00+00:00,,,,0.0,37093,0.0,0.0
2024-05-10 00:00:00+00:00,,,,0.0,34876,0.0,0.0
2024-05-11 00:00:00+00:00,,,,0.0,36308,0.0,0.0
2024-05-12 00:00:00+00:00,,,,0.0,24411,0.0,0.0
2024-05-13 00:00:00+00:00,,,,0.0,30645,0.0,0.0
2024-05-14 00:00:00+00:00,,,,0.0,89817,0.0,0.0
2024-05-15 00:00:00+00:00,,,,0.0,88754,0.0,0.0
2024-05-16 00:00:00+00:00,,,,0.0,102554,0.0,0.0
2024-05-17 00:00:00+00:00,,,,0.0,87651,0.0,0.0
2024-05-18 00:00:00+00:00,,,,0.0,59709,0.0,0.0
2024-05-19 00:00:00+00:00,,,,0.0,73762,0.0,0.0
2024-05-20 00:00:00+00:00,,,,0.0,113759,0.0,0.0
2024-05-21 00:00:00+00:00,,,,0.0,83604,0.0,0.0
2024-05-22 00:00:00+00:00,,,,0.0,55873,0.0,0.0
2024-05-23 00:00:00+00:00,,,,0.0,106202,0.0,0.0
2024-05-24 00:00:00+00:00,,,,0.0,53405,0.0,0.0
2024-05-25 00:00:00+00:00,,,,0.0,43328,0.0,0.0
2024-05-26 00:00:00+00:00,,,,0.0,87939,0.0,0.0
2024-05-27 00:00:00+00:00,,,,0.0,130379,0.0,0.0
2024-05-28 00:00:00+00:00,,,,0.0,75487,0.0,0.0
2024-05-29 00:00:00+00:00,,,,0.0,45989,0.0,0.0
2024-05-30 00:00:00+00:00,,,,0.0,55711,0.0,0.0
2024-05-31 00:00:00+00:00,,,,0.0,43675,0.0,0.0
2024-06-01 00:00:00+00:00,,,,0.0,43788,0.0,0.0
2024-06-02 00:00:00+00:00,,,,0.0,73803,0.0,0.0
2024-06-03 00:00:00+00:00,,,,0.0,136886,0.0,0.0
2024-06-04 00:00:00+00:00,,,,0.0,557049,0.0,0.0
2024-06-05 00:00:00+00:00,,,,0.0,228023,0.0,0.0
2024-06-06 00:00:00+00:00,,,,0.0,108327,0.0,0.0
2024-06-07 00:00:00+00:00,,,,0.0,99796,0.0,0.0
2024-06-08 00:00:00+00:00,,,,0.0,58222,0.0,0.0
2024-06-09 00:00:00+00:00,,,,0.0,33701,0.0,0.0
2024-06-10 00:00:00+00:00,,,,0.0,26918,0.0,0.0
2024-06-11 00:00:00+00:00,,,,0.0,32529,0.0,0.0
2024-06-12 00:00:00+00:00,,,,0.0,47877,0.0,0.0
2024-06-13 00:00:00+00:00,,,,0.0,26082,0.0,0.0
2024-06-14 00:00:00+00:00,,,,0.0,27393,0.0,0.0
2024-06-15 00:00:00+00:00,,,,0.0,7719,0.0,0.0
2024-06-16 00:00:00+00:00,,,,0.0,22042,0.0,0.0
2024-06-17 00:00:00+00:00,,,,0.0,21876,0.0,0.0
2024-06-18 00:00:00+00:00,,,,0.0,58693,0.0,0.0
2024-06-19 00:00:00+00:00,,,,0.0,25235,0.0,0.0
2024-06-20 00:00:00+00:00,,,,0.0,42626,0.0,0.0
2024-06-21 00:00:00+00:00,,,,0.0,13851,0.0,0.0
2024-06-22 00:00:00+00:00,,,,0.0,12626,0.0,0.0
2024-06-23 00:00:00+00:00,,,,0.0,9569,0.0,0.0
2024-06-24 00:00:00+00:00,,,,0.0,9026,0.0,0.0
2024-06-25 00:00:00+00:00,,,,0.0,33641,0.0,0.0
2024-06-26 00:00:00+00:00,,,,0.0,22859,0.0,0.0
2024-06-27 00:00:00+00:00,,,,0.0,12416,0.0,0.0
2024-06-28 00:00:00+00:00,,,,0.0,37789,0.0,0.0
2024-06-29 00:00:00+00:00,,,,0.0,64874,0.0,0.0
2024-06-30 00:00:00+00:00,,,,0.0,37948,0.0,0.0
2024-07-01 00:00:00+00:00,,,,0.0,63887,0.0,0.0
2024-07-02 00:00:00+00:00,,,,0.0,39245,0.0,0.0
2024-07-03 00:00:00+00:00,,,,0.0,24212,0.0,0.0
2024-07-04 00:00:00+00:00,,,,0.0,13724,0.0,0.0
2024-07-05 00:00:00+00:00,,,,0.0,9488,0.0,0.0
2024-07-06 00:00:00+00:00,,,,0.0,13245,0.0,0.0
2024-07-07 00:00:00+00:00,,,,0.0,14606,0.0,0.0
2024-07-08 00:00:00+00:00,,,,0.0,14304,0.0,0.0
2024-07-09 00:00:00+00:00,,,,0.0,20159,0.0,0.0
2024-07-10 00:00:00+00:00,,,,0.0,11678,0.0,0.0
2024-07-11 00:00:00+00:00,,,,0.0,47315,0.0,0.0
2024-07-12 00:00:00+00:00,,,,0.0,24152,0.0,0.0
2024-07-13 00:00:00+00:00,,,,0.0,14503,0.0,0.0
2024-07-14 00:00:00+00:00,,,,0.0,10617,0.0,0.0
2024-07-15 00:00:00+00:00,,,,0.0,16686,0.0,0.0
2024-07-16 00:00:00+00:00,,,,0.0,22069,0.0,0.0
2024-07-17 00:00:00+00:00,,,,0.0,8308,0.0,0.0
2024-07-18 00:00:00+00:00,,,,0.0,18355,0.0,0.0
2024-07-19 00:00:00+00:00,,,,0.0,4109,0.0,0.0
2024-07-20 00:00:00+00:00,,,,0.0,22863,0.0,0.0
2024-07-21 00:00:00+00:00,,,,0.0,22108,0.0,0.0
2024-07-22 00:00:00+00:00,,,,0.0,23695,0.0,0.0
2024-07-23 00:00:00+00:00,,,,0.0,8117,0.0,0.0
2024-07-24 00:00:00+00:00,,,,0.0,14425,0.0,0.0
2024-07-25 00:00:00+00:00,,,,0.0,17388,0.0,0.0
2024-07-26 00:00:00+00:00,,,,0.0,16788,0.0,0.0
2024-07-27 00:00:00+00:00,,,,0.0,4728,0.0,0.0
2024-07-28 00:00:00+00:00,,,,0.0,15933,0.0,0.0
2024-07-29 00:00:00+00:00,,,,0.0,11405,0.0,0.0
2024-07-30 00:00:00+00:00,,,,0.0,1961,0.0,0.0
2024-07-31 00:00:00+00:00,,,,0.0,9470,0.0,0.0
2024-08-01 00:00:00+00:00,,,,0.0,25939,0.0,0.0
2024-08-02 00:00:00+00:00,,,,0.0,3069,0.0,0.0
2024-08-03 00:00:00+00:00,,,,0.0,42018,0.0,0.0
2024-08-04 00:00:00+00:00,,,,0.0,16125,0.0,0.0
2024-08-05 00:00:00+00:00,,,,0.0,9094,0.0,0.0
2024-08-06 00:00:00+00:00,,,,0.0,5501,0.0,0.0
2024-08-07 00:00:00+00:00,,,,0.0,4111,0.0,0.0
2024-08-08 00:00:00+00:00,,,,0.0,10533,0.0,0.0
2024-08-09 00:00:00+00:00,,,,0.0,3810,0.0,0.0
2024-08-10 00:00:00+00:00,,,,0.0,7533,0.0,0.0
2024-08-11 00:00:00+00:00,,,,0.0,4103,0.0,0.0
2024-08-12 00:00:00+00:00,,,,0.0,4154,0.0,0.0
2024-08-13 00:00:00+00:00,,,,0.0,3381,0.0,0.0
2024-08-14 00:00:00+00:00,,,,0.0,7871,0.0,0.0
2024-08-15 00:00:00+00:00,,,,0.0,4566,0.0,0.0
2024-08-16 00:00:00+00:00,,,,0.0,3110,0.0,0.0
2024-08-17 00:00:00+00:00,,,,0.0,1062,0.0,0.0
2024-08-18 00:00:00+00:00,,,,0.0,4507,0.0,0.0
2024-08-19 00:00:00+00:00,,,,0.0,1114,0.0,0.0
2024-08-20 00:00:00+00:00,,,,0.0,1959,0.0,0.0
2024-08-21 00:00:00+00:00,,,,0.0,3033,0.0,0.0
2024-08-22 00:00:00+00:00,,,,0.0,8503,0.0,0.0
2024-08-23 00:00:00+00:00,,,,0.0,3756,0.0,0.0
2024-08-24 00:00:00+00:00,,,,0.0,7487,0.0,0.0
2024-08-25 00:00:00+00:00,,,,0.0,17986,0.0,0.0
2024-08-26 00:00:00+00:00,,,,0.0,20480,0.0,0.0
2024-08-27 00:00:00+00:00,,,,0.0,2294,0.0,0.0
2024-08-28 00:00:00+00:00,,,,0.0,3166,0.0,0.0
2024-08-29 00:00:00+00:00,,,,0.0,11407,0.0,0.0
2024-08-30 00:00:00+00:00,,,,0.0,18419,0.0,0.0
2024-08-31 00:00:00+00:00,,,,0.0,11960,0.0,0.0
2024-09-01 00:00:00+00:00,,,,0.0,9688,0.0,0.0
2024-09-02 00:00:00+00:00,,,,0.0,9868,0.0,0.0
2024-09-03 00:00:00+00:00,,,,0.0,1645,0.0,0.0
2024-09-04 00:00:00+00:00,,,,0.0,1830,0.0,0.0
2024-09-05 00:00:00+00:00,,,,0.0,1888,0.0,0.0
2024-09-06 00:00:00+00:00,,,,0.0,340,0.0,0.0
2024-09-07 00:00:00+00:00,,,,0.0,219,0.0,0.0
2024-09-08 00:00:00+00:00,,,,0.0,1289,0.0,0.0
2024-09-09 00:00:00+00:00,,,,0.0,1555,0.0,0.0
2024-09-10 00:00:00+00:00,,,,0.0,2049,0.0,0.0
2024-09-11 00:00:00+00:00,,,,0.0,893,0.0,0.0
2024-09-12 00:00:00+00:00,,,,0.0,2342,0.0,0.0
2024-09-13 00:00:00+00:00,,,,0.0,5621,0.0,0.0
2024-09-14 00:00:00+00:00,,,,0.0,4207,0.0,0.0
2024-09-15 00:00:00+00:00,,,,0.0,1984,0.0,0.0
2024-09-16 00:00:00+00:00,,,,0.0,2714,0.0,0.0
2024-09-17 00:00:00+00:00,,,,0.0,2341,0.0,0.0
2024-09-18 00:00:00+00:00,,,,0.0,4980,0.0,0.0
2024-09-19 00:00:00+00:00,,,,0.0,13500,0.0,0.0
2024-09-20 00:00:00+00:00,,,,0.0,4866,0.0,0.0
2024-09-21 00:00:00+00:00,,,,0.0,1895,0.0,0.0
2024-09-22 00:00:00+00:00,,,,0.0,1939,0.0,0.0
2024-09-23 00:00:00+00:00,,,,0.0,904,0.0,0.0
2024-09-24 00:00:00+00:00,,,,0.0,1035,0.0,0.0
2024-09-25 00:00:00+00:00,,,,0.0,4247,0.0,0.0
2024-09-26 00:00:00+00:00,,,,0.0,7954,0.0,0.0
2024-09-27 00:00:00+00:00,,,,0.0,10045,0.0,0.0
2024-09-28 00:00:00+00:00,,,,0.0,1809,0.0,0.0
2024-09-29 00:00:00+00:00,,,,0.0,4108,0.0,0.0
2024-09-30 00:00:00+00:00,,,,0.0,2240,0.0,0.0
2024-10-01 00:00:00+00:00,,,,0.0,4579,0.0,0.0
2024-10-02 00:00:00+00:00,,,,0.0,10349,0.0,0.0
2024-10-03 00:00:00+00:00,,,,0.0,7068,0.0,0.0
2024-10-04 00:00:00+00:00,,,,0.0,3790,0.0,0.0
2024-10-05 00:00:00+00:00,,,,0.0,1944,0.0,0.0
2024-10-06 00:00:00+00:00,,,,0.0,1951,0.0,0.0
2024-10-07 00:00:00+00:00,,,,0.0,77,0.0,0.0
2024-10-08 00:00:00+00:00,,,,0.0,1740,0.0,0.0
2024-10-09 00:00:00+00:00,,,,0.0,4833,0.0,0.0
2024-10-10 00:00:00+00:00,,,,0.0,3352,0.0,0.0
2024-10-11 00:00:00+00:00,,,,0.0,2584,0.0,0.0
2024-10-12 00:00:00+00:00,,,,0.0,3238,0.0,0.0
2024-10-13 00:00:00+00:00,,,,0.0,3812,0.0,0.0
2024-10-14 00:00:00+00:00,,,,0.0,8904,0.0,0.0
2024-10-15 00:00:00+00:00,,,,0.0,6979,0.0,0.0
2024-10-16 00:00:00+00:00,,,,0.0,732,0.0,0.0
2024-10-17 00:00:00+00:00,,,,0.0,6496,0.0,0.0
2024-10-18 00:00:00+00:00,,,,0.0,21702,0.0,0.0
2024-10-19 00:00:00+00:00,,,,0.0,33871,0.0,0.0
2024-10-20 00:00:00+00:00,,,,0.0,8535,0.0,0.0
2024-10-21 00:00:00+00:00,,,,0.0,11038,0.0,0.0
2024-10-22 00:00:00+00:00,,,,0.0,3999,0.0,0.0
2024-10-23 00:00:00+00:00,,,,0.0,690,0.0,0.0
2024-10-24 00:00:00+00:00,,,,0.0,2001,0.0,0.0
2024-10-25 00:00:00+00:00,,,,0.0,104,0.0,0.0
2024-10-26 00:00:00+00:00,,,,0.0,5809,0.0,0.0
2024-10-27 00:00:00+00:00,,,,0.0,1931,0.0,0.0
2024-10-28 00:00:00+00:00,,,,0.0,9071,0.0,0.0
2024-10-29 00:00:00+00:00,,,,0.0,11279,0.0,0.0
2024-10-30 00:00:00+00:00,,,,0.0,10421,0.0,0.0
2024-10-31 00:00:00+00:00,,,,0.0,558,0.0,0.0
2024-11-01 00:00:00+00:00,,,,0.0,264,0.0,0.0
2024-11-02 00:00:00+00:00,,,,0.0,242,0.0,0.0
2024-11-03 00:00:00+00:00,,,,0.0,1768,0.0,0.0
2024-11-04 00:00:00+00:00,,,,0.0,4979,0.0,0.0
2024-11-05 00:00:00+00:00,,,,0.0,5513,0.0,0.0
2024-11-06 00:00:00+00:00,,,,0.0,1712,0.0,0.0
2024-11-07 00:00:00+00:00,,,,0.0,1187,0.0,0.0
2024-11-08 00:00:00+00:00,,,,0.0,847,0.0,0.0
2024-11-09 00:00:00+00:00,,,,0.0,1773,0.0,0.0
2024-11-10 00:00:00+00:00,,,,0.0,2362,0.0,0.0
2024-11-11 00:00:00+00:00,,,,0.0,4427,0.0,0.0
2024-11-12 00:00:00+00:00,,,,0.0,2608,0.0,0.0
2024-11-13 00:00:00+00:00,,,,0.0,3507,0.0,0.0
2024-11-14 00:00:00+00:00,,,,0.0,3546,0.0,0.0
2024-11-15 00:00:00+00:00,,,,0.0,2775,0.0,0.0
2024-11-16 00:00:00+00:00,,,,0.0,23603,0.0,0.0
2024-11-17 00:00:00+00:00,,,,0.0,3960,0.0,0.0
2024-11-18 00:00:00+00:00,,,,0.0,9838,0.0,0.0
2024-11-19 00:00:00+00:00,,,,0.0,6155,0.0,0.0
2024-11-20 00:00:00+00:00,,,,0.0,9359,0.0,0.0
2024-11-21 00:00:00+00:00,,,,0.0,9248,0.0,0.0
2024-11-22 00:00:00+00:00,,,,0.0,19391,0.0,0.0
2024-11-23 00:00:00+00:00,,,,0.0,6361,0.0,0.0
2024-11-24 00:00:00+00:00,,,,0.0,2032,0.0,0.0
2024-11-25 00:00:00+00:00,,,,0.0,6734,0.0,0.0
2024-11-26 00:00:00+00:00,,,,0.0,2427,0.0,0.0
2024-11-27 00:00:00+00:00,,,,0.0,6655,0.0,0.0
2024-11-28 00:00:00+00:00,,,,0.0,6645,0.0,0.0
2024-11-29 00:00:00+00:00,,,,0.0,3321,0.0,0.0
2024-11-30 00:00:00+00:00,,,,0.0,615,0.0,0.0
2024-12-01 00:00:00+00:00,,,,0.0,641,0.0,0.0
2024-12-02 00:00:00+00:00,,,,0.0,62,0.0,0.0
2024-12-03 00:00:00+00:00,,,,0.0,188,0.0,0.0
2024-12-04 00:00:00+00:00,,,,0.0,2342,0.0,0.0
2024-12-05 00:00:00+00:00,,,,0.0,1016,0.0,0.0
2024-12-06 00:00:00+00:00,,,,0.0,3094,0.0,0.0
2024-12-07 00:00:00+00:00,,,,0.0,8634,0.0,0.0
2024-12-08 00:00:00+00:00,,,,0.0,7066,0.0,0.0
2024-12-09 00:00:00+00:00,,,,0.0,1653,0.0,0.0
2024-12-10 00:00:00+00:00,,,,0.0,430,0.0,0.0
2024-12-11 00:00:00+00:00,,,,0.0,897,0.0,0.0
2024-12-12 00:00:00+00:00,,,,0.0,1195,0.0,0.0
2024-12-13 00:00:00+00:00,,,,0.0,4177,0.0,0.0
2024-12-14 00:00:00+00:00,,,,0.0,1227,0.0,0.0
2024-12-15 00:00:00+00:00,,,,0.0,2177,0.0,0.0
2024-12-16 00:00:00+00:00,,,,0.0,347,0.0,0.0
2024-12-17 00:00:00+00:00,,,,0.0,1451,0.0,0.0
2024-12-18 00:00:00+00:00,,,,0.0,9,0.0,0.0
2024-12-19 00:00:00+00:00,,,,0.0,4598,0.0,0.0
2024-12-20 00:00:00+00:00,,,,0.0,611,0.0,0.0
2024-12-21 00:00:00+00:00,,,,0.0,1799,0.0,0.0
2024-12-22 00:00:00+00:00,,,,0.0,488,0.0,0.0
2024-12-23 00:00:00+00:00,,,,0.0,1379,0.0,0.0
2024-12-24 00:00:00+00:00,,,,0.0,1189,0.0,0.0
2024-12-25 00:00:00+00:00,,,,0.0,417,0.0,0.0
2024-12-26 00:00:00+00:00,,,,0.0,281,0.0,0.0
2024-12-27 00:00:00+00:00,,,,0.0,228,0.0,0.0
2024-12-28 00:00:00+00:00,,,,0.0,44,0.0,0.0
2024-12-29 00:00:00+00:00,,,,0.0,431,0.0,0.0
2024-12-30 00:00:00+00:00,,,,0.0,43,0.0,0.0
2024-12-31 00:00:00+00:00,,,,0.0,119,0.0,0.0
2025-01-01 00:00:00+00:00,,,,0.0,175,0.0,0.0
