TIMESTAMP,SLAP_OPEN_PRICE_USD,SLAP_HIGH_PRICE_USD,SLAP_LOW_PRICE_USD,SLAP_CLOSE_PRICE_USD,SLAP_VOLUME_USD,SLAP_DIVIDENDS_USD,SLAP_STOCK_SPLITS_USD
2024-12-06 00:00:00+00:00,0.005907000042498112,0.008353999815881252,0.005901999771595001,0.007474999874830246,5158631,0.0,0.0
2024-12-07 00:00:00+00:00,0.007474999874830246,0.007501000072807074,0.006686000153422356,0.006940000224858522,2889501,0.0,0.0
2024-12-08 00:00:00+00:00,0.006934000179171562,0.007726000156253576,0.006816000211983919,0.007323000114411116,2668035,0.0,0.0
2024-12-09 00:00:00+00:00,0.007323000114411116,0.007360000163316727,0.005654000211507082,0.006000000052154064,2385271,0.0,0.0
2024-12-10 00:00:00+00:00,0.006002999842166901,0.006215000059455633,0.00546099990606308,0.005545000080019236,2145586,0.0,0.0
2024-12-11 00:00:00+00:00,0.005545000080019236,0.005896999966353178,0.0049600000493228436,0.005301999859511852,2861491,0.0,0.0
2024-12-12 00:00:00+00:00,0.005301999859511852,0.0058639999479055405,0.004732000175863504,0.004734000191092491,3033630,0.0,0.0
2024-12-13 00:00:00+00:00,0.004734000191092491,0.005200999788939953,0.004734000191092491,0.0047980002127587795,2505304,0.0,0.0
2024-12-14 00:00:00+00:00,0.0047980002127587795,0.004798999987542629,0.0037950000260025263,0.003920000046491623,2683640,0.0,0.0
2024-12-15 00:00:00+00:00,0.003926999866962433,0.005053000058978796,0.003863000078126788,0.005047000013291836,3196472,0.0,0.0
2024-12-16 00:00:00+00:00,0.005047000013291836,0.006157999858260155,0.004687000066041946,0.005224000196903944,3655266,0.0,0.0
2024-12-17 00:00:00+00:00,0.005224000196903944,0.005268999841064215,0.004286999814212322,0.004358000122010708,2645780,0.0,0.0
2024-12-18 00:00:00+00:00,0.004358000122010708,0.004873999860137701,0.003920000046491623,0.0039470000192523,2327884,0.0,0.0
2024-12-19 00:00:00+00:00,0.0039470000192523,0.004782000090926886,0.003218000056222081,0.0033519999124109745,3015804,0.0,0.0
2024-12-20 00:00:00+00:00,0.0033519999124109745,0.003404000075533986,0.0030219999607652426,0.0032319999299943447,2374234,0.0,0.0
2024-12-21 00:00:00+00:00,0.0032319999299943447,0.003355999942868948,0.0030670000705868006,0.003102000104263425,2159389,0.0,0.0
2024-12-22 00:00:00+00:00,0.003102000104263425,0.0032470000442117453,0.002856000093743205,0.002942000050097704,1181352,0.0,0.0
2024-12-23 00:00:00+00:00,0.002942000050097704,0.003134000115096569,0.0028929999098181725,0.0030499999411404133,925943,0.0,0.0
2024-12-24 00:00:00+00:00,0.0030499999411404133,0.00305499997921288,0.0028609998989850283,0.0028609998989850283,749820,0.0,0.0
2024-12-25 00:00:00+00:00,0.0028609998989850283,0.0028649999294430017,0.002644000109285116,0.0027660001069307327,988916,0.0,0.0
2024-12-26 00:00:00+00:00,0.0027660001069307327,0.0027699999045580626,0.002526999916881323,0.002526999916881323,546223,0.0,0.0
2024-12-27 00:00:00+00:00,0.002526999916881323,0.002552000107243657,0.002019000006839633,0.002019000006839633,693521,0.0,0.0
2024-12-28 00:00:00+00:00,0.002019000006839633,0.0021520000882446766,0.0020089999306946993,0.0021520000882446766,403906,0.0,0.0
2024-12-29 00:00:00+00:00,0.0021520000882446766,0.002440999960526824,0.0021440000273287296,0.002331000054255128,859386,0.0,0.0
2024-12-30 00:00:00+00:00,0.002331000054255128,0.002377999946475029,0.0021180000621825457,0.0021550001110881567,522930,0.0,0.0
2024-12-31 00:00:00+00:00,0.0021550001110881567,0.002239000052213669,0.0021120000164955854,0.0021299999207258224,492614,0.0,0.0
2025-01-01 00:00:00+00:00,0.0021299999207258224,0.002337000099942088,0.002124000107869506,0.002322999993339181,613532,0.0,0.0
2025-01-02 00:00:00+00:00,0.002322999993339181,0.0026140001136809587,0.002311999909579754,0.0024999999441206455,580214,0.0,0.0
2025-01-03 00:00:00+00:00,0.0024999999441206455,0.0026229999493807554,0.002429000101983547,0.0026229999493807554,461824,0.0,0.0
