,MSE,MAE,RMSE,MAPE,R2
0,0.0027404492605654,0.0404880119047619,0.0523493004782821,0.0543890656082908,0.8514680736940358
1,0.0007085829182356,0.0193011520737327,0.0266192208420096,0.0304535280904538,0.7593382726634242
2,0.0051679412000905,0.0540329032258064,0.0718883940569722,0.0500471129022094,0.8695976523120006
3,0.0043642418822066,0.04427989285714281,0.0660624089948787,0.0414334220443392,0.7479764662676537
4,0.0016243849090396,0.0280233986175115,0.0403036587550022,0.0259340459187499,-0.2155576361986162
5,0.0018193632511777,0.0328357261904762,0.04265399455124589,0.0298797525011292,0.7866364248131172
6,0.001509750046947,0.030455322580645105,0.0388555021450888,0.0354166409860266,0.5910807551359157
7,0.0006153527021519,0.0187953571428571,0.0248063036777329,0.0266941484897414,0.911570028109196
8,0.002283996244169,0.0365574489795918,0.04779117328722,0.047723676654313506,0.6162154577963799
9,0.0005654838763001,0.0179507373271889,0.0237799048841705,0.0229268494404239,0.7181104916166413
10,0.0007084387524404,0.0206881428571428,0.0266165127776062,0.0286267643631215,0.8289675160252689
11,0.001023327444059,0.023037348901098802,0.0319894895873483,0.0493298381606009,0.863860827463563
Mean,0.0019276093739485666,0.030537120221496336,0.041142988669796446,0.036904570429950004,0.6941053608082149
