TIMESTAMP,FOFAR_OPEN_PRICE_USD,FOFAR_HIGH_PRICE_USD,FOFAR_LOW_PRICE_USD,FOFAR_CLOSE_PRICE_USD,FOFAR_VOLUME_USD,FOFAR_DIVIDENDS_USD,FOFAR_STOCK_SPLITS_USD
2024-04-12 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,319842,0.0,0.0
2024-04-13 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,9.999999974752427e-07,1.9999999949504854e-06,106964,0.0,0.0
2024-04-14 00:00:00+00:00,1.9999999949504854e-06,3.000000106112566e-06,9.999999974752427e-07,3.000000106112566e-06,134475,0.0,0.0
2024-04-15 00:00:00+00:00,1.9999999949504854e-06,3.000000106112566e-06,1.9999999949504854e-06,1.9999999949504854e-06,113971,0.0,0.0
2024-04-16 00:00:00+00:00,1.9999999949504854e-06,3.000000106112566e-06,1.9999999949504854e-06,3.000000106112566e-06,144734,0.0,0.0
2024-04-17 00:00:00+00:00,3.000000106112566e-06,7.000000096013537e-06,3.000000106112566e-06,6.000000212225132e-06,698573,0.0,0.0
2024-04-18 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,3.999999989900971e-06,4.999999873689376e-06,356324,0.0,0.0
2024-04-19 00:00:00+00:00,4.999999873689376e-06,4.999999873689376e-06,3.000000106112566e-06,3.999999989900971e-06,234601,0.0,0.0
2024-04-20 00:00:00+00:00,3.999999989900971e-06,3.999999989900971e-06,3.000000106112566e-06,3.999999989900971e-06,128643,0.0,0.0
2024-04-21 00:00:00+00:00,3.999999989900971e-06,3.999999989900971e-06,1.9999999949504854e-06,1.9999999949504854e-06,229426,0.0,0.0
2024-04-22 00:00:00+00:00,3.000000106112566e-06,3.999999989900971e-06,1.9999999949504854e-06,1.9999999949504854e-06,304476,0.0,0.0
2024-04-23 00:00:00+00:00,1.9999999949504854e-06,3.000000106112566e-06,1.9999999949504854e-06,1.9999999949504854e-06,255239,0.0,0.0
2024-04-24 00:00:00+00:00,1.9999999949504854e-06,3.000000106112566e-06,1.9999999949504854e-06,1.9999999949504854e-06,270845,0.0,0.0
2024-04-25 00:00:00+00:00,1.9999999949504854e-06,3.000000106112566e-06,1.9999999949504854e-06,1.9999999949504854e-06,98430,0.0,0.0
2024-04-26 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,67956,0.0,0.0
2024-04-27 00:00:00+00:00,1.9999999949504854e-06,4.999999873689376e-06,1.9999999949504854e-06,3.999999989900971e-06,358352,0.0,0.0
2024-04-28 00:00:00+00:00,3.999999989900971e-06,3.999999989900971e-06,3.000000106112566e-06,3.000000106112566e-06,184140,0.0,0.0
2024-04-29 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,1.9999999949504854e-06,3.000000106112566e-06,54554,0.0,0.0
2024-04-30 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,1.9999999949504854e-06,1.9999999949504854e-06,40653,0.0,0.0
2024-05-01 00:00:00+00:00,1.9999999949504854e-06,3.000000106112566e-06,1.9999999949504854e-06,3.000000106112566e-06,44167,0.0,0.0
2024-05-02 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,1.9999999949504854e-06,3.000000106112566e-06,86964,0.0,0.0
2024-05-03 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,1.9999999949504854e-06,3.000000106112566e-06,21033,0.0,0.0
2024-05-04 00:00:00+00:00,1.9999999949504854e-06,3.000000106112566e-06,1.9999999949504854e-06,3.000000106112566e-06,94802,0.0,0.0
2024-05-05 00:00:00+00:00,3.000000106112566e-06,7.000000096013537e-06,3.000000106112566e-06,4.999999873689376e-06,609454,0.0,0.0
2024-05-06 00:00:00+00:00,3.999999989900971e-06,9.999999747378752e-06,3.999999989900971e-06,4.999999873689376e-06,1502920,0.0,0.0
2024-05-07 00:00:00+00:00,4.999999873689376e-06,6.000000212225132e-06,3.999999989900971e-06,6.000000212225132e-06,651297,0.0,0.0
2024-05-08 00:00:00+00:00,6.000000212225132e-06,9.999999747378752e-06,6.000000212225132e-06,7.000000096013537e-06,710397,0.0,0.0
2024-05-09 00:00:00+00:00,7.000000096013537e-06,9.000000318337698e-06,6.000000212225132e-06,7.000000096013537e-06,385816,0.0,0.0
2024-05-10 00:00:00+00:00,7.000000096013537e-06,7.000000096013537e-06,4.999999873689376e-06,4.999999873689376e-06,158068,0.0,0.0
2024-05-11 00:00:00+00:00,4.999999873689376e-06,6.000000212225132e-06,4.999999873689376e-06,4.999999873689376e-06,99428,0.0,0.0
2024-05-12 00:00:00+00:00,4.999999873689376e-06,7.000000096013537e-06,4.999999873689376e-06,7.000000096013537e-06,148864,0.0,0.0
2024-05-13 00:00:00+00:00,7.000000096013537e-06,1.4000000192027073e-05,4.999999873689376e-06,1.1000000085914508e-05,581905,0.0,0.0
2024-05-14 00:00:00+00:00,1.1000000085914508e-05,1.8999999156221747e-05,9.999999747378752e-06,1.2999999853491317e-05,1866392,0.0,0.0
2024-05-15 00:00:00+00:00,1.2999999853491317e-05,1.8000000636675395e-05,1.1000000085914508e-05,1.4999999621068127e-05,717947,0.0,0.0
2024-05-16 00:00:00+00:00,1.4999999621068127e-05,1.700000029813964e-05,9.000000318337698e-06,1.4999999621068127e-05,683027,0.0,0.0
2024-05-17 00:00:00+00:00,1.4999999621068127e-05,2.300000051036477e-05,1.4999999621068127e-05,1.9999999494757503e-05,698268,0.0,0.0
2024-05-18 00:00:00+00:00,1.9999999494757503e-05,2.9000000722589903e-05,1.8999999156221747e-05,2.5999999706982635e-05,1349591,0.0,0.0
2024-05-19 00:00:00+00:00,2.5999999706982635e-05,2.9999999242136255e-05,1.8999999156221747e-05,2.300000051036477e-05,1288267,0.0,0.0
2024-05-20 00:00:00+00:00,2.4000000848900527e-05,2.700000004551839e-05,1.4999999621068127e-05,2.099999983329326e-05,789556,0.0,0.0
2024-05-21 00:00:00+00:00,2.099999983329326e-05,4.999999873689376e-05,1.4000000192027073e-05,2.099999983329326e-05,800353,0.0,0.0
2024-05-22 00:00:00+00:00,2.099999983329326e-05,2.099999983329326e-05,1.4999999621068127e-05,1.700000029813964e-05,778831,0.0,0.0
2024-05-23 00:00:00+00:00,1.700000029813964e-05,2.300000051036477e-05,1.700000029813964e-05,2.300000051036477e-05,599499,0.0,0.0
2024-05-24 00:00:00+00:00,2.300000051036477e-05,2.4000000848900527e-05,1.8000000636675395e-05,1.9999999494757503e-05,417388,0.0,0.0
2024-05-25 00:00:00+00:00,1.9999999494757503e-05,2.300000051036477e-05,1.4000000192027073e-05,1.9999999494757503e-05,589121,0.0,0.0
2024-05-26 00:00:00+00:00,1.9999999494757503e-05,1.9999999494757503e-05,1.2999999853491317e-05,1.700000029813964e-05,450393,0.0,0.0
2024-05-27 00:00:00+00:00,1.700000029813964e-05,2.099999983329326e-05,9.999999747378752e-06,1.2000000424450263e-05,749747,0.0,0.0
2024-05-28 00:00:00+00:00,1.2000000424450263e-05,1.9999999494757503e-05,7.999999979801942e-06,1.1000000085914508e-05,646748,0.0,0.0
2024-05-29 00:00:00+00:00,1.1000000085914508e-05,1.2999999853491317e-05,7.999999979801942e-06,1.1000000085914508e-05,169107,0.0,0.0
2024-05-30 00:00:00+00:00,1.1000000085914508e-05,2.099999983329326e-05,9.999999747378752e-06,1.5999999959603883e-05,613395,0.0,0.0
2024-05-31 00:00:00+00:00,1.5999999959603883e-05,1.9999999494757503e-05,1.2999999853491317e-05,1.8999999156221747e-05,554682,0.0,0.0
2024-06-01 00:00:00+00:00,1.8999999156221747e-05,3.099999958067201e-05,1.8999999156221747e-05,2.300000051036477e-05,1145309,0.0,0.0
2024-06-02 00:00:00+00:00,2.300000051036477e-05,3.5000000934815034e-05,2.2000000171829015e-05,3.199999991920777e-05,637427,0.0,0.0
2024-06-03 00:00:00+00:00,3.199999991920777e-05,3.400000059627928e-05,2.499999936844688e-05,2.9999999242136255e-05,432746,0.0,0.0
2024-06-04 00:00:00+00:00,2.9999999242136255e-05,2.9999999242136255e-05,1.9999999494757503e-05,2.099999983329326e-05,538717,0.0,0.0
2024-06-05 00:00:00+00:00,2.099999983329326e-05,2.499999936844688e-05,1.8999999156221747e-05,1.9999999494757503e-05,304088,0.0,0.0
2024-06-06 00:00:00+00:00,1.9999999494757503e-05,2.700000004551839e-05,1.8999999156221747e-05,2.300000051036477e-05,459645,0.0,0.0
2024-06-07 00:00:00+00:00,2.300000051036477e-05,2.4000000848900527e-05,1.8999999156221747e-05,1.9999999494757503e-05,142733,0.0,0.0
2024-06-08 00:00:00+00:00,1.9999999494757503e-05,2.2000000171829015e-05,1.8999999156221747e-05,1.8999999156221747e-05,116857,0.0,0.0
2024-06-09 00:00:00+00:00,1.8999999156221747e-05,1.9999999494757503e-05,1.700000029813964e-05,1.700000029813964e-05,174247,0.0,0.0
2024-06-10 00:00:00+00:00,1.700000029813964e-05,2.300000051036477e-05,1.4999999621068127e-05,1.9999999494757503e-05,622398,0.0,0.0
2024-06-11 00:00:00+00:00,1.9999999494757503e-05,2.2000000171829015e-05,1.5999999959603883e-05,2.2000000171829015e-05,220511,0.0,0.0
2024-06-12 00:00:00+00:00,2.2000000171829015e-05,2.300000051036477e-05,1.700000029813964e-05,2.099999983329326e-05,325083,0.0,0.0
2024-06-13 00:00:00+00:00,2.099999983329326e-05,2.9999999242136255e-05,1.9999999494757503e-05,2.4000000848900527e-05,540233,0.0,0.0
2024-06-14 00:00:00+00:00,2.4000000848900527e-05,2.5999999706982635e-05,1.9999999494757503e-05,1.9999999494757503e-05,233185,0.0,0.0
2024-06-15 00:00:00+00:00,1.9999999494757503e-05,2.2000000171829015e-05,1.8999999156221747e-05,1.8999999156221747e-05,175315,0.0,0.0
2024-06-16 00:00:00+00:00,1.8999999156221747e-05,2.300000051036477e-05,1.8999999156221747e-05,2.2000000171829015e-05,135954,0.0,0.0
2024-06-17 00:00:00+00:00,2.2000000171829015e-05,2.4000000848900527e-05,1.700000029813964e-05,1.8999999156221747e-05,309702,0.0,0.0
2024-06-18 00:00:00+00:00,1.8999999156221747e-05,1.8999999156221747e-05,1.2999999853491317e-05,1.5999999959603883e-05,372877,0.0,0.0
2024-06-19 00:00:00+00:00,1.5999999959603883e-05,1.8000000636675395e-05,1.4000000192027073e-05,1.4999999621068127e-05,183594,0.0,0.0
2024-06-20 00:00:00+00:00,1.4999999621068127e-05,1.700000029813964e-05,1.2000000424450263e-05,1.5999999959603883e-05,338056,0.0,0.0
2024-06-21 00:00:00+00:00,1.5999999959603883e-05,1.5999999959603883e-05,1.2999999853491317e-05,1.2999999853491317e-05,200104,0.0,0.0
2024-06-22 00:00:00+00:00,1.2999999853491317e-05,1.4999999621068127e-05,1.2999999853491317e-05,1.2999999853491317e-05,159291,0.0,0.0
2024-06-23 00:00:00+00:00,1.2999999853491317e-05,1.2999999853491317e-05,9.999999747378752e-06,1.1000000085914508e-05,107545,0.0,0.0
2024-06-24 00:00:00+00:00,1.1000000085914508e-05,1.2000000424450263e-05,9.999999747378752e-06,9.999999747378752e-06,169339,0.0,0.0
2024-06-25 00:00:00+00:00,9.999999747378752e-06,1.4999999621068127e-05,9.999999747378752e-06,1.2999999853491317e-05,257619,0.0,0.0
2024-06-26 00:00:00+00:00,1.2999999853491317e-05,1.700000029813964e-05,1.2999999853491317e-05,1.4000000192027073e-05,226158,0.0,0.0
2024-06-27 00:00:00+00:00,1.4000000192027073e-05,1.4999999621068127e-05,1.2999999853491317e-05,1.2999999853491317e-05,51713,0.0,0.0
2024-06-28 00:00:00+00:00,1.2999999853491317e-05,1.4000000192027073e-05,1.1000000085914508e-05,1.2000000424450263e-05,141410,0.0,0.0
2024-06-29 00:00:00+00:00,1.2000000424450263e-05,1.4000000192027073e-05,1.2000000424450263e-05,1.2000000424450263e-05,92310,0.0,0.0
2024-06-30 00:00:00+00:00,1.2000000424450263e-05,1.4000000192027073e-05,1.2000000424450263e-05,1.4000000192027073e-05,75088,0.0,0.0
2024-07-01 00:00:00+00:00,1.4000000192027073e-05,1.4999999621068127e-05,1.2999999853491317e-05,1.4000000192027073e-05,64320,0.0,0.0
2024-07-02 00:00:00+00:00,1.4000000192027073e-05,1.4999999621068127e-05,1.2999999853491317e-05,1.2999999853491317e-05,45984,0.0,0.0
2024-07-03 00:00:00+00:00,1.2999999853491317e-05,1.2999999853491317e-05,1.1000000085914508e-05,1.1000000085914508e-05,80881,0.0,0.0
2024-07-04 00:00:00+00:00,1.1000000085914508e-05,1.1000000085914508e-05,9.999999747378752e-06,9.999999747378752e-06,49406,0.0,0.0
2024-07-05 00:00:00+00:00,9.999999747378752e-06,1.1000000085914508e-05,9.000000318337698e-06,1.1000000085914508e-05,123244,0.0,0.0
2024-07-06 00:00:00+00:00,1.1000000085914508e-05,1.1000000085914508e-05,9.999999747378752e-06,9.999999747378752e-06,59581,0.0,0.0
2024-07-07 00:00:00+00:00,9.999999747378752e-06,1.2000000424450263e-05,9.999999747378752e-06,1.1000000085914508e-05,143357,0.0,0.0
2024-07-08 00:00:00+00:00,1.1000000085914508e-05,1.2000000424450263e-05,9.999999747378752e-06,1.1000000085914508e-05,61063,0.0,0.0
2024-07-09 00:00:00+00:00,1.1000000085914508e-05,1.1000000085914508e-05,7.999999979801942e-06,9.000000318337698e-06,169826,0.0,0.0
2024-07-10 00:00:00+00:00,9.000000318337698e-06,9.000000318337698e-06,7.999999979801942e-06,9.000000318337698e-06,63735,0.0,0.0
2024-07-11 00:00:00+00:00,9.000000318337698e-06,9.000000318337698e-06,9.000000318337698e-06,9.000000318337698e-06,21047,0.0,0.0
2024-07-12 00:00:00+00:00,9.000000318337698e-06,9.999999747378752e-06,9.000000318337698e-06,9.999999747378752e-06,48071,0.0,0.0
2024-07-13 00:00:00+00:00,9.999999747378752e-06,9.999999747378752e-06,9.999999747378752e-06,9.999999747378752e-06,26095,0.0,0.0
2024-07-14 00:00:00+00:00,9.999999747378752e-06,1.2000000424450263e-05,9.999999747378752e-06,1.2000000424450263e-05,129706,0.0,0.0
2024-07-15 00:00:00+00:00,1.2000000424450263e-05,1.2999999853491317e-05,1.2000000424450263e-05,1.2999999853491317e-05,42256,0.0,0.0
2024-07-16 00:00:00+00:00,1.2999999853491317e-05,1.2999999853491317e-05,9.999999747378752e-06,1.1000000085914508e-05,130068,0.0,0.0
2024-07-17 00:00:00+00:00,1.1000000085914508e-05,1.2999999853491317e-05,1.1000000085914508e-05,1.1000000085914508e-05,103917,0.0,0.0
2024-07-18 00:00:00+00:00,1.1000000085914508e-05,1.2000000424450263e-05,1.1000000085914508e-05,1.1000000085914508e-05,20303,0.0,0.0
2024-07-19 00:00:00+00:00,1.1000000085914508e-05,1.4000000192027073e-05,9.999999747378752e-06,1.2000000424450263e-05,190347,0.0,0.0
2024-07-20 00:00:00+00:00,1.2000000424450263e-05,1.2000000424450263e-05,1.1000000085914508e-05,1.2000000424450263e-05,31207,0.0,0.0
2024-07-21 00:00:00+00:00,1.2000000424450263e-05,1.2000000424450263e-05,9.000000318337698e-06,1.1000000085914508e-05,141711,0.0,0.0
2024-07-22 00:00:00+00:00,1.1000000085914508e-05,1.1000000085914508e-05,9.000000318337698e-06,9.999999747378752e-06,44856,0.0,0.0
2024-07-23 00:00:00+00:00,9.999999747378752e-06,1.1000000085914508e-05,9.999999747378752e-06,1.1000000085914508e-05,24766,0.0,0.0
2024-07-24 00:00:00+00:00,1.1000000085914508e-05,1.1000000085914508e-05,9.999999747378752e-06,9.999999747378752e-06,30720,0.0,0.0
2024-07-25 00:00:00+00:00,9.999999747378752e-06,1.2999999853491317e-05,7.999999979801942e-06,1.2999999853491317e-05,129875,0.0,0.0
2024-07-26 00:00:00+00:00,1.2999999853491317e-05,1.2999999853491317e-05,1.1000000085914508e-05,1.2000000424450263e-05,47417,0.0,0.0
2024-07-27 00:00:00+00:00,1.2000000424450263e-05,1.5999999959603883e-05,1.1000000085914508e-05,1.4999999621068127e-05,238073,0.0,0.0
2024-07-28 00:00:00+00:00,1.4999999621068127e-05,1.700000029813964e-05,1.2999999853491317e-05,1.4999999621068127e-05,137660,0.0,0.0
2024-07-29 00:00:00+00:00,1.4999999621068127e-05,1.4999999621068127e-05,1.2000000424450263e-05,1.2999999853491317e-05,119477,0.0,0.0
2024-07-30 00:00:00+00:00,1.2999999853491317e-05,1.4000000192027073e-05,1.1000000085914508e-05,1.1000000085914508e-05,42370,0.0,0.0
2024-07-31 00:00:00+00:00,1.1000000085914508e-05,1.1000000085914508e-05,9.999999747378752e-06,1.1000000085914508e-05,41378,0.0,0.0
2024-08-01 00:00:00+00:00,1.1000000085914508e-05,1.1000000085914508e-05,9.000000318337698e-06,9.999999747378752e-06,65564,0.0,0.0
2024-08-02 00:00:00+00:00,9.999999747378752e-06,9.999999747378752e-06,9.000000318337698e-06,9.000000318337698e-06,15497,0.0,0.0
2024-08-03 00:00:00+00:00,9.000000318337698e-06,9.000000318337698e-06,7.000000096013537e-06,7.000000096013537e-06,100205,0.0,0.0
2024-08-04 00:00:00+00:00,7.000000096013537e-06,7.000000096013537e-06,6.000000212225132e-06,6.000000212225132e-06,33257,0.0,0.0
2024-08-05 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,3.000000106112566e-06,3.999999989900971e-06,233555,0.0,0.0
