,\textbf{O.C.},\textbf{Mean},\textbf{S.D.},\textbf{Min.},\textbf{5\%},\textbf{25\%},\textbf{Median},\textbf{75\%},\textbf{95\%},\textbf{Max.}
\emph{XMR}/\emph{USDT} OP,10818,148.29,72.20,30.21,54.03,86.49,148.33,175.38,272.40,515.99
\emph{XMR}/\emph{USDT} HP,10818,150.34,73.62,32.59,54.61,87.51,149.70,177.17,275.90,519.13
\emph{XMR}/\emph{USDT} LP,10818,146.10,70.64,25.08,53.48,85.32,146.60,172.97,268.00,485.11
\emph{XMR}/\emph{USDT} CP,10818,148.29,72.19,30.21,54.03,86.50,148.33,175.38,272.40,515.99
