,\textbf{O.C.},\textbf{Mean},\textbf{S.D.},\textbf{Min.},\textbf{5\%},\textbf{25\%},\textbf{Median},\textbf{75\%},\textbf{95\%},\textbf{Max.}
\emph{BTC}/\emph{USDT} OP,9516,21393.72,16116.02,2919.00,3983.11,7985.56,16547.76,32290.00,53668.37,68633.69
\emph{BTC}/\emph{USDT} HP,9516,21663.90,16320.15,3213.00,4018.00,8115.59,16665.21,32964.41,54597.43,69000.00
\emph{BTC}/\emph{USDT} LP,9516,21102.67,15893.39,2817.00,3935.86,7870.01,16343.08,31585.40,52521.39,67300.00
\emph{BTC}/\emph{USDT} CP,9516,21398.77,16118.17,2919.00,3983.11,7985.95,16549.56,32297.96,53668.37,68633.69
