,\textbf{O.C.},\textbf{Mean},\textbf{S.D.},\textbf{Min.},\textbf{5\%},\textbf{25\%},\textbf{Median},\textbf{75\%},\textbf{95\%},\textbf{Max.}
\emph{BTC}/\emph{USDT} OP,28546,21398.11,16118.46,2919.00,3983.40,7994.25,16548.12,32373.40,53724.72,68633.69
\emph{BTC}/\emph{USDT} HP,28546,21551.24,16233.90,3000.00,4000.00,8065.68,16616.21,32771.60,54260.75,69000.00
\emph{BTC}/\emph{USDT} LP,28546,21233.96,15993.75,2817.00,3955.01,7927.25,16444.97,31948.73,53191.08,68343.81
\emph{BTC}/\emph{USDT} CP,28546,21399.79,16119.18,2919.00,3983.40,7995.17,16548.24,32376.75,53724.72,68633.69
